,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
2805,"San Mateo, ca",FURNISHED STUDIO - FREE UTILITIES,2280.0,1.0,4063393401,-122.28137199999999,Peninsula,/pen/apa/4063393401.html,37.555941,350.0,Sep,17,2013,60816079002000,6081,San Mateo,6.514285714285714,4
2806,foster city,Get your Vitamin D with All This Natural Sunlight!,2380.0,1.0,4073550603,-122.26274699999999,Peninsula,/pen/apa/4073550603.html,37.535713,712.0,Sep,17,2013,60816080133000,6081,San Mateo,3.342696629213483,4
2807,redwood shores,Get @@$3500 @@Cash back! $2445 /1 BR (One year term ),2445.0,1.0,4073394886,-122.233621,Peninsula,/pen/apa/4073394886.html,37.537754,783.0,Sep,17,2013,60816103032001,6081,San Mateo,3.1226053639846745,3
2808,mountain view,Just Mins From Downtown! Easy Freeway Access! Shorten Your Commute!,2029.0,1.0,4073553183,-122.07475600000001,Peninsula,/pen/apa/4073553183.html,37.402029,682.0,Sep,17,2013,60855092012002,6085,Santa Clara,2.9750733137829912,3
2809,foster city,Play Tennis on the Lighted Tennis Courts at Foster's Landing,2722.0,1.0,4073218561,-122.264334,Peninsula,/pen/apa/4073218561.html,37.554738,900.0,Sep,17,2013,60816080041006,6081,San Mateo,3.0244444444444443,3
2810,mountain view,Live Smart and Love Life in this spacious apt.,2962.0,2.0,4073179074,-122.101303,Peninsula,/pen/apa/4073179074.html,37.396907,1060.0,Sep,17,2013,60855094043007,6085,Santa Clara,2.7943396226415094,3
2811,foster city,Relaxing Views from Your Waterfront Apartment Home ,2748.0,2.0,4073217591,-122.26023700000002,Peninsula,/pen/apa/4073217591.html,37.552692,960.0,Sep,17,2013,60816080012001,6081,San Mateo,2.8625,3
2812,san bruno,APT FOR RENT - Milagra Ridge Model,3046.0,2.0,4073178100,-122.429,Peninsula,/pen/apa/4073178100.html,37.6247,942.0,Sep,17,2013,60816038022003,6081,San Mateo,3.2335456475583864,4
2813,pacifica,ALL You've Been Looking For and More!,1945.0,1.0,4073209399,-122.48585800000001,Peninsula,/pen/apa/4073209399.html,37.633649,765.0,Sep,17,2013,60816030001008,6081,San Mateo,2.542483660130719,2
2814,los altos,"1x1. Fantastic 1 bdrm. Next to TraderJoe's, restaurants, & more!",1995.0,1.0,4060625016,-122.065381,Peninsula,/pen/apa/4060625016.html,37.335807,769.0,Sep,17,2013,60855078052017,6085,Santa Clara,2.5942782834850453,2
2815,los altos,Don't miss this one!! 1bedroom plus Den-Excellent 2 bdrm option,2450.0,2.0,4060621952,-122.065381,Peninsula,/pen/apa/4060621952.html,37.335807,910.0,Sep,17,2013,60855078052017,6085,Santa Clara,2.6923076923076925,3
2816,south san francisco,"New Rental -1268 Baywood, S.S.F.",2600.0,3.0,4046445494,-122.440428,Peninsula,/pen/apa/4046445494.html,37.66441500000001,1090.0,Sep,17,2013,60816019022001,6081,San Mateo,2.385321100917431,2
2820,los altos,Condo for rent  6-9 month's lease,3600.0,2.0,4072512399,-122.11171100000001,Peninsula,/pen/apa/4072512399.html,37.374034,1500.0,Sep,16,2013,60855103002052,6085,Santa Clara,2.4,2
2821,los altos,Los Altos Hills- Retro Estate,6950.0,5.0,4039488005,-122.126574,Peninsula,/pen/apa/4039488005.html,37.37784,3100.0,Sep,16,2013,60855117012002,6085,Santa Clara,2.2419354838709675,2
2822,redwood city,Fully furnished brand new 2 BR/2 Bath Condo w/ Marina Views,3200.0,2.0,4072504014,-122.2091,Peninsula,/pen/apa/4072504014.html,37.4815,1250.0,Sep,16,2013,60816105001016,6081,San Mateo,2.56,2
2826,redwood city,Marymount Apts  1 Bedrooms $1550 and up,1550.0,1.0,4072451820,-122.217708,Peninsula,/pen/apa/4072451820.html,37.486944,675.0,Sep,16,2013,60816102011002,6081,San Mateo,2.2962962962962963,2
2827,redwood city,Just one mile south of the El Camino Real ,2586.0,2.0,4075805804,-122.214745,Peninsula,/pen/apa/4075805804.html,37.469431,840.0,Sep,18,2013,60816107002000,6081,San Mateo,3.0785714285714287,3
2828,belmont,Nestled in the Belmont Hills & Walking Distance to City Conveniences,2108.0,,4075792961,-122.278304,Peninsula,/pen/apa/4075792961.html,37.517377,600.0,Sep,18,2013,60816087003008,6081,San Mateo,3.513333333333333,4
2830,foster city,Large floorplan with private balcony facing the water,2850.0,2.0,4075587374,-122.28754199999999,Peninsula,/pen/apa/4075587374.html,37.563188000000004,1040.0,Sep,18,2013,60816079003000,6081,San Mateo,2.7403846153846154,3
2831,palo alto,Remodeled 1BR near Stanford and Page Mill! Onsite Pool & Laundry!,1795.0,1.0,4075781321,-122.134216,Peninsula,/pen/apa/4075781321.html,37.417874,550.0,Sep,18,2013,60855106001000,6085,Santa Clara,3.2636363636363637,4
2832,foster city,You'll Love Our Waterfront Resort Amenities & Huge Floor Plans!,2903.0,2.0,4075780871,-122.260001,Peninsula,/pen/apa/4075780871.html,37.552446,960.0,Sep,18,2013,60816080012001,6081,San Mateo,3.0239583333333333,3
2833,mountain view,"Dont miss out on Great deals, Call Now!!",2203.0,1.0,4075818079,-122.101303,Peninsula,/pen/apa/4075818079.html,37.396907,800.0,Sep,18,2013,60855094043007,6085,Santa Clara,2.75375,3
2835,foster city,Experience the Best of the Bay at Marlin Cove!,2495.0,1.0,4076043665,-122.25683400000001,Peninsula,/pen/apa/4076043665.html,37.552768,755.0,Sep,18,2013,60816080012001,6081,San Mateo,3.3046357615894038,4
2836,pacifica,Our community offers self-guided cell phone tours!,2403.0,2.0,4076148404,-122.47873899999999,Peninsula,/pen/apa/4076148404.html,37.658761,955.0,Sep,18,2013,60816028002005,6081,San Mateo,2.5162303664921466,2
2837,palo alto,Great House in Convenient Mid-Town Location,5300.0,4.0,4035882587,-122.119767,Peninsula,/pen/apa/4035882587.html,37.431064,1650.0,Sep,18,2013,60855110005012,6085,Santa Clara,3.212121212121212,3
2838,foster city,Everything new in this quiet 2 bedroom Town Home in Foster City!,2650.0,2.0,4075544518,-122.26154299999999,Peninsula,/pen/apa/4075544518.html,37.555698,1020.0,Sep,18,2013,60816080041006,6081,San Mateo,2.5980392156862746,2
2839,los altos,Don't Miss this One! Los Altos  Spacious 1 Bedroom with Den,2450.0,1.0,4067451085,-122.065381,Peninsula,/pen/apa/4067451085.html,37.335807,910.0,Sep,18,2013,60855078052017,6085,Santa Clara,2.6923076923076925,3
2840,foster city,Your Stunning Waterfront Home with Concierge Services,2108.0,1.0,4075536475,-122.256525,Peninsula,/pen/apa/4075536475.html,37.554546,712.0,Sep,18,2013,60816083001008,6081,San Mateo,2.960674157303371,3
2841,burlingame,Fall Savings when you reserve this lovely 1 bedroom!,2035.0,1.0,4075533964,-122.359378,Peninsula,/pen/apa/4075533964.html,37.58647,624.0,Sep,18,2013,60816054005021,6081,San Mateo,3.261217948717949,4
2842,menlo park,"available Oct.1, 2 bedroom unit",2500.0,2.0,4074712778,-122.170775,Peninsula,/pen/apa/4074712778.html,37.454338,1000.0,Sep,17,2013,60816125003000,6081,San Mateo,2.5,2
2843,redwood city," Exclusive cottage in Emerald Hills, 600 sq.feet, luxury secluded loft",1800.0,1.0,4074711545,-122.296,Peninsula,/pen/apa/4074711545.html,37.4245,600.0,Sep,17,2013,60816134002023,6081,San Mateo,3.0,3
2844,menlo park,"Beautiful Remodeled 3 br/2 bath House, Utilities INCLUDED!",5999.0,3.0,4013352351,-122.209076,Peninsula,/pen/apa/4013352351.html,37.433038,1600.0,Sep,17,2013,60816129002001,6081,San Mateo,3.749375,4
2845,palo alto,2 BR 1 BA Duplex downtown Palo Alto,4975.0,2.0,4043148343,-122.156875,Peninsula,/pen/apa/4043148343.html,37.444638,800.0,Sep,17,2013,60855113011008,6085,Santa Clara,6.21875,4
2847,coastside/pescadero,Redwood Serenity on Alpine Creek near La Honda,2950.0,3.0,4074679322,-122.265923,Peninsula,/pen/apa/4074679322.html,37.300446,2500.0,Sep,17,2013,60816138003037,6081,San Mateo,1.18,0
2848,palo alto,* 3BR/2BA +Bonus Rm Bright & Charming Palo Alto Midtown(South) House*,4200.0,3.0,4074661797,-122.12747399999999,Peninsula,/pen/apa/4074661797.html,37.423639,1400.0,Sep,17,2013,60855109003014,6085,Santa Clara,3.0,3
2849,daly city,Newly Remodeled Studio,1500.0,,4074246827,-122.47198300000001,Peninsula,/pen/apa/4074246827.html,37.692233,500.0,Sep,17,2013,60816012001017,6081,San Mateo,3.0,3
2850,brisbane,Private and Quiet Townhouse  2BD/2BA,3000.0,2.0,4074246767,-122.40850900000001,Peninsula,/pen/apa/4074246767.html,37.691937,1437.0,Sep,17,2013,60816001001035,6081,San Mateo,2.0876826722338206,1
2851,foster city,Your Search Is Over....Water's Edge Is Perfect For You!!,2811.0,2.0,4052418186,-122.268176,Peninsula,/pen/apa/4052418186.html,37.566503999999995,1100.0,Sep,17,2013,60816082001000,6081,San Mateo,2.5554545454545456,2
2852,palo alto,Apartment in Best Location in Palo Alto,2950.0,1.0,4059572026,-122.139774,Peninsula,/pen/apa/4059572026.html,37.427239,840.0,Sep,17,2013,60855107001001,6085,Santa Clara,3.511904761904762,4
2853,foster city,Lagoon Front,2811.0,2.0,4074214516,-122.268047,Peninsula,/pen/apa/4074214516.html,37.566674,1100.0,Sep,17,2013,60816082001000,6081,San Mateo,2.5554545454545456,2
2854,daly city,Awesome Two Bedroom Flat with Separated Bedrooms,3250.0,2.0,4074234445,-122.462405,Peninsula,/pen/apa/4074234445.html,37.70353,1183.0,Sep,17,2013,60816007003000,6081,San Mateo,2.7472527472527473,3
2855,mountain view,"Excellent Palo Alto border location, close to Stanford, Train & Shops ",1695.0,1.0,4074230101,-122.112931,Peninsula,/pen/apa/4074230101.html,37.406939,589.0,Sep,17,2013,60855094013000,6085,Santa Clara,2.877758913412564,3
2856,foster city,"Stainless steel appliances, energy efficient washer/dryer & More!",2886.0,2.0,4065089338,-122.2684,Peninsula,/pen/apa/4065089338.html,37.565287,1100.0,Sep,17,2013,60816080044022,6081,San Mateo,2.6236363636363635,3
2857,san mateo,"Washer & Dryer In Unit ** Fantastic, Convenient Location** ",1905.0,1.0,4073909295,-122.31043600000001,Peninsula,/pen/apa/4073909295.html,37.573846,646.0,Sep,17,2013,60816061001002,6081,San Mateo,2.9489164086687305,3
2859,san mateo,san  mateo  townhome for lease $2800,2800.0,2.0,4073900082,-122.337865,Peninsula,/pen/apa/4073900082.html,37.520253000000004,960.0,Sep,17,2013,60816068001013,6081,San Mateo,2.9166666666666665,3
2860,pacifica,Very Clean Linda Mar Rancher - OPEN WEDNESDAY 9/18 5:30-6:00 PM,2500.0,3.0,4073894216,-122.499555,Peninsula,/pen/apa/4073894216.html,37.592890999999995,1040.0,Sep,17,2013,60816032003005,6081,San Mateo,2.4038461538461537,2
2861,palo alto,Reduced Price 1 Bedroom Apartment - Ready for Move-in!,1695.0,,4073893534,-122.137378,Peninsula,/pen/apa/4073893534.html,37.454762,750.0,Sep,17,2013,60816121005009,6081,San Mateo,2.26,2
2862,foster city,Your Search Is Over....Water's Edge Is Perfect For You!!,2811.0,2.0,4073893368,-122.26811200000002,Peninsula,/pen/apa/4073893368.html,37.566691,1100.0,Sep,17,2013,60816082001000,6081,San Mateo,2.5554545454545456,2
2863,daly city,"Trendy, Loft Style 1 Br, 2 Ba Coming Soon!  ",2575.0,1.0,4073849903,-122.46338300000001,Peninsula,/pen/apa/4073849903.html,37.682733,1118.0,Sep,17,2013,60816016011004,6081,San Mateo,2.303220035778175,2
2864,palo alto,2BR/2BA All New! University Ave. w/Wash/Dryer,3650.0,2.0,4059457606,-122.155775,Peninsula,/pen/apa/4059457606.html,37.451838,1100.0,Sep,17,2013,60855112001024,6085,Santa Clara,3.3181818181818183,4
2868,palo alto,"Large Studio near Stanford! Onsite pool, laundry, and bike room!",1645.0,,4073499831,-122.134495,Peninsula,/pen/apa/4073499831.html,37.417277,480.0,Sep,17,2013,60855106001000,6085,Santa Clara,3.4270833333333335,4
2869,san bruno,Full House amenities at Apartment price - Utilities included,1250.0,1.0,4073487251,-122.414217,Peninsula,/pen/apa/4073487251.html,37.615659,800.0,Sep,17,2013,60816039003000,6081,San Mateo,1.5625,0
2870,mountain view,We invite you to be apart of this One Of a Kind Community!,2260.0,1.0,4073502701,-122.101303,Peninsula,/pen/apa/4073502701.html,37.396907,800.0,Sep,17,2013,60855094043007,6085,Santa Clara,2.825,3
2874,san mateo,"Hardwood Floors, Corner Unit with lots of Windows!!! Move in October",2600.0,2.0,4073095864,-122.32850800000001,Peninsula,/pen/apa/4073095864.html,37.56120900000001,840.0,Sep,17,2013,60816064004002,6081,San Mateo,3.0952380952380953,3
2875,redwood city,***Brand New 2bd/2.5 ba Townhouse**,3690.0,2.0,4073153857,-122.223923,Peninsula,/pen/apa/4073153857.html,37.495451,1550.0,Sep,17,2013,60816103021018,6081,San Mateo,2.3806451612903228,2
2876,foster city,Downstairs facing Water,1945.0,1.0,4073165213,-122.27108,Peninsula,/pen/apa/4073165213.html,37.55855,830.0,Sep,17,2013,60816080041000,6081,San Mateo,2.3433734939759034,2
2877,foster city,$2650 w $600 deposit on this everything new Townhome in Lovely F City!,2650.0,2.0,4073165126,-122.26154299999999,Peninsula,/pen/apa/4073165126.html,37.555698,1020.0,Sep,17,2013,60816080041006,6081,San Mateo,2.5980392156862746,2
2880,south san francisco,SSF HOUSE,3600.0,4.0,4061597056,-122.44141100000002,Peninsula,/pen/apa/4061597056.html,37.636386,1900.0,Sep,16,2013,60816025003006,6081,San Mateo,1.894736842105263,1
2882,south san francisco,Desirable Chestnut Estates - Available ,3500.0,5.0,4072435725,-122.429579,Peninsula,/pen/apa/4072435725.html,37.663169,2350.0,Sep,16,2013,60816019012003,6081,San Mateo,1.4893617021276595,0
2883,woodside,Beautiful Woodside Home on 40+ Acres,3950.0,4.0,4044955573,-122.261159,Peninsula,/pen/apa/4044955573.html,37.359311,2000.0,Sep,16,2013,60816134003046,6081,San Mateo,1.975,1
2884,half moon bay,Spacious in-law available early October,1895.0,1.0,4072412330,-122.43800300000001,Peninsula,/pen/apa/4072412330.html,37.475514000000004,900.0,Sep,16,2013,60816135012065,6081,San Mateo,2.1055555555555556,1
2886,san mateo,"Parking, Parks and Restaurants!",2832.0,1.0,4072394000,-122.342481,Peninsula,/pen/apa/4072394000.html,37.566435999999996,809.0,Sep,16,2013,60816058002007,6081,San Mateo,3.50061804697157,4
2888,east palo alto,"Two bedroom, One bath READY NOW! Come and See!!!",1877.0,2.0,4075746761,-122.136774,Peninsula,/pen/apa/4075746761.html,37.454438,813.0,Sep,18,2013,60816121005009,6081,San Mateo,2.3087330873308733,2
2889,mountain view,Excellent Buliding Excellent Location Excellent Residents,2275.0,2.0,4046151792,-122.06734399999999,Peninsula,/pen/apa/4046151792.html,37.402011,890.0,Sep,18,2013,60855091082002,6085,Santa Clara,2.556179775280899,2
2890,burlingame,520 SqFt Convenient Studio for Someone On the Go ,1885.0,,4075810309,-122.359378,Peninsula,/pen/apa/4075810309.html,37.58647,520.0,Sep,18,2013,60816054005021,6081,San Mateo,3.625,4
2891,palo alto,Smart and Spacious 2bd 2 full baths- Energy efficient- 4'x4' storage,3685.0,2.0,4075810038,-122.127424,Peninsula,/pen/apa/4075810038.html,37.432099,980.0,Sep,18,2013,60855109002000,6085,Santa Clara,3.760204081632653,4
2893,pacifica,Our Apartments are Designed to Compliment Any Lifestyle ,2318.0,2.0,4075807052,-122.48585800000001,Peninsula,/pen/apa/4075807052.html,37.633649,1015.0,Sep,18,2013,60816030001008,6081,San Mateo,2.283743842364532,2
2894,palo alto,"Parker Palo Alto - Round the Clock Leasing, Call 24/7!",3464.0,3.0,4075531919,-122.11980700000001,Peninsula,/pen/apa/4075531919.html,37.443506,1067.0,Sep,18,2013,60855110003000,6085,Santa Clara,3.246485473289597,4
2895,foster city,Nobody above or below in Lovely Townhome- pretty and updated! ,2600.0,2.0,4075530256,-122.26154299999999,Peninsula,/pen/apa/4075530256.html,37.555698,1020.0,Sep,18,2013,60816080041006,6081,San Mateo,2.549019607843137,2
2897,palo alto,HUGE TOP FLOOR APT WITH PRIVATE BALCONY AND EXTERIOR STORAGE CLOSET!,1895.0,1.0,4075498522,-122.119013,Peninsula,/pen/apa/4075498522.html,37.407613,750.0,Sep,18,2013,60855107003012,6085,Santa Clara,2.526666666666667,2
2898,redwood city,2 Bdrm 2.5 Bath Condo- In Redwood Shores Area- Great School District!,3150.0,2.0,4058453644,-122.230617,Peninsula,/pen/apa/4058453644.html,37.540951,1421.0,Sep,17,2013,60816103032001,6081,San Mateo,2.2167487684729066,2
2900,san mateo,Single house with panorama gigantic view in Laurelwood of San Mateo,4000.0,3.0,4024002839,-122.323826,Peninsula,/pen/apa/4024002839.html,37.532083,1700.0,Sep,17,2013,60816070002001,6081,San Mateo,2.3529411764705883,2
2901,redwood city,2 bedroom duplex w/ garage & private yard!,2300.0,2.0,4067338639,-122.190476,Peninsula,/pen/apa/4067338639.html,37.478336999999996,900.0,Sep,17,2013,60816105004014,6081,San Mateo,2.5555555555555554,2
2903,san mateo,"Beauitful 1 BR ,newly remodeled kitchen & batroom",2125.0,1.0,4035960255,-122.284999,Peninsula,/pen/apa/4035960255.html,37.566623,610.0,Sep,17,2013,60816079003000,6081,San Mateo,3.4836065573770494,4
2904,san mateo," - Beauitful 1 BR ,newly remodeled kitchen & bath",2150.0,1.0,4035958036,-122.284849,Peninsula,/pen/apa/4035958036.html,37.566827,640.0,Sep,17,2013,60816079003000,6081,San Mateo,3.359375,4
2905,east palo alto,Funished 2 bedroom 2 full bath Condo,3000.0,2.0,4074599660,-122.136683,Peninsula,/pen/apa/4074599660.html,37.456209,1045.0,Sep,17,2013,60816121003007,6081,San Mateo,2.8708133971291865,3
2906,south san francisco,Beautiful Single Family Home - 3 bedrooms/ 3 full baths ,3500.0,3.0,4074521618,-122.44936499999999,Peninsula,/pen/apa/4074521618.html,37.641864,1900.0,Sep,17,2013,60816025001008,6081,San Mateo,1.8421052631578947,1
2907,palo alto,Open House 9/19 (Thu) 12:30-1:30pm 2 bedrooms in Old Palo Alto,2600.0,2.0,4074226932,-122.148678,Peninsula,/pen/apa/4074226932.html,37.434505,800.0,Sep,17,2013,60855114002013,6085,Santa Clara,3.25,4
2908,mountain view,"Stunning 1BR Bamboo Floors in Palo Alto Border, close to Train & Shops",1950.0,1.0,4074226297,-122.111952,Peninsula,/pen/apa/4074226297.html,37.406368,654.0,Sep,17,2013,60855094013000,6085,Santa Clara,2.981651376146789,3
2909,mountain view,"Great location in Los Altos School District, close to shopping",2895.0,2.0,4074225561,-122.111952,Peninsula,/pen/apa/4074225561.html,37.406368,1021.0,Sep,17,2013,60855094013000,6085,Santa Clara,2.8354554358472086,3
2910,mountain view,Hurry Before It's Gone!!! ,1995.0,,4074216265,-122.09726200000001,Peninsula,/pen/apa/4074216265.html,37.403332,418.0,Sep,17,2013,60855093021041,6085,Santa Clara,4.7727272727272725,4
2912,foster city,Surround yourself in the natural beauty of Foster City,2785.0,2.0,4074156380,-122.275901,Peninsula,/pen/apa/4074156380.html,37.534845000000004,1043.0,Sep,17,2013,60816080132005,6081,San Mateo,2.670182166826462,3
2913,portola valley,"LOFT, LOFT, LOFT: Unique, Creative, Creekside Setting...",2950.0,1.0,4019210216,-122.193895,Peninsula,/pen/apa/4019210216.html,37.342639,1000.0,Sep,17,2013,60816132003014,6081,San Mateo,2.95,3
2914,redwood city,"4BR/2BA Home: New-Remodel, Wood Floors...",3950.0,4.0,4048575207,-122.219576,Peninsula,/pen/apa/4048575207.html,37.466038,2100.0,Sep,17,2013,60816107002007,6081,San Mateo,1.880952380952381,1
2915,san mateo,Completely Remodeled 2/1 in the best community around!,2350.0,2.0,4073867736,-122.33395900000001,Peninsula,/pen/apa/4073867736.html,37.579271999999996,974.0,Sep,17,2013,60816060002000,6081,San Mateo,2.4127310061601643,2
2917,san mateo,Close to downtown!! Call now to set up a tour!!,3220.0,2.0,4073826316,-122.325998,Peninsula,/pen/apa/4073826316.html,37.560763,1170.0,Sep,17,2013,60816064004005,6081,San Mateo,2.752136752136752,3
2918,daly city,"Walkable neighborhood right next to shopping center, restaurants, BART",1695.0,1.0,4073823995,-122.47486200000002,Peninsula,/pen/apa/4073823995.html,37.703517,650.0,Sep,17,2013,60816008003005,6081,San Mateo,2.6076923076923078,3
2919,daly city,2BEDROOM/2BATHROOM CONDO IN GATE COMPLEX  IN DALY CITY,2575.0,2.0,4062825281,-122.424702,Peninsula,/pen/apa/4062825281.html,37.706665,1081.0,Sep,17,2013,60816003002001,6081,San Mateo,2.382053654024052,2
2921,daly city,"For A Better You, Rent Me - A savvy 1 BR 1A Small ",2225.0,1.0,4073516517,-122.46338300000001,Peninsula,/pen/apa/4073516517.html,37.682733,693.0,Sep,17,2013,60816016011004,6081,San Mateo,3.2106782106782106,3
2922,mountain view,STUDIO WITH PRIVATE BALCONY! Near San Antonio Shopping!,1595.0,,4033822934,-122.112136,Peninsula,/pen/apa/4033822934.html,37.408943,530.0,Sep,17,2013,60855094011005,6085,Santa Clara,3.009433962264151,3
2923,palo alto,Top Floor Studio 1/2 Block to University Ave! Excellent floor plan!,1895.0,,4062723248,-122.16033,Peninsula,/pen/apa/4062723248.html,37.445741,450.0,Sep,17,2013,60855113022008,6085,Santa Clara,4.211111111111111,4
2924,foster city,Just the right size for you!,2105.0,1.0,4073373641,-122.27585800000001,Peninsula,/pen/apa/4073373641.html,37.534862,730.0,Sep,17,2013,60816080132005,6081,San Mateo,2.8835616438356166,3
2926,mountain view,10th floor apartment with view of Los Altos hills!,3865.0,2.0,4073411021,-122.10836100000002,Peninsula,/pen/apa/4073411021.html,37.398483,1156.0,Sep,17,2013,60855104001015,6085,Santa Clara,3.343425605536332,4
2927,foster city,"Large Open Floor Plan in Quiet, 5-Star Community, Close to Shopping, D",2183.0,1.0,4073440220,-122.278227,Peninsula,/pen/apa/4073440220.html,37.519125,600.0,Sep,17,2013,60816087003008,6081,San Mateo,3.638333333333333,4
2928,san mateo,The Search is Over..Now Your Life Can Begin!,4637.0,3.0,4073482609,-122.342481,Peninsula,/pen/apa/4073482609.html,37.566435999999996,1367.0,Sep,17,2013,60816058002007,6081,San Mateo,3.392099487929773,4
2929,pacifica,Gated community on the ocean! Amazing views! ,2719.0,2.0,4073470390,-122.492129,Peninsula,/pen/apa/4073470390.html,37.651396999999996,925.0,Sep,17,2013,60816029001003,6081,San Mateo,2.9394594594594596,3
2932,south san francisco,"$1,595.00-1BR Remodeled Available now.",1595.0,1.0,4073147096,-122.43413799999999,Peninsula,/pen/apa/4073147096.html,37.656165,700.0,Sep,17,2013,60816019023013,6081,San Mateo,2.2785714285714285,2
2934,foster city,BEAUTIFUL FOSTER CITY HOME -ALDEN PARK,4550.0,3.0,4043198621,-122.25963200000001,Peninsula,/pen/apa/4043198621.html,37.541899,2400.0,Sep,17,2013,60816080131000,6081,San Mateo,1.8958333333333333,1
2935,foster city,Beautiful Corner Unit Townhouse,2850.0,2.0,4056414531,-122.27445800000001,Peninsula,/pen/apa/4056414531.html,37.55895,1230.0,Sep,17,2013,60816080044031,6081,San Mateo,2.317073170731707,2
2936,foster city,$2395 for Quiet corner TownHome in Beautiful Foster City!,2395.0,2.0,4073120793,-122.26154299999999,Peninsula,/pen/apa/4073120793.html,37.555698,1020.0,Sep,17,2013,60816080041006,6081,San Mateo,2.3480392156862746,2
2938,burlingame,Spacious One Bedroom with Washer & Dryer In-Unit! Near Downtown!,2035.0,1.0,4073131072,-122.359378,Peninsula,/pen/apa/4073131072.html,37.58647,624.0,Sep,17,2013,60816054005021,6081,San Mateo,3.261217948717949,4
2939,atherton,"****Beautiful Updated 4br/3ba w/Pool, Hot Tub, Gardens, HUGE Lot!****",8950.0,4.0,4073030696,-122.20229199999999,Peninsula,/pen/apa/4073030696.html,37.466456,3000.0,Sep,17,2013,60816115002012,6081,San Mateo,2.9833333333333334,3
2941,redwood city,Ideal Corporate Housing. Furnished resort-type house with pool/hottub.,8000.0,4.0,4057001942,-122.264478,Peninsula,/pen/apa/4057001942.html,37.462938,3000.0,Sep,16,2013,60816097002013,6081,San Mateo,2.6666666666666665,3
2943,san mateo,CLASSIC TRADITIONAL in BAYWOOD KNOLLS!,5000.0,3.0,4057636286,-122.334523,Peninsula,/pen/apa/4057636286.html,37.549528,1870.0,Sep,16,2013,60816065004007,6081,San Mateo,2.6737967914438503,3
2944,brisbane,"Open this SF BAY area house on 9/21, afternoon 1;30 to 4:00",4195.0,4.0,4072286514,-122.407839,Peninsula,/pen/apa/4072286514.html,37.679975,2560.0,Sep,16,2013,60816001003017,6081,San Mateo,1.638671875,1
2946,palo alto,2 Bedroom 1 bath 4-plex,3200.0,2.0,4072275443,-122.16266100000001,Peninsula,/pen/apa/4072275443.html,37.450295000000004,928.0,Sep,16,2013,60855113023020,6085,Santa Clara,3.4482758620689653,4
2947,daly city,Come see what we mean by Lofty living at La Terrazza ,3290.0,2.0,4072227940,-122.46338300000001,Peninsula,/pen/apa/4072227940.html,37.682733,1321.0,Sep,16,2013,60816016011004,6081,San Mateo,2.4905374716124147,2
2948,foster city,1 BR - Ground Floor - Sunny!! Last 1 BR Left -- $400 off Move in!!,2395.0,1.0,4075517868,-122.26567800000001,Peninsula,/pen/apa/4075517868.html,37.569134999999996,712.0,Sep,18,2013,60816082001000,6081,San Mateo,3.3637640449438204,4
2949,foster city,"2 Bedroom, 1.5 Bath Quiet Corner Townhome in Foster City!",2395.0,2.0,4075515149,-122.26154299999999,Peninsula,/pen/apa/4075515149.html,37.555698,1020.0,Sep,18,2013,60816080041006,6081,San Mateo,2.3480392156862746,2
2950,daly city,STUNNING STUDIO APARTMENT NEAR SHOPPING AND DINING!,1490.0,,4075395990,-122.477347,Peninsula,/pen/apa/4075395990.html,37.665397,482.0,Sep,18,2013,60816015021009,6081,San Mateo,3.091286307053942,3
2951,mountain view,2 bed/2 bath unit near Downtown Mountain View,3100.0,2.0,4051176512,-122.07698799999999,Peninsula,/pen/apa/4051176512.html,37.382979999999996,1200.0,Sep,18,2013,60855097003007,6085,Santa Clara,2.5833333333333335,2
2952,foster city,Top Floor -- Sunny -- Stainless Steel 1st Month FREE!!  Lease Today!!,2624.0,1.0,4075507615,-122.266222,Peninsula,/pen/apa/4075507615.html,37.568365,876.0,Sep,18,2013,60816082001004,6081,San Mateo,2.9954337899543377,3
2953,san bruno,Great place! AWESOME price!!!,2096.0,2.0,4061067808,-122.462848,Peninsula,/pen/apa/4061067808.html,37.636965000000004,850.0,Sep,18,2013,60816140001006,6081,San Mateo,2.4658823529411764,2
2954,palo alto,Palo Alto renovated 2bed/1bath in 4plex,2580.0,2.0,4074521898,-122.132774,Peninsula,/pen/apa/4074521898.html,37.42373900000001,750.0,Sep,17,2013,60855109002013,6085,Santa Clara,3.44,4
2955,san mateo,Perfect Apartment Home In Great Community!,2635.0,2.0,4074209081,-122.31043600000001,Peninsula,/pen/apa/4074209081.html,37.573846,850.0,Sep,17,2013,60816061001002,6081,San Mateo,3.1,3
2957,menlo park,SPACIOUS AND BRIGHT 2X2 WITH PRIVATE BALCONY! WALK TO UNIVERSITY AVE!,2995.0,2.0,4062779937,-122.169428,Peninsula,/pen/apa/4062779937.html,37.447879,1100.0,Sep,17,2013,60816125003005,6081,San Mateo,2.7227272727272727,3
2958,palo alto,Two Blocks to University Ave! Parking and Private Exterior Storage!,2895.0,2.0,4059369803,-122.16354199999999,Peninsula,/pen/apa/4059369803.html,37.448171,1050.0,Sep,17,2013,60855113023026,6085,Santa Clara,2.757142857142857,3
