date,title,neighborhood,sqft,price,bedrooms,longitude,latitude
11/14/2014 11:18,Newer Designer Large Home-lowered price :),santa rosa,2800,3600,3,-122.693175,38.429451
11/14/2014 11:18,Charming 3 bedroom home in Napa!,napa county,,2000,3,-122.308171,38.285985
11/14/2014 11:37,"After a Hectic Day, Come Home to Tranquility at Pescadero.",redwood shores,743,2495,1,-122.233621,37.537754
11/14/2014 11:36,Large 1 Bedroom/1 Bath Aparment Available! Dogs Love Us!,san mateo,782,2082,1,-122.29944,37.533688
11/14/2014 11:58,Abundant Savings! 2 Bedroom Townhome starting at $2685!!!!,san jose downtown,1051,2685,2,-121.9153,37.3249
11/14/2014 11:58,COTTAGE AVAILABLE IN FORMER MOUNTAIN RESORT,los gatos,,1250,1,,
11/14/2014 11:56,Chic Urban One Bedroom!,san jose downtown,800,1950,1,-121.902428,37.349599
11/14/2014 11:58,Nob Hill Furnished STUDIO,nob hill,350,2400,,-122.413015,37.794339
11/14/2014 11:56,3 bedroom/ 2 bath,twin peaks / diamond hts,1265,5010,3,-122.440088,37.745296
11/14/2014 11:46,Now leasing for immeidate and December Move Ins,alameda,720,1850,2,-122.281216,37.777581
11/14/2014 11:46,"2 Bd-2.5 Bath ""Redwood Glen"" Townhouse, Castro Valley",hayward / castro valley,866,1775,2,-122.074276,37.698803
11/14/2014 11:15,Townhouse with a View,rohnert pk / cotati,1150,1595,2,-122.6941,38.347
11/14/2014 11:15,RV or Trailer Parking,lake county,,500,,,
11/14/2014 11:35,3/2 Professionally Landscaped See Photos,half moon bay,1936,1485,3,,
11/14/2014 11:33,Pet Friendly Property! Large 3x2 w/ Ample Storage!,belmont,1150,2850,3,-122.2927,37.5174
11/14/2014 11:32, 2 BDRM COMPLETE REMODEL,SAN BRUNO,,2200,2,,
11/14/2014 11:56,Spacious One Bedroom Available Now !,san jose south,700,1725,1,-121.93103,37.247843
11/14/2014 11:55,101 San Fernando***Great View***Balcony***San Fernando Views,san jose downtown,1077,3823,2,-121.887166,37.335441
11/14/2014 11:55,Available in our Newest of Six Villages!,san jose south,746,1905,1,-121.838561,37.275733
11/14/2014 11:54,The Keys to Your New Home Are Waiting. Apply Online Today!,ingleside / SFSU / CCSF,1100,3900,2,,
11/14/2014 11:54,$200 Deposit! Fully Furnished & Spacious! Classic SF 2 BR/ 2 BA,nob hill,,4674,2,-122.409715,37.790996
11/14/2014 11:45,Relocate to Alameda Island!,oakland downtown,925,1850,2,,
11/14/2014 11:45,2BR close to everything.. (LEASE TAKE OVER APT. 124),berkeley,779,3400,2,-122.27018,37.868309
11/14/2014 11:10,"Calistoga one bedroom,garage Rare oportunity",napa county,600,975,1,-122.584913,38.581553
11/14/2014 11:06,Huge & Spacious Corner Town Home Available Now - Newly Renovated,tiburon / belvedere,1275,4650,2,-122.499192,37.895069
11/14/2014 11:31,Gorgeous 2 Bedroom with Den!! Take a tour today!!,menlo park,1340,3949,2,-122.1864,37.4396
11/14/2014 11:30,"Near cafes, shops, Cal Train, Garage parking, gym, resort pool",san mateo,1150,3695,2,-122.32568,37.566935
11/14/2014 11:54,101 San Fernando*** 2x2 Townhome**Facing 3rd Street,san jose downtown,1412,3527,2,-121.887166,37.335441
11/14/2014 11:54,"Move In Special! Up to $1000 Off! Beautiful, Gorgeous One Bedroom Apt",cupertino,546,2517,,-122.016563,37.33275
11/14/2014 11:53,Carmelita Paradise. Start living the good life!,alamo square / nopa,1900,6600,3,-122.43431,37.770172
11/14/2014 11:53,A brand new flat in San Francisco. ,laurel hts / presidio,650,3200,2,-122.459256,37.786623
11/14/2014 11:45,Beautiful Tracy Home!,dublin / pleasanton / livermore,2698,2395,3,-121.4955,37.6567
11/14/2014 11:45,Beautiful Hercules Home!,"hercules, pinole, san pablo, el sob",1680,2295,3,-122.2637,38.0066
11/14/2014 11:45,"Large home, lots of living space!",vallejo / benicia,2125,1950,4,-122.237064,38.076077
11/14/2014 11:06,$1900Country House in East Sebastopol,sebastopol,,1900,3,-122.801206,38.351013
11/14/2014 11:05,"Close to 101, Lease Today, Washer Dryer",san rafael,650,2231,1,-122.532205,38.021326
11/14/2014 11:29,"Move-in Now! Perfect Apt for You! Bright, Spacious & Pool View!",belmont,950,2457,2,-122.278004,37.524567
11/14/2014 11:29,New 3 Bed with Attached Garage on the Marina!,redwood city,1416,4700,3,-122.22384,37.499293
11/14/2014 11:53," Upstairs apt w/UPGRADED kitchen, NEW carpet & paint! Onsite laundry!",san jose downtown,450,1375,1,-121.922367,37.344641
11/14/2014 11:53,1 bedroom apt near Valley Med,san jose west,,1375,1,-121.9356,37.3163
11/14/2014 11:52,Elegant First Floor 2BR/1BA Cow Hollow by The Triangle Open Sun 2:15pm,marina / cow hollow,,3795,1,-122.43546,37.798086
11/14/2014 11:50,Spacious View Townhouse in Very Quiet Location - OPEN SAT 1-3,castro / upper market,1900,5850,3,-122.436121,37.753568
11/14/2014 11:49,Charming single family home in Merced Heights,ingleside / SFSU / CCSF,,3150,2,-122.468951,37.719659
11/14/2014 11:44,2Br/2Bath Single Story w/attached garage WC $2400,walnut creek,1200,2400,2,-122.044244,37.925938
11/14/2014 11:44,"""All New"" 1Bdrm, 1Bath, Duplex in W. Oakland",oakland west,,1550,1,,
11/14/2014 11:44,Near Lake Meritt ,oakland lake merritt / grand,,1695,1,-122.25228,37.811227
11/14/2014 11:03,Quiet Enchantment in Rincon Valley,santa rosa,,1850,3,-122.654209,38.464187
11/14/2014 11:03,*.*Large Beautiful Townhouse w/Fireplace Rohnert Park*.*,rohnert pk / cotati,1200,1595,2,-122.682524,38.348926
11/14/2014 11:27,Serene Living in Menlo Park....Beautiful & Spacious 2 BR ready now! ,menlo park,1154,3664,2,-122.1864,37.4396
11/14/2014 11:26,888 San Mateo-Walk to Burlingame Ave! New with A/C & Washer/Dryer!,san mateo,1059,3595,2,,
11/14/2014 11:24,"Corner 3x2 w/ New Carpet, 2-Car Carport & Large Storage Area! ",belmont,1150,2850,3,,
11/14/2014 11:53,"Small 1BDR nr Alameda/Hedding, Upgraded Kitchen! Nice Rose Garden Area",san jose downtown,450,1375,1,-121.922367,37.344641
11/14/2014 11:53,101 San Fernando *****Great Price for a 1x1 | M/I 10/10/2014,san jose downtown,676,2482,1,-121.887166,37.335441
11/14/2014 11:52,Single Family Home for Rent ,santa clara,1260,2700,2,-121.960107,37.325154
11/14/2014 11:49,Open House To View Your Next Split Level Apartment Home! ,russian hill,,5199,2,-122.41664,37.799506
11/14/2014 11:49,Lock in the rent control!,ingleside / SFSU / CCSF,942,3105,2,-122.482173,37.716418
11/14/2014 11:43,"""ALL REMODELED"" 3Bdrm, 2Bath, Duplex in W. Oakland",oakland west,,2295,3,,
11/14/2014 11:43,"""FULLY REMODELED"" 2Bdrm, 1Bath, Rear Duplex in W. Oakland",oakland west,,2095,2,,
11/14/2014 11:43, Available now! Bedroom in a newly remodeled house in El Sobrante,Brand New room- Month to Month,,,,,
11/14/2014 11:03,Walking distance to Sonoma State University,rohnert pk / cotati,1200,1600,2,-122.706775,38.34456
11/14/2014 11:03,Light filled condo in Beautiful Greenbrae,greenbrae,,2600,2,-122.535539,37.947954
11/14/2014 11:23,Beautiful Luxury Townhouse,san carlos,1700,3700,2,-122.264121,37.5061
11/14/2014 11:22,"Open House Saturday, Top Floor One Bedroom ",burlingame,,1800,1,,
11/14/2014 11:52,"NOW AVAILABLE!!! Newly Renovated, Cozy 2 Bdrm, 1 Ba, First Floor",san jose west,725,2200,2,-121.924897,37.320202
11/14/2014 11:52,Rosegarden neighborhood :: UPGRADED apt :: *On-site laundry*,san jose downtown,450,1376,1,-121.922367,37.344641
11/14/2014 11:48,Spacious View Townhouse in Very Quiet Location - OPEN SAT 1-3,castro / upper market,1900,5850,3,-122.436121,37.753568
11/14/2014 11:48,Open House Delightful & Cozy 2 Bedroom W/Hardwood Floor Near Sea Cliff,richmond / seacliff,,3050,2,-122.487345,37.784113
11/14/2014 11:48,Open House Beautiful 3 Bed/ 2.5 Bath W/View On Top Of Ashbury Heights,cole valley / ashbury hts,,6395,3,-122.444472,37.763404
11/14/2014 11:42,"524 E. 17th Street, Apartment, Oakland $1,625/month",oakland lake merritt / grand,,1625,2,-122.25156,37.797931
11/14/2014 11:42,Commuters Dream... Mins From I 580 & ACE Train..30 Mins From BART!!!!,"Tracy, Livermore",1064,1885,2,-121.452549,37.698457
11/14/2014 11:02,Walking distance to Sonoma State University,rohnert pk / cotati,1150,1600,2,-122.706847,38.344558
11/14/2014 10:57,"2bd/1ba, SPECIAL PRICING-TODAY!!!",rohnert pk / cotati,932,1695,2,-122.722263,38.349633
11/14/2014 10:55,For All Lifestyles Newly Remodeled Apts,santa rosa,1068,1725,2,-122.760493,38.512083
11/14/2014 11:21,"Be A Part Of Town Home Living Today! Spacious Floor Plan, Must see!",foster city,1350,2785,3,-122.261543,37.555698
11/14/2014 11:21,Large kitchen with washer dryer. ,mountain view,705,2489,1,-122.088,37.3855
11/14/2014 11:20,Just 1 mile south of the El Camino Real and Woodside Road intersection,redwood city,638,2566,1,-122.214745,37.469431
11/14/2014 11:50,"Walking distance to Shopping, Parks, Schools, Starbucks, Golf, etc....",sunnyvale,615,1900,1,-122.01313,37.357827
11/14/2014 11:49,Convenient Single Story Ready Now! Cats ok! No Pet Rent:),sunnyvale,615,1900,1,,
11/14/2014 11:47,Large Jr 1x1 in Soma at Mosso Apartments Ready for move in NOW!,SOMA / south beach,561,3095,,,
11/14/2014 11:45,This is a nicely sized one bedroom Apartment,castro / upper market,,2695,1,-122.433637,37.757751
11/14/2014 11:41,Beautiful Tracy Home!,dublin / pleasanton / livermore,2698,2395,3,-121.4955,37.6567
11/14/2014 11:40,"1401 Jackson St, 2 bed/1 ba, Gorgeous and Modern Condo near Downtown",oakland hills / mills,,2795,2,-122.216823,37.801941
11/14/2014 10:53,NE SANTA ROSA - 2014 QUEBEC TERRACE,santa rosa,1550,2000,3,-122.709614,38.460553
11/14/2014 10:53,"3 Bed/2.5 Bath Townhouse for Rent - 2,500",novato,1358,2500,3,,
11/14/2014 10:52,"2bd/2ba-W/D,Fireplace, Dual Master Suite SPECIAL PRICING TODAY!",rohnert pk / cotati,1240,1995,2,-122.722435,38.350138
11/14/2014 11:19,Updated 4BR/2B Home for rent in Mid Town Palo Alto - $6000/month,palo alto,2100,6000,4,-122.117974,37.438839
11/14/2014 11:18,Impressive Corner Unit Condo with Luxury Amenities,san bruno,850,2700,2,-122.431984,37.630418
11/14/2014 11:48,Stainless Steel Appliances Are Available in This 2x2 Residence!,san jose north,928,2210,2,-121.86937,37.366583
11/14/2014 11:48,"Great LOCATION near Kaiser Hospital::quality, affordable living",santa clara,750,1796,1,,
11/14/2014 11:48,"Great LOCATION near Kaiser Hospital::quality, affordable living",santa clara,750,1796,1,,
11/14/2014 11:45,Comfortable Quiet Studio for Rent,excelsior / outer mission,250,1500,,-122.4411,37.7195
11/14/2014 11:43,AMAZING BAY & GOLDEN GATE VIEW! Furnished & Very Spacious 2 BR/2.5 BA ,russian hill,,5630,2,-122.419797,37.802927
11/14/2014 11:42,★★★Top Floor Unit in an Exciting & Accessible Neighborhood,Guerrero/Market,620,3200,1,-122.424853,37.770748
11/14/2014 11:40,"1401 Jackson St., 1 bed/1bath, Gorgeous and Modern Condo near Downtown",oakland lake merritt / grand,,1995,1,-122.26568,37.802427
11/14/2014 11:39,"96 Linda,2/2,Super Clean, Hardwood, Solid, Walk to Pied. Ave",oakland piedmont / montclair,,2595,2,-122.248819,37.825577
11/14/2014 11:39,Studio,walnut creek,600,1100,,-122.036673,37.936723
11/14/2014 10:50,"Contemporary Loft Living Over Looking Albert Field, and Mt. Tam!",san rafael,846,2491,2,-122.524381,37.967681
11/14/2014 10:49,5485 Bodega Ave,petaluma,1500,1950,3,,
11/14/2014 10:47,VERY NICE 2BR/1BA LOWER END UNIT,san rafael,,1950,2,-122.523222,37.975192
11/14/2014 11:16,"See This Unit Today!! Large Corner End Unit, Only Pay Electric Bill",foster city,820,2251,1,-122.27,37.5538
11/14/2014 11:15,Relax in your large one bedroom home!,foster city,876,2793,1,-122.266222,37.568365
11/14/2014 11:48,"SPACIOUS, UPGRADED STUDIO with LOTS of STORAGE SPACE",santa clara,600,1625,,-121.978369,37.337841
11/14/2014 11:47,"LOCATION, LOCATION, LOCATION! Desirable & Spacious",san jose west,570,1695,1,-121.950183,37.246647
11/14/2014 11:41,Brand New Spacious Studio! Reserve Your New Home Today! ,mission district,,2999,,,
11/14/2014 11:41,Huge Floor Plan and Great Furnishings,north beach / telegraph hill,,3159,1,-122.40524,37.800934
11/14/2014 11:36,Cottage style home in a resort-like community !,dublin / pleasanton / livermore,,2150,2,-121.75463,37.676705
11/14/2014 11:36,"2537 Regent, Walk to UCB, Telegraph Ave., Spacious, Clean",berkeley,,2595,2,-122.257748,37.864673
11/14/2014 10:47,Lakeport Studio Apartment,lake county,,980,1,-122.912357,39.068697
11/14/2014 10:47,Take a Spin On The Prize Wheel to Win a Great Prize!,"333 ENTERPRISE DR., R. Park",,1525,1,,
11/14/2014 10:46,8467 Linden Ave! Beautiful 2 Bd/ 2 Ba House Available 11/1,rohnert pk / cotati,,1900,3,-122.7048,38.3259
11/14/2014 11:12,2-Bedroom/2-Bath Condo Available NOW! Open House This Weekend!,san bruno,850,2700,2,-122.431984,37.630418
11/14/2014 11:12,Walk to Caltrain,san mateo,722,2445,1,,
11/14/2014 11:11,Cuesta- Buri Buri SHOWN FRIDAY 11/14 @ 5:00PM Large yard,south san francisco,,2850,3,-122.444184,37.652534
11/14/2014 11:47,"well maintained, small, quiet, friendly apartment community",,570,1696,1,-121.950183,37.246647
11/14/2014 11:47,Serene and friendly Cambrian Park neighborhood::spacious apt,los gatos,570,1695,1,-121.950183,37.246647
11/14/2014 11:47,NEW! Kitchen & bath NEW! Flooring & light fixtures::Cats Welcome!!,santa clara,876,2396,2,-121.987906,37.34003
11/14/2014 11:40,Majestic Victorian Liberty Hill,mission district,750,3000,1,-122.422414,37.757687
11/14/2014 11:40,Back of Property-Bay Window-Backyard-Dishwasher-Open Sun 1:30-2 PM,marina / cow hollow,,2500,1,,
11/14/2014 11:36,"7629 Wells Ave #C, Newark, Avail. 12/27/14",fremont / union city / newark,700,1350,2,-122.039437,37.525639
11/14/2014 11:36,"366 Staten, Quality Building, Walk to Grand Ave and Lake",oakland lake merritt / grand,,1775,1,-122.254543,37.811484
11/14/2014 10:45,Make Us Your New Residence! - What Are You Waiting For?,santa rosa,1068,1725,2,-122.760493,38.512083
11/14/2014 10:45,"Large, sunny 4 bedroom house in Peacock Greens",san rafael,3100,5000,4,-122.478161,37.984393
11/14/2014 10:43,LAST DAY FOR FIRST MONTH FREE!! Come check out our renovated units!,santa rosa,641,1495,1,-122.676649,38.438102
11/14/2014 11:10,"Apply Today! Affordable 1 Bedroom Top Floor Unit, Only Pay PG&E!",foster city,650,2088,1,-122.261543,37.555698
11/14/2014 11:09,Lovely studio Suite in San Carlos ,san carlos,,3330,,-122.240968,37.498857
11/14/2014 11:09,"Visit Atrium Court Today! Beautiful, Large 1BD/1BA!!!!",mountain view,,2098,1,-122.098255,37.395276
11/14/2014 11:46,"2 Bed 1 Bath, W/D in unit, Central AC!",sunnyvale,935,2740,2,-122.017052,37.371814
11/14/2014 11:46,"Unique & spacious :: Downtown Apt, Nr Transportation/Everything!",san jose downtown,750,1950,1,-121.889277,37.336259
11/14/2014 11:39,CORNER VIEW CONDO! 2 BED 2 BATH DAWN CUSULOS * by AMSI,SOMA / south beach,,4000,2,-122.390742,37.787878
11/14/2014 11:39,VIEW 2 BED 2 BATH CONDO! 1 CAR PARKING! PATIO! DAWN CUSULOS *by AMSI,SOMA / south beach,1147,4500,2,-122.388779,37.786899
11/14/2014 11:36,"1705 164th Avenue, San Leandro, Avail. 1/10/15",san leandro,850,1350,2,-122.109089,37.698627
11/14/2014 11:36,"708 Chavel Court, Fremont, Avail.NOW Ext.43",fremont / union city / newark,3800,4680,5,-121.914082,37.5053
11/14/2014 11:36,"465 Nassau Lane, Hayward, Avail. 12/13",hayward / castro valley,1130,2100,3,-122.039573,37.622233
11/14/2014 10:43,Top Floor 2 bedroom avaialbe now in beautiful Terra Linda,san rafael,,2050,2,-122.546504,38.006561
11/14/2014 10:42,Limited Inventory - Be The First To Move Into Our Brand New Apartments,tiburon / belvedere,595,3000,1,-122.499192,37.895069
11/14/2014 11:09,Great coastal location. Within minutes commute to San Francisco!,pacifica,,2110,1,-122.491057,37.652568
11/14/2014 11:07,"AVAILABLE NOW, 1BD/1BA, Minutes From Downtown Mtn. View!!!!",mountain view,,2098,1,-122.098255,37.395276
11/14/2014 11:46,Downtown SJ! :: Elegant-Large-Modernized :: Near Everything!,san jose downtown,750,1951,1,-121.889277,37.336259
11/14/2014 11:46,Modern Dwntwn Apt :: Elegant &Affordable :: near transportation!,san jose downtown,750,1950,1,-121.889277,37.336259
11/14/2014 11:46,Urban Lux Vibe apt :: Stunning spacious living :: Garage Parking!,san jose downtown,750,2250,1,-121.888042,37.336653
11/14/2014 11:39,Great price on a 3 bedroom!,ingleside / SFSU / CCSF,1241,3889,3,-122.475822,37.720339
11/14/2014 11:39,CHARMING 1 BED 1 BATH CORNER APT! DAWN CUSULOS *,inner richmond,,3145,1,-122.456813,37.783929
11/14/2014 11:38,Corner studio/bay windows/walk in closet/available now,downtown / civic / van ness,600,2519,,-122.4186,37.7917
11/14/2014 11:36,"40884 Blacow Road, Fremont, Avail. NOW",fremont / union city / newark,1556,2800,4,-121.972897,37.523597
11/14/2014 11:34,Spacious 2-Story 4Bed 2Bath With Private Patio,berkeley,,3800,4,-122.277186,37.85039
11/14/2014 10:42,Two Weeks Free Rent! Move In By Next Friday! ,napa county,690,1275,1,-122.302122,38.314791
11/14/2014 10:32,All your needs in the heart of Petaluma!,petaluma,1028,1811,2,-122.592434,38.239307
11/14/2014 11:07,OPEN HOUSE SATURDAY 11/15 1-3PM NEWLY REMODELED 2 BEDROOM DUPLEX ,burlingame,1100,3295,2,-122.381182,37.592235
11/14/2014 11:06,"Walk to park, school and water's edge!",foster city,712,2456,1,-122.264943,37.569367
11/14/2014 11:04,Cozy One Bedroom with Gorgeous Water View Available!,redwood shores,680,2695,1,-122.2486,37.5331
11/14/2014 11:45,Quiet & private::Modern style apt::LUX features:: Parking included!,san jose downtown,939,2395,1,-121.888042,37.336653
11/14/2014 11:45,RENOVATED 1116 SQ FT COMING SOON!!!!,san jose downtown,1116,2855,2,,
11/14/2014 11:38,Weekend Open House: Furnished 1 Bedroom w/ Utilities Included!!!,north beach / telegraph hill,,3699,1,-122.414569,37.802069
11/14/2014 11:38,FURNISHED MARINA CHARMER!,marina / cow hollow,,3000,,-122.4342,37.7999
11/14/2014 11:34,"Lafayette - 2BR/2BA - large, sunny, walk to BART",lafayette / orinda / moraga,1200,1900,2,-122.119675,37.888324
11/14/2014 11:33,WOW...Affordable Luxury Living...One & Two Bedrooms Available Now!! ,Tracy,738,1430,1,-121.452645,37.698499
11/14/2014 11:33,"Newly Remodeled Hayward Townhouse w/ Deck, Parking Open Sun 4:15pm",hayward / castro valley,,1450,2,-122.067,37.6374
11/14/2014 10:27,3BED 2BATH HOUSE IN CLEARLAKE,lake county,1450,1200,3,-122.614653,38.936775
11/14/2014 10:26,"Lakeport, 2 Bed, 1.5 Ba, Huge Apt, (1000SF) Walk to town and lake",lake county,1000,850,2,-122.915806,39.033779
11/14/2014 11:04,Spacious remodeled home,los altos,2963,7500,5,-122.0857,37.34459
11/14/2014 11:03,"Fitness, Pools, Spa, Sauna, Private bike lockers, Spacious floor plans",mountain view,940,2895,2,-122.064686,37.37263
11/14/2014 11:02,MOVE IN SPECIAL for a Beautiful 2Bd 1Bth,san mateo,1040,2800,2,-122.287542,37.563188
11/14/2014 11:45,Newly remodeled! Comfortable living::storage & parking,santa clara,876,2395,2,-121.987906,37.34003
11/14/2014 11:45,Bright and spacious*Townhome*Washer/dryer**Lux Urban Vibe!,san jose downtown,1220,2996,2,-121.888042,37.336653
11/14/2014 11:37,Classic Old-San Francisco Style First Floor Studio Open Sun 1:50pm,haight ashbury,,2195,,-122.443678,37.770002
11/14/2014 11:36,HUGE Bright Unit in Fantastic Marina Location ,marina / cow hollow,,3400,1,-122.443936,37.804647
11/14/2014 11:36,FURNISHED Penthouse Studio near the Marina Green!,marina / cow hollow,,3400,,-122.443827,37.804811
11/14/2014 11:33,Completely Remodeled Martinez Home For Rent,concord / pleasant hill / martinez,1700,2495,4,-122.12327,38.00412
11/14/2014 11:33,updated Antioch house at very convenient location,pittsburg / antioch,1816,1850,4,-121.833293,37.992442
11/14/2014 10:25,2BR/2BA Special This Week - Newer Upscale Lifestyle Downtown's Best !,santa rosa,,2085,2,-122.717779,38.444095
11/14/2014 10:25,1BR/1BA Upscale Newer High -Rise.. Views ..Large Patio,santa rosa,,1835,1,,
11/14/2014 10:21,PHENOMENAL 5BDRM NAPA ESTATE AMIDST 13 ACRES OF VINEYARD PROPERTY ,napa county,4200,6000,5,-122.283228,38.345925
11/14/2014 10:59,Large 2 bed 2 bath condo with large balcony,redwood city,1360,2725,2,,
11/14/2014 10:59,Exlarge 1 Bedroom/ /CLOSE TO DOWNTOWN,redwood city,800,2050,1,-122.22144,37.486792
11/14/2014 10:57,Mtn. View Condo for Lease,mountain view,860,2500,2,-122.091602,37.395519
11/14/2014 11:45,SPECIALS!! NO APP FEE PLUS $500 OFF MOVE IN near Downtown Morgan Hill,morgan hill,701,1776,1,,
11/14/2014 11:44,2x2.5 ready for immediate move-in with amazing Specials Available! Cal,sunnyvale,1076,2650,2,-122.00397,37.368441
11/14/2014 11:44,BE IMPRESSED - EXPANSIVE PATIO INCL W/THIS 2 BEDROOM APARTMENT,cupertino,,2658,2,-122.038193,37.332631
11/14/2014 11:35,One of a Kind One Bedroom in Noe Valley! ,noe valley,,2849,1,-122.4383,37.745
11/14/2014 11:35,2BR CONDO IN THE HAIGHT - OPEN HOUSE SUN 11/16 11AM-12PM ,haight ashbury,900,4500,2,-122.451317,37.770477
11/14/2014 11:33,637 Powell St. #202 | Open Sun 11/16 12:30-1:30p,downtown / civic / van ness,1590,4500,2,-122.408886,37.79065
11/14/2014 11:33,Modern Downstairs 2br/1b Move-in Ready!!,fremont / union city / newark,,1450,2,-122.024701,37.594677
11/14/2014 11:32,"Come take a look, See if this is what you want!",emeryville,1087,2750,2,-122.279592,37.831328
11/14/2014 11:32,"High ceilings! 1 bed/1bath, third floor, garage,patio,washer/dryer",dublin / pleasanton / livermore,723,1992,1,-121.910468,37.710562
11/14/2014 10:21,REMODELED 4BDRM + BONUS RM 3BA AMERICAN CANYON HOME WITH LARGE YARD ,napa county,2000,2200,4,-122.25859,38.159414
11/14/2014 10:21,3 BEDROOM ATTACHED COUNTRY HOME ON OVER � ACRE,napa county,,2000,3,-122.230625,38.297684
11/14/2014 10:20,LIGHT & BRIGHT 3BEDROOM REMODELED NORTH NAPA HOME,napa county,2000,2600,3,-122.315514,38.326415
11/14/2014 10:56,Downtown New FLOORING/ NEW APPLIANCES/ POOL / LARGE PRIVATE BALCONY ,san mateo,740,2225,1,-122.3225,37.5735
11/14/2014 10:54,Mountain View Townhouse 3 BR / 2.5 BA,mountain view,1700,4200,3,-122.071924,37.394539
11/14/2014 11:43,A Must See! Fantastic Location! Beautiful Two Bedroom Apt Home!,morgan hill,901,2235,2,-121.65224,37.123767
11/14/2014 11:42,Nice 1 Bed/ 1 Bath Apartment for Rent!,san jose west,,1470,1,-121.971268,37.306065
11/14/2014 11:41,"Bike Lockers, Seven Pools, & More at This One-Bedroom Apt!",cupertino,790,2445,1,,
11/14/2014 11:33,"3 Bedrooms, 2 Baths Sunny & Nice Flat - a Must See!!!",richmond / seacliff,,3200,3,,
11/14/2014 11:32,Sunny Top Floor Loft With 1 1/2 Baths. Natoma @ 11th. ,SOMA / south beach,700,3280,1,-122.416104,37.773532
11/14/2014 11:31,Sunny Bright /Near Glen Park Bart/ $2635,glen park,900,2635,1,,
11/14/2014 11:32,Pleasanton Townhouse,dublin / pleasanton / livermore,1100,2150,2,-121.854043,37.658191
11/14/2014 11:32,"Beautiful 2x2, Extra Closet, Hardwood Floor, Washer&Dryer, READY NOW!!",walnut creek,1200,2290,2,-122.051848,37.88423
11/14/2014 11:31,Upgraded 1 bedroom in Fremont! Get $500 move in bonus!,fremont / union city / newark,650,1795,1,-121.9999,37.5605
11/14/2014 10:19,4 Bedroom / 2 Bath in Vacaville ,fairfield / vacaville,1540,1850,4,-121.954744,38.34859
11/14/2014 10:16,Redwood Park Apartment Homes,santa rosa,896,1535,2,-122.751299,38.467211
11/14/2014 10:54,1 bedroom (could be 2) - Extremely large apt across the creek from Palo Alto but,menlo park,1600,3250,1,-122.157675,37.454438
11/14/2014 10:54,"Exceptional, newer, stunning executive housing - amazing",palo alto,5025,15000,8,,
11/14/2014 10:54,Extremely large 1 bedroom (or could be 2 bedroom) apt across the creek from Palo,menlo park,1600,3250,1,-122.157675,37.454438
11/14/2014 11:39,Platinum Location! Excellent School! Pergo Floor,san jose west,615,1698,1,-121.984169,37.298442
11/14/2014 11:39,Enjoy the Fall Weather in your newly Bright & Airy Apartment!,san jose south,669,1725,1,-121.839766,37.27526
11/14/2014 11:36,Best Rate for a 2 Bedroom Ground Floor for Immediate Move-In,san jose north,1119,2445,2,-121.889132,37.386524
11/14/2014 11:31,LIVE at TIBURON -Everyday is a STAYCATION !,Tiburon ,1160,3425,2,-122.46074,37.881348
11/14/2014 11:31,3BR/2BA Freshly Renovated Garden Unit! Charm Galore! Laundry! PROGRE,potrero hill,,4750,3,-122.402969,37.758793
11/14/2014 11:30,TWO BEDROOM TWO BATH PLUS YARD,Tiburon ,1160,3550,2,-122.46074,37.881348
11/14/2014 11:30,Spacious & Beautiful Two-Story 5 Bed/ 3 Bath Home in Richmond ,richmond / point / annex,2636,2500,5,-122.321756,37.943284
11/14/2014 11:30,"Sophistication & Comfort, Great Amenities, Neighborhood You Want!",hayward / castro valley,1000,1995,2,-122.080874,37.697548
11/14/2014 10:15,Come Home to the Redwoods,santa rosa,896,1535,2,-122.751299,38.467211
11/14/2014 10:13,Super Spacious 2br/2ba in Sunny Terra Linda,san rafael,985,2050,2,-122.547812,38.006764
11/14/2014 10:53, Nice two-story Doelger home in Westlake for lease,daly city,,2695,3,-122.47402,37.676161
11/14/2014 10:52,"Fresh air, Nature, View, , Balcony, Bright & Spacious, 2bd/1bth",mountain view,796,2595,2,-122.071611,37.401492
11/14/2014 11:36,"SPACIOUS HOME! NEW APPLIANCES, Central A/C! Park-like View!",sunnyvale,1100,2939,2,,
11/14/2014 11:35,"Love Where You Live! Luxurious 2br2ba with Stainless Steel, W/D & AC!",santa clara,950,2763,2,,
11/14/2014 11:35,San Jose remodeled house all appliances included w/d security system ,san jose east,1100,2600,3,,
11/14/2014 11:30,"Russian Hill 1BR/1 Bath with Laundry, Deck, Fireplace Open Sun 1pm",russian hill,,3050,1,-122.417994,37.797543
11/14/2014 11:30,Great bay views,russian hill,978,3800,1,-122.417799,37.801267
11/14/2014 11:30,Go Ahead and Spoil Yourself,russian hill,,3699,1,-122.419797,37.802927
11/14/2014 11:30,Waterfront Open Floorplan in Discovery Bay!,brentwood / oakley,2237,2600,4,-121.606851,37.905267
11/14/2014 11:30,CLOSE TO BEACH ! BART ! FERRY ! SHOPPING,alameda,725,1750,1,,
11/14/2014 10:12,Oversized one bedroom one bathroom with wrap around patio. ,napa county,,1775,1,,
11/14/2014 10:12,Traditional Novato Home with Mediterranean Accents,novato,2008,3150,4,-122.576228,38.08301
11/14/2014 10:51,Beautiful 4 Bed & 2.5 Bath Home Ready Now!,foster city,2070,3950,4,-122.263998,37.538308
