X,Y,OBJECTID,OSHPD_ID,LICENSE_NO,LICENSEID,ADDRESSID,FACILITYID,ENTITYID,PERM_ID,FACILITY,ALIAS,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP_CODE,ZIPPLUS4,CONTACT,PHONE,FAC_TYPE,FAC_STATUS,STATUS_ID,STATUS_DAT,ADDR_DATE,TYPE,TYPE_ID,CATEGORY,CATEGRY_ID,CNTRL_CTGY,CNTRL_TYPE,LIC_BEDS,LIC_ED_LVL,EMS_TRAUMA,TEACH_HOSP,RURAL_HOSP,GCD_MTYPE,GCD_SCORE,LONGITUDE,LATITUDE,COUNTY,CNTY_FIPS,MSSA_ID,MSSA_DFN,TRACT_FIPS,TRACT,BLOCK_FIPS,SD,AD,CD,OES,FDD,HSA,SPA,RUCA,MA,UA,CAH,DSH,FQHC,FQHC_LOOK
-117.26484213686832,34.06226005523925,8427,406364397,550001144,56684,122151,6811,5332,49849,CAVALRY HOME HEALTH CARE INC,Cavalry HHC,24769 Redlands Blvd,,Loma Linda,CA,92354,,,,4,Open,2,2009/09/23,2009/12/29,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.26485410,34.06226500,San Bernardino,071,151i,Urban,06071007301,73.01,060710073011000,31,63,41,3,SOU,12,0,0,1,1,0,0,0,0
-119.06120161810495,34.220585838246208,8428,406564203,550001151,55930,135652,6814,5266,49852,"CAMARILLO SKILLED HOME HEALTH, LLC",Camarillo Home Health,450 Rosewood Ave,Ste 213,Camarillo,CA,93010,,,,4,Open,2,2009/09/28,2010/09/02,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-119.06121390,34.22059070,Ventura,111,239,Urban,06111005502,55.02,061110055022012,19,37,24,3,MID,10,0,0,1,1,0,0,0,0
-118.67874697829717,34.270830911083692,8429,406564202,550001193,55925,122236,6813,5335,49851,"INNERJOY HOME HEALTH SERVICES, INC",Innerjoy HHS,1965 Yosemite Ave,,Simi Valley,CA,93063,,,,4,Open,2,2009/12/14,2009/12/29,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.67875920,34.27083580,Ventura,111,240a,Urban,06111008303,83.03,061110083031001,19,38,24,3,MID,10,0,0,1,1,0,0,0,0
-120.72144863079752,35.553147200020462,8430,306404074,050000565,55922,132284,6913,4594,39389,COMMUNITY HEALTH CENTERS TEMPLETON,Community Hlth Ctrs,325 Posada Ln,,Templeton,CA,93465,,,,3,Open,2,2010/05/15,2010/06/29,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-120.72146130,35.55315210,San Luis Obispo,079,170,Rural,06079012704,127.04,060790127043018,15,33,22,3,MID,08,0,0,1,1,0,0,0,0
-118.31968187646432,33.790213145151895,8431,406197199,550000865,51202,110821,6509,5038,49647,"BAYSIDE HOSPICE, INC",Bayside Hospice,25636 Narbonne Ave,# C,Lomita,CA,90717,,,,4,Open,2,2008/10/17,2009/06/29,Home Health Agency/Hospice,2,Hospice,10,,,0.00000000,,,0,0,,85,-118.31969400,33.79021800,Los Angeles,037,78.2aaaa,Urban,06037670003,6700.03,060376700032009,28,53,36,3,SLA,11,8,0,1,1,0,0,0,0
-120.83946311185078,37.510472923423073,8432,406504069,550000869,50749,106624,6508,880,49646,HOSPICE OF EMANUEL,Hospice of Emanuel,825 Delbon Ave,,Turlock,CA,95382,,,,4,Open,2,2009/01/30,2009/03/20,Home Health Agency/Hospice,2,Hospice,10,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-120.83947600,37.51047800,Stanislaus,099,212.1,Urban,06099003907,39.07,060990039061000,12,26,19,2,CEN,06,0,0,1,1,0,0,0,0
-117.17986212254206,33.136888160352505,8433,306374419,550000876,56059,106841,6512,1905,39261,NORTH COUNTY HEALTH SERVICES - GRAND AVENUE FAMILY MEDICINE,Grand Ave Family Medicine,727 W San Marcos Blvd,,San Marcos,CA,92078,,,,3,Open,2,2009/02/09,2009/03/20,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-117.17987400,33.13689300,San Diego,073,156e,Urban,06073020009,200.09,060730200091017,38,74,50,3,SOU,14,0,0,1,1,0,0,0,0
-117.08145917451463,32.642376214048006,8434,306374421,550000877,52846,106843,6514,963,39263,CHULA VISTA FAMILY HEALTH CENTER,Chula Vista Family Health,251 Landis Ave,,Chula Vista,CA,91910,,,,3,Open,2,2009/02/04,2009/03/20,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-117.08147100,32.64238100,San Diego,073,161k,Urban,06073012302,123.02,060730123021004,40,79,51,3,SOU,14,0,0,1,1,0,0,0,0
-117.24278709415456,33.378901133816555,8435,306374420,550000879,45470,106842,6513,631,39262,FALLBROOK INTERNAL & PULMONARY MEDICINE,Fallbrook Medical,407 Potter St,,Fallbrook,CA,92028,,,,3,Closed,1,2010/11/05,2009/03/20,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-117.24279900,33.37890600,San Diego,073,160,Rural,06073018904,189.04,060730189044010,36,66,49,3,SOU,14,0,0,1,1,0,0,0,0
-122.27526185259846,37.816915998854313,8436,306014246,550000891,53025,106902,6515,5043,39264,SAVE A LIFE WELLNESS CENTER,Save a Life Wellness Ctr,2580 San Pablo Ave,,Oakland,CA,94612,,,,3,Open,2,2009/03/02,2009/03/23,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-122.27527500,37.81692100,Alameda,001,2c,Urban,06001401400,4014,060014014003010,09,16,09,1,CEN,05,0,0,1,1,0,0,0,0
-121.9018623262906,37.681518583915732,8437,406014247,550000895,52112,140268,6518,5045,49651,LIFEGUARD HOME HEALTH,Lifeguard,5976 W Las Positas Blvd,Ste 106,Pleasanton,CA,94588,,,,4,Open,2,2010/07/20,2010/12/23,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.90187540,37.68152360,Alameda,001,2k,Urban,06001450722,4507.22,060014507221046,10,18,11,1,CEN,05,0,0,1,1,0,0,0,0
-121.41744249653696,38.570273472027964,8438,406344159,550001591,54311,155134,6516,5596,49650,"AVALON HOME HEALTH, INC.",Avalon Home Hlth,777 Campus Commons Rd,Suite 200,Sacramento,CA,95825,,,,4,Open,2,2011/05/18,2011/08/05,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-121.41745560,38.57027860,Sacramento,067,139d,Urban,06067005403,54.03,060670054031004,06,05,05,2,NOR,02,0,0,1,1,0,0,0,0
-121.82262197504978,37.353631006843294,8439,306434203,070000436,55320,107013,6522,5950,39268,"SAN JOSE FOOTHILL FAMILY COMMUNITY CLINIC, INC.",San Jose Foothill Family Cmty Clinic,2880 Story Rd,,San Jose,CA,95127,,,,3,Open,2,2009/03/11,2009/03/27,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.82263500,37.35363600,Santa Clara,085,183e,Urban,06085503510,5035.10,060855035101001,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-122.27173544728009,37.870466094228682,8440,306014249,140000166,54806,135254,6523,2829,39269,THE WRIGHT INSTITUTE,Wright Institute,1950 Addison St,Ste 109,Berkeley,CA,94704,,,,3,Open,2,2009/02/13,2010/08/31,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,100,-122.27174860,37.87047110,Alameda,001,2a,Urban,06001422900,4229,060014229001004,09,14,09,1,CEN,05,0,0,1,1,0,0,0,0
-121.9100479231457,37.698514982633547,8441,306014248,140000544,53002,106998,6521,3611,39267,AXIS COMMUNITY HEALTH,Axis Cmty Hlth,6666 Owens Dr,,Pleasanton,CA,94588,,,,3,Open,2,2009/01/21,2009/03/27,Clinic,1,Psychology Clinic,16,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.91006100,37.69852000,Alameda,001,2k,Urban,06001450603,4506.03,060014506034012,10,18,11,1,CEN,05,0,0,1,1,0,0,0,0
-119.72193159150402,34.432727154103446,8442,306424077,550000889,50555,106986,6520,5047,39266,CENTER FOR COGNITIVE FITNESS & INNOVATIVE THERAPIES,Center for Cognitive Fitness,2409 De La Vina St,,Santa Barbara,CA,93105,,,,3,Open,2,2009/02/04,2009/03/27,Clinic,1,Rehabilitation Clinic,17,,,0.00000000,,,0,0,,0,-119.72194400,34.43273200,Santa Barbara,083,181b,Urban,06083000300,3,060830003003004,19,35,23,3,MID,10,0,0,1,1,0,0,0,0
-121.89835322490455,37.692755983254493,8443,306014250,CPN4250,40274,110806,6524,5048,39270,"HACIENDA SURGERY CENTER, LLC",Hacienda Surgery,4626 Willow Rd,Ste 100,Pleasanton,CA,94588,,,,3,Closed,1,2009/10/28,2009/06/29,Clinic,1,Surgical Clinic,20,,,0.00000000,,,0,0,,81,-121.89836630,37.69276100,Alameda,001,2k,Urban,06001450722,4507.22,060014507221017,10,18,11,1,CEN,05,0,0,1,1,0,0,0,0
-118.76547756264931,34.270884815553707,8444,406564191,550000910,57392,111426,6526,5053,49654,"HEARTEN HOME HEALTH, INC",Hearten Home Health,1720 E Los Angeles Ave,Ste 230 & 232,Simi Valley,CA,93065,,,,4,Open,2,2009/05/27,2009/07/13,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.76548980,34.27088970,Ventura,111,240c,Urban,06111007800,78,061110078001005,19,38,24,3,MID,10,0,0,1,1,0,0,0,0
-122.46830924125891,37.66415272630455,8445,406414108,550000921,56995,170896,6525,5052,49653,ANX HOME HEALTHCARE,Anx Home Healthcare,455 Hickey Blvd,Ste 415,Daly City,CA,94015,,,,4,Open,2,2012/01/03,2012/04/13,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-122.46832240,37.66415770,San Mateo,081,176d,Urban,06081601603,6016.03,060816016041008,08,19,12,1,COA,04,0,0,1,1,0,0,0,0
-117.90434995063073,33.749323026622989,8446,406304435,550000908,51230,148605,6537,5062,49662,"GENERATIONS HOME HEALTH, INC",Generations,539 N Fairview St,Suite 8,Santa Ana,CA,92703,,,,4,Open,2,2009/03/03,2011/05/31,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.90436200,33.74932790,Orange,059,116b,Urban,06059075201,752.01,060590752012004,34,69,47,3,SLA,13,0,0,1,1,0,0,0,0
-122.26729275451335,37.810661199006923,8447,406014251,550000945,42213,136701,6536,5061,49661,"UNLIMITED HOMEHEALTH, INC.",Unlimited Homehealth,2135 Broadway,,Oakland,CA,94612,,,,4,Open,2,2009/04/02,2010/09/08,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-122.26730590,37.81066620,Alameda,001,2c,Urban,06001402800,4028,060014029001002,09,16,09,1,CEN,05,0,0,1,1,0,0,0,0
-118.29893185901447,34.061755112619331,8448,406197213,550000932,56944,107967,6546,5069,49670,"WILSHIRE HOME HEALTH, INC.",Wilshire HH,3450 Wilshire Blvd,,Los Angeles,CA,90005,,,,4,Open,2,2009/03/20,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.29894400,34.06176000,Los Angeles,037,78.2b,Urban,06037212304,2123.04,060372123041001,26,48,33,3,NLA,11,4,0,1,1,0,0,0,0
-118.45008682374697,34.182642108196291,8449,406197215,550000934,57808,107981,6548,5071,49672,"GALAXY HOME HEALTH, INC",Galaxy HH,14553 Delano St,,Van Nuys,CA,91411,,,,4,Open,2,2009/03/17,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.45009900,34.18264700,Los Angeles,037,78.2cc,Urban,06037128303,1283.03,060371283032000,20,40,28,3,NLA,11,2,0,1,1,0,0,0,0
-118.36009923852903,34.184648803440176,8450,406197230,550000935,57188,135714,6563,5087,49687,"SUPREME CARE HOME HEALTH, INC.",Supreme Care,10510 Victory Blvd,Ste 205,North Hollywood,CA,91606,,,,4,Open,2,2009/03/19,2010/09/02,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.36011140,34.18465370,Los Angeles,037,78.2bb,Urban,06037123104,1231.04,060371231041000,20,43,27,3,NLA,11,2,0,1,1,0,0,0,0
-118.26872085661726,34.146765101576172,8451,406197211,550000938,53053,107953,6544,5067,49668,"BROADWAY HOME HEALTH SERVICES, INC.",Broadway HHS,644 W Broadway,,Glendale,CA,91204,,,,4,Open,2,2009/03/13,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.26873300,34.14677000,Los Angeles,037,78.2ee,Urban,06037301702,3017.02,060373017023002,21,43,29,3,NLA,11,2,0,1,1,0,0,0,0
-118.11200338199282,34.168892689919424,8452,406197210,550000939,57199,124694,6543,5066,49667,VALENCIA HOME CARE,Valencia Home Care,1864 E Washington Blvd,,Pasadena,CA,91104,,,,4,Open,2,2009/11/09,2010/01/27,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.11201550,34.16889760,Los Angeles,037,78.2gggg,Rural,06037462500,4625,060374625003006,21,44,29,3,NLA,11,3,0,1,1,0,0,0,0
-118.30065884272079,34.257125090658008,8453,406197218,550000946,56514,108000,6551,5074,49675,ISIS HOME HEALTH CARE,Isis HHC,7728 Foothill Blvd,,Tujunga,CA,91042,,,,4,Open,2,2009/04/02,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.30067100,34.25713000,Los Angeles,037,78.2rr,Urban,06037101110,1011.10,060371034001000,29,38,27,3,NLA,11,2,0,1,1,0,0,0,0
-117.79917423947434,34.122892378055433,8454,406197219,550000948,57714,133405,6552,5857,49676,TRANSITIONS HOME HEALTH,Academy HHC,448 E Foothill Blvd,Ste 103,San Dimas,CA,91773,,,,4,Open,2,2010/03/31,2010/07/30,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.79918630,34.12289730,Los Angeles,037,78.2tt,Urban,06037400303,4003.03,060374003032000,29,59,26,3,SLA,11,3,0,1,1,0,0,0,0
-118.44998882319413,34.186654107392478,8455,406197220,550000949,57211,108016,6553,5076,49677,"HEALING CARE HOME HEALTH, INC",Healing Care,14545 Victory Blvd,,Van Nuys,CA,91411,,,,4,Open,2,2009/04/02,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.45000100,34.18665900,Los Angeles,037,78.2cc,Urban,06037128303,1283.03,060371278021010,20,40,28,3,NLA,11,2,0,1,1,0,0,0,0
-118.13494588018708,34.144527093971597,8456,406197226,550000954,57182,108059,6559,5082,49683,"WEST COAST HOME HEALTH CARE, INC.",W Coast HHC,750 E Green St,,Pasadena,CA,91101,,,,4,Open,2,2009/03/25,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.13495800,34.14453200,Los Angeles,037,78.2mm,Urban,06037463600,4636,060374636001004,21,44,29,3,NLA,11,3,0,1,1,0,0,0,0
-118.3968186431636,34.0568552188561,8457,406197228,550000956,56922,135654,6561,5085,49685,"COMPREHENSIVE CERTIFIED HOME HEALTH SERVICES OF CA, LLC",Comprehensive Certified HHS,1125 S Beverly Dr,Ste 425 A,Los Angeles,CA,90035,,,,4,Open,2,2009/03/05,2010/09/02,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.39683080,34.05686010,Los Angeles,037,78.2x,Urban,06037269100,2691,060372691003000,26,47,30,3,NLA,11,5,0,1,1,0,0,0,0
-118.32662655136509,34.101245710446193,8458,406197225,550000957,56921,112195,6558,5081,49682,"METROPOLITAN HEALTHCARE, INC.",Metropolitan,1680 Vine St,Ste 604,Los Angeles,CA,90028,,,,4,Open,2,2009/05/15,2009/07/29,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,90,-118.32663870,34.10125060,Los Angeles,037,78.2a,Urban,06037191000,1910,060371910004002,26,45,31,3,NLA,11,4,0,1,1,0,0,0,0
-118.25863488293174,33.843102134817066,8459,406197222,550000959,56251,108030,6555,5078,49679,"VANTAGE HOME HEALTH CARE SERVICES, INC",Vantage HHC,20620 Leapwood Ave,,Carson,CA,90746,,,,4,Open,2,2009/03/16,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.25864700,33.84310700,Los Angeles,037,78.2v,Urban,06037543303,5433.03,060375433039005,28,55,37,3,SLA,11,8,0,1,1,0,0,0,0
-118.06263061115396,33.917226416215591,8460,406197216,550000964,56904,154775,6549,5072,49673,"PROLIFIC HEALTH CARE, INC.",Prolific Health Care,12631 Imperial Hwy,Suite C-105,Santa Fe Springs,CA,90670,,,,4,Open,2,2011/03/18,2011/08/01,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,90,-118.06264270,33.91723130,Los Angeles,037,78.2vv,Urban,06037502800,5028,060375028008003,30,56,38,3,SLA,11,7,0,1,1,0,0,0,0
-118.3607078398327,34.172172104063726,8461,406197229,550000980,51068,108082,6562,5086,49686,"M & M HOME HEALTH CARE, INC.",M&M HHC,10545 Burbank Blvd,,North Hollywood,CA,91601,,,,4,Open,2,2009/04/08,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.36072000,34.17217700,Los Angeles,037,78.2bb,Urban,06037125310,1253.10,060371243001009,20,43,27,3,NLA,11,2,0,1,1,0,0,0,0
-122.00480425302089,38.358470324796485,8462,306484056,550000787,56041,167397,6568,5090,39277,ALPHA PREGNANCY RESOURCE CENTER,Alpha Pregnancy Ctr,138 S Orchard Ave,,Vacaville,CA,95688,,,,3,Open,2,2008/08/26,2012/02/22,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,A,85,-122.00481742,38.35847539,Solano,095,202a,Urban,06095253201,2532.01,060952532033012,05,08,07,1,NOR,03,0,0,1,1,0,0,0,0
-118.26872085661726,34.146765101576172,8463,406197204,550000887,57603,107372,6530,5056,49657,"GOODWILL HOME HEALTH SERVICES, INC.",Goodwill HHS,644 W Broadway,,Glendale,CA,91204,,,,4,Open,2,2009/01/29,2009/04/10,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.26873300,34.14677000,Los Angeles,037,78.2ee,Urban,06037301702,3017.02,060373017023002,21,43,29,3,NLA,11,2,0,1,1,0,0,0,0
-116.60252022786484,33.078456137022933,8464,306374422,550000892,55870,107417,6535,327,39273,JULIAN MEDICAL CLINIC,Julian Medical,2721 Washington St,,Julian,CA,92036,,,,3,Open,2,2009/02/25,2009/04/10,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-116.60253200,33.07846100,San Diego,073,152,Frontier,06073020904,209.04,060730209043011,36,66,49,3,SOU,14,0,1,1,0,0,0,0,0
-118.29629185897201,34.061710113441372,8465,406197207,550000898,56209,107393,6533,5059,49660,"L & A HOME HEALTH CARE, INC.",L&A HHC,3350 Wilshire Blvd,,Los Angeles,CA,90010,,,,4,Open,2,2009/02/13,2009/04/10,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.29630400,34.06171500,Los Angeles,037,78.2b,Urban,06037212304,2123.04,060372123041000,22,48,31,3,NLA,11,4,0,1,1,0,0,0,0
-118.23426616328395,34.151625698686246,8466,406197205,550000899,56934,154834,6531,5057,49658,"PROGRESSIVE HOME HEALTH CARE, INC",Progressive HHC,1451 E Chevy Chase Dr,Suite 108,Glendale,CA,91206,,,,4,Open,2,2009/02/03,2011/08/03,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.23427830,34.15163060,Los Angeles,037,78.2ee,Urban,06037301000,3010,060373010002006,21,43,29,3,NLA,11,2,0,1,1,0,0,0,0
-118.23429786331614,34.151620098637999,8467,406197206,550000900,56191,107386,6532,5058,49659,"MAJESTIC HOME HEALTH CARE, INC",Majestic HHC,1451 E Chevy Chase Dr,,Glendale,CA,91206,,,,4,Open,2,2009/02/03,2009/04/10,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.23431000,34.15162500,Los Angeles,037,78.2ee,Urban,06037301000,3010,060373010002006,21,43,29,3,NLA,11,2,0,1,1,0,0,0,0
-118.25057986133871,34.14471890095389,8468,406197202,980001497,55646,133467,6528,5042,49655,"AMERICAN HOME HEALTH, INC",American HH,415 E Harvard St,Ste 100,Glendale,CA,91205,,,,4,Open,2,2010/04/22,2010/07/30,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.25059200,34.14472380,Los Angeles,037,78.2ff,Urban,06037302201,3022.01,060373022013002,21,43,29,3,NLA,11,2,0,1,1,0,0,0,0
-121.87758496863583,37.325918012980345,8469,306434204,550000890,56417,107346,6527,1059,39271,HEALTHCARE FOR THE HOMELESS MOBILE MEDICAL UNIT,Homeless Mobile Med Unit,195 E Virginia St,,San Jose,CA,95112,,,,3,Open,2,2010/02/11,2009/04/10,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.87759800,37.32592300,Santa Clara,085,183d,Urban,06085501600,5016,060855016004014,13,23,16,1,COA,07,0,0,1,1,0,0,0,0
-118.79855075689673,34.278658116900637,8470,406564190,550000896,40262,106978,6519,5046,49652,"SPC HOME HEALTH AGENCY, INC.",SPC Home Health,45 W Easy St,,Simi Valley,CA,93065,,,,4,Closed,1,2009/09/03,2009/03/27,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.79856300,34.27866300,Ventura,111,240c,Urban,06111007700,77,061110077001005,19,37,24,3,MID,10,0,0,1,0,0,0,0,0
-121.88811896074967,37.389697007755764,8471,306434202,550000901,56317,106366,6500,1909,39259,NORTH EAST MEDICAL SERVICES,North East Medical,1715 Lundy Ave,,San Jose,CA,95131,,,,3,Open,2,2009/03/10,2009/03/17,Clinic,1,Community Clinic,5,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-121.88813200,37.38970200,Santa Clara,085,183o,Urban,06085504310,5043.10,060855043102033,10,22,15,1,COA,07,0,0,1,1,0,0,0,0
-117.48834899245789,34.142195058227543,8472,406364387,550000909,56671,108173,6569,5091,49690,GRACE HOME HEALTH NURSING SERVICES,Grace Nursing Services,6101 Cherry Ave,,Fontana,CA,92336,,,,4,Open,2,2009/01/23,2009/05/13,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-117.48836100,34.14220000,San Bernardino,071,151e,Urban,06071002303,23.03,060710023031003,32,63,43,3,SOU,12,0,0,1,0,0,0,0,0
-118.33162584357514,34.180913101078922,8473,406197214,550000933,51070,107974,6547,5070,49671,"PROFESSIONAL NURSING, INC.",Professional Nursing,1828 W Burbank Blvd,,Burbank,CA,91506,,,,4,Open,2,2009/03/17,2009/05/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,0,-118.33163800,34.18091800,Los Angeles,037,78.2ttt,Urban,06037310900,3109,060373109002006,21,43,27,3,NLA,11,2,0,1,1,0,0,0,0
-118.05403309521449,34.128459191736226,8474,406197250,550001021,51398,111028,6598,5115,49709,HAPPY HOME HEALTH SERVICES,Happy Health,1010 S Baldwin Ave,,Arcadia,CA,91007,,,,4,Open,2,2009/04/06,2009/07/02,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-118.05404520,34.12846410,Los Angeles,037,78.2xxx,Urban,06037430724,4307.24,060374307242000,29,44,26,3,NLA,11,3,0,1,1,0,0,0,0
-122.4227585325589,37.793106412081052,8475,406384206,550001034,52287,111079,6609,4586,49716,HOSPICE BY THE BAY,Hospice by the Bay,1902 Van Ness Ave,,San Francisco,CA,94109,,,,4,Open,2,2009/05/05,2009/07/06,Home Health Agency/Hospice,2,Hospice,10,,,0.00000000,,,0,0,,100,-122.42277170,37.79311140,San Francisco,075,162b,Urban,06075011000,110,060750110003004,03,13,08,1,COA,04,0,0,1,1,0,0,0,0
-117.81130615605431,33.890048904964395,8476,406304437,550001074,57519,111177,6624,5133,49729,"ST ROSE OF LIMA HEALTHCARE PROVIDER, INC.",St Rose of Lima,4901 Lakeview Ave,,Yorba Linda,CA,92886,,,,4,Open,2,2009/04/21,2009/07/06,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.81131820,33.89005380,Orange,059,116m,Urban,06059021802,218.02,060590218021015,29,72,42,3,SLA,13,0,0,1,1,0,0,0,0
-121.16461612323833,38.680305442719835,8477,406344162,550001094,46925,111192,6625,5134,49730,"LICENSED IN-HOME HEALTHCARE, LLC",Licensed In-Home,75 Natoma St,,Folsom,CA,95630,,,,4,Closed,1,2010/12/31,2009/07/07,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,96,-121.16462920,38.68031060,Sacramento,067,139e,Urban,06067008404,84.04,060670084043000,01,05,03,2,NOR,02,0,0,1,1,0,0,0,0
-122.25149165400796,37.841462995235922,8478,306014257,550000612,41097,111271,6626,5135,39293,HOLOS INSTITUTE,Holos,5463 College Ave,,Oakland,CA,94618,,,,3,Open,2,2008/04/24,2009/07/08,Clinic,1,Psychology Clinic,16,,,0.00000000,,,0,0,,100,-122.25150480,37.84146800,Alameda,001,2b,Urban,06001400300,4003,060014003001009,09,14,09,1,CEN,05,0,0,1,1,0,0,0,0
-117.33027678801848,34.524601506357186,8479,406364390,550000847,55354,131544,6628,3994,49732,MAXIM HEALTHCARE SERVICES INC,Maxim Healthcare,15095 Amargosa Rd,Ste 102,Victorville,CA,92394,,,,4,Open,2,2009/05/25,2010/06/02,Home Health Agency/Hospice,2,Home Health Agency,9,,,0.00000000,,,0,0,,100,-117.33028880,34.52460650,San Bernardino,071,145.1a,Urban,06071009901,99.01,060710099013001,17,36,25,3,SOU,12,0,0,1,1,0,0,0,0
-122.69223472696704,38.347257986418093,8480,306494108,550001029,54088,111315,6630,5138,39295,JEWISH COMMUNITY FREE CLINIC,Jewish Free Clinic,490 City Center Dr,,Rohnert Park,CA,94928,,,,3,Open,2,2009/03/23,2009/07/08,Clinic,1,Free Clinic,7,Nonprofit,Nonprofit - Corporation,0.00000000,,,0,0,,0,-122.69224800,38.34726300,Sonoma,097,209.1,Urban,06097151306,1513.06,060971513063005,03,06,06,1,NOR,03,0,0,1,1,0,0,0,0
-117.26907794791641,33.916920671931599,8481,306334613,550001083,56384,111340,6631,5141,39296,CANYON SPRINGS DIALYSIS,Canyon Springs Dialysis,22555 Alessandro Blvd,,Moreno Valley,CA,92553,,,,3,Open,2,2009/04/08,2009/07/09,Clinic,1,Chronic Dialysis Clinic,4,,,0.00000000,,,0,0,,100,-117.26908990,33.91692560,Riverside,065,135b,Urban,06065042504,425.04,060650425041003,37,64,45,3,SOU,12,0,0,1,1,0,0,0,0
-117.35685299098654,34.4266722781882,8482,306364391,550001093,57146,111294,6629,2856,39294,HESPERIA DIAYSIS CENTER,Hesperia Dialysis,14135 Main St,Unit 501,Hesperia,CA,92345,,,,3,Open,2,2009/06/01,2009/07/08,Clinic,1,Chronic Dialysis Clinic,4,,,0.00000000,,,0,0,,0,-117.35686500,34.42667726,San Bernardino,071,145.1a,Urban,06071010018,100.18,060710100181007,17,59,41,3,SOU,12,0,0,1,1,0,0,0,0
