,neighborhood,title,price,bedrooms,pid,longitude,subregion,link,latitude,sqft,month,day,year,blockfips,countyfips,county,tractfips
1077,mission district,"Spacious Studio with Hardwood Flrs, Lrg Walkin Closet",2300.0,,4065877354,-122.422743,SF,/sfc/apa/4065877354.html,37.763707000000004,,Sep,18,2013,060750202003007,06075,San Francisco,06075020200
1078,downtown / civic / van ness,Nice Jr 1 Bedroom: bright/spacious/hardwoods/parking/great location!!!,2075.0,1.0,4075412729,-122.41268000000001,SF,/sfc/apa/4075412729.html,37.786792,500.0,Sep,18,2013,060750123022003,06075,San Francisco,06075012302
1079,downtown / civic / van ness,Nice STUDIO- bright/spacious/upgrades/hardwood/gr8 location/CHK IT OUT,1695.0,,4075421799,-122.41463600000002,SF,/sfc/apa/4075421799.html,37.785678000000004,400.0,Sep,18,2013,060750123021001,06075,San Francisco,06075012302
1080,downtown / civic / van ness,With New Carpet & Parking Included,3000.0,2.0,4056193248,,SF,/sfc/apa/4056193248.html,,,Sep,18,2013,,,,
1081,,Beautiful Apartment Now!,1999.0,1.0,4062719802,,SF,/sfc/apa/4062719802.html,,657.0,Sep,18,2013,,,,
1082,richmond / seacliff,"3 BEDROOMS, 2 BATHS NICE & SUNNY FLAT!!!",3300.0,3.0,4075421078,,SF,/sfc/apa/4075421078.html,,,Sep,18,2013,,,,
1083,ingleside / SFSU / CCSF,"2 bed, 2 bath - Condo @ Oceanview Ter w Parking",2775.0,2.0,4075301666,,SF,/sfc/apa/4075301666.html,,1012.0,Sep,18,2013,,,,
1084,marina / cow hollow,"Bright, Spacious 1BR/1BA Unit | OPEN HOUSE CANCELED",3400.0,1.0,4060881990,,SF,/sfc/apa/4060881990.html,,,Sep,18,2013,,,,
1085,lower nob hill,"Large Studio in Ideal Polk Gulch | OPEN HOUSE WED 9/18, 6-7pm",1899.0,,4045899552,,SF,/sfc/apa/4045899552.html,,,Sep,18,2013,,,,
1086,noe valley,Lovely Noe Valley Apartment,2850.0,2.0,4073614301,-122.436299,SF,/sfc/apa/4073614301.html,37.751153,1000.0,Sep,17,2013,060750212002007,06075,San Francisco,06075021200
1087,ingleside / SFSU / CCSF,1 bedroom for rent,1999.0,1.0,4073439553,,SF,/sfc/apa/4073439553.html,,,Sep,17,2013,,,,
1088,SOMA / south beach,"Gorgeous 1 BR Close to Museums, Night Life & AT&T Ballpark",2930.0,1.0,4073603683,-122.3971,SF,/sfc/apa/4073603683.html,37.7621,,Sep,17,2013,060750227022005,06075,San Francisco,06075022702
1089,marina / cow hollow,"Large spacious and bright 1-bed 1-bath with private deck, pk available",4500.0,1.0,4069307093,,SF,/sfc/apa/4069307093.html,,1310.0,Sep,17,2013,,,,
1090,sunset / parkside,Great Location with Lots of Amenities including PARKING!!!!,1939.0,1.0,4031621819,-122.493398,SF,/sfc/apa/4031621819.html,37.714652,604.0,Sep,17,2013,060750604001011,06075,San Francisco,06075060400
1091,north beach / telegraph hill,"Luxurious and Lg 2-level penthouse, 3bd plus office, 3.5ba, pano views",15000.0,3.0,4018891074,-122.404389,SF,/sfc/apa/4018891074.html,37.800731,2500.0,Sep,17,2013,060750104004001,06075,San Francisco,06075010400
1092,russian hill,"Completely furnished extra large flat with amazing views, 3-bed 2-bath",9500.0,3.0,4031465561,-122.42110500000001,SF,/sfc/apa/4031465561.html,37.805563,2000.0,Sep,17,2013,060750102001011,06075,San Francisco,06075010200
1093,richmond / seacliff,ADORABLE 2 bedroom with Hardwood floors,2700.0,2.0,4073580006,-122.476672,SF,/sfc/apa/4073580006.html,37.780459,,Sep,17,2013,060750476001010,06075,San Francisco,06075047600
1094,richmond / seacliff,GORGEOUS Remodeled 2-Level Unit on Greenbelt,5400.0,4.0,4044506139,-122.473118,SF,/sfc/apa/4044506139.html,37.781128,2300.0,Sep,17,2013,060750426021001,06075,San Francisco,06075042602
1095,pacific heights,Gorgeous Remodeled Grand Victorian Home ,10850.0,4.0,4064997964,-122.438414,SF,/sfc/apa/4064997964.html,37.787346,2824.0,Sep,17,2013,060750153001005,06075,San Francisco,06075015300
1096,downtown / civic / van ness,Opera Plaza Condo in Quiet Location - Nice Outlook,2600.0,1.0,4044511068,-122.421148,SF,/sfc/apa/4044511068.html,37.781620000000004,714.0,Sep,17,2013,060750160001011,06075,San Francisco,06075016000
1097,castro / upper market,Be the first to experience LUXURY LIVING at Venn On Market!,3200.0,1.0,4073350481,-122.42406100000001,SF,/sfc/apa/4073350481.html,37.771429,681.0,Sep,17,2013,060750202001006,06075,San Francisco,06075020200
1098,lower nob hill,"studios, 1 & 2 bdrm available now at Etta - nob hill's newest hi-rise!",2950.0,,4073371970,,SF,/sfc/apa/4073371970.html,,553.0,Sep,17,2013,,,,
1099,lower pac hts,"Awesome Studio at Post III section with W/D, NOW",2721.0,,4073360717,-122.435696,SF,/sfc/apa/4073360717.html,37.784960999999996,567.0,Sep,17,2013,060750155002002,06075,San Francisco,06075015500
1100,USF / panhandle,Large Furnished Flat with Parking,3500.0,1.0,4073365582,-122.44213300000001,SF,/sfc/apa/4073365582.html,37.781502,900.0,Sep,17,2013,060750157001007,06075,San Francisco,06075015700
1101,downtown / civic / van ness,Great One Bedroom Near the Great American Music Hall! #207,1845.0,1.0,4073344036,,SF,/sfc/apa/4073344036.html,,,Sep,17,2013,,,,
1102,pacific heights,"Panoramic G Gate Bridge View! 3BR Penthse! Lux Drmn Bldg, Pkg ",12000.0,3.0,4063142613,-122.429092,SF,/sfc/apa/4063142613.html,37.790459000000006,2234.0,Sep,17,2013,060750135002000,06075,San Francisco,06075013500
1103,potrero hill,"1 Bed, 2 Bath LIVE/WORK LOFT - Potrero Hill",3295.0,1.0,4073369207,,SF,/sfc/apa/4073369207.html,,947.0,Sep,17,2013,,,,
1104,russian hill,Fully Renovated Russian Hill Flat,5850.0,2.0,4057933421,-122.418531,SF,/sfc/apa/4057933421.html,37.804999,,Sep,17,2013,060750102001012,06075,San Francisco,06075010200
1105,nob hill,Great location in Downtown. One Month Minimum. Available October 1st.,3495.0,1.0,4043259862,-122.40722199999999,SF,/sfc/apa/4043259862.html,37.790693,,Sep,17,2013,060750119021000,06075,San Francisco,06075011902
1106,downtown / civic / van ness,Open House Tonight from 6-7 pm! #504,1845.0,,4073337703,,SF,/sfc/apa/4073337703.html,,,Sep,17,2013,,,,
1107,mission district,"Reduced  NOW $3600.  5 Room Flat,remodeled kitchen & bath & Garage",3600.0,2.0,4063500606,-122.420548,SF,/sfc/apa/4063500606.html,37.764632,,Sep,17,2013,060750201004003,06075,San Francisco,06075020100
1108,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1450.0,1.0,4075771069,-121.89641599999999,South Bay,/sby/apa/4075771069.html,37.343965999999995,525.0,Sep,18,2013,060855002004004,06085,Santa Clara,06085500200
1109,san jose north,✍Your answers are here..come vist Waterford Place☜,1899.0,1.0,4075750268,,South Bay,/sby/apa/4075750268.html,,731.0,Sep,18,2013,,,,
1110,santa clara,1BR*Lxry Apts*Clareta*AVAILABLE Oct 14th! :),2095.0,1.0,4052890663,-121.99316999999999,South Bay,/sby/apa/4052890663.html,37.351084,680.0,Sep,18,2013,060855054012004,06085,Santa Clara,06085505401
1111,san jose downtown,Charming and Spacious Downtown 3/4 Bungalow Available NOW!,2495.0,3.0,4058670174,,South Bay,/sby/apa/4058670174.html,,1500.0,Sep,18,2013,,,,
1112,sunnyvale,3/2 Single Family Home in Sunnyvale Available For Rent Now!,2700.0,3.0,4048809502,,South Bay,/sby/apa/4048809502.html,,1200.0,Sep,18,2013,,,,
1113,san jose downtown,"1 Bedroom Apartment for lease at 460 N 1st St, San Jose, CA.",1695.0,1.0,4075762006,-121.89641599999999,South Bay,/sby/apa/4075762006.html,37.343965999999995,1100.0,Sep,18,2013,060855002004004,06085,Santa Clara,06085500200
1114,campbell,Beautiful Campbell Home. Hardwood Floors. Immaculate Yards. Must See!,3500.0,3.0,4075710273,,South Bay,/sby/apa/4075710273.html,,1592.0,Sep,18,2013,,,,
1115,san jose north,2 Months Free!  ,3389.0,3.0,4075727161,,South Bay,/sby/apa/4075727161.html,,1400.0,Sep,18,2013,,,,
1116,san jose south,"Brand new upgrades! Ground floor, move in by 10/1",2003.0,1.0,4075760038,-121.85678899999999,South Bay,/sby/apa/4075760038.html,37.247659000000006,768.0,Sep,18,2013,060855120522002,06085,Santa Clara,06085512052
1117,campbell,Jump to Beautiful Downtown Campbell and Pruneyard,2520.0,2.0,4075757733,-121.935767,South Bay,/sby/apa/4075757733.html,37.281655,850.0,Sep,18,2013,060855026043001,06085,Santa Clara,06085502604
1118,San Jose Downtown,Fully Furnished Studio - Utilities Included ,2040.0,,4063114168,,South Bay,/sby/apa/4063114168.html,,,Sep,18,2013,,,,
1119,santa clara,Spacious Living For An Unheard of Rate!,2318.0,2.0,4075898496,-121.948435,South Bay,/sby/apa/4075898496.html,37.392971,1145.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901
1120,willow glen / cambrian,Spacious modern living - Sundrenched living room,2194.0,1.0,4075868503,-121.91096599999999,South Bay,/sby/apa/4075868503.html,37.316841,904.0,Sep,18,2013,060855019001030,06085,Santa Clara,06085501900
1121,mountain view,"$2500/2br, 2bath-Available 9/23/13",2500.0,2.0,4075897776,-122.083573,South Bay,/sby/apa/4075897776.html,37.409240000000004,1075.0,Sep,18,2013,060855092023005,06085,Santa Clara,06085509202
1122,gilroy,Beautiful home with gorgeous views for rent!,1.0,,4075804128,,South Bay,/sby/apa/4075804128.html,,2000.0,Sep,18,2013,,,,
1123,sunnyvale,Hurry! Our apartments are going fast!,1695.0,1.0,4075893349,,South Bay,/sby/apa/4075893349.html,,676.0,Sep,18,2013,,,,
1124,santa clara,"Downtown Santa Clara Find! Walk-In Closet, Washer & Dryer, Garden View",2739.0,2.0,4075886740,-121.94686200000001,South Bay,/sby/apa/4075886740.html,37.350081,950.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600
1125,sunnyvale,W/D Included! Central A/C and Heat! South Facing! Open Spacious & Sun!,1990.0,1.0,4075814942,-122.0238,South Bay,/sby/apa/4075814942.html,37.3764,868.0,Sep,18,2013,060855087042124,06085,Santa Clara,06085508704
1126,san jose south,"Tastefully Remodeled, hardwood flooring, granite countertops!",1795.0,1.0,4075801451,-121.878437,South Bay,/sby/apa/4075801451.html,37.258488,675.0,Sep,18,2013,060855029094001,06085,Santa Clara,06085502909
1127,san jose south,"Bottom floor corner unit, with Hardwood floors and W/D! Come see!!",1890.0,1.0,4075859287,-121.83116299999999,South Bay,/sby/apa/4075859287.html,37.266543,739.0,Sep,18,2013,060855120202007,06085,Santa Clara,06085512020
1128,santa clara,No.. No.. Don't like.. Hold on.. Wait a sec.. OH YEAH! Bella Vista!!!!,2015.0,1.0,4075882884,-121.95731799999999,South Bay,/sby/apa/4075882884.html,37.401787,735.0,Sep,18,2013,060855050013004,06085,Santa Clara,06085505001
1129,san jose west,Lovely Santana Place,1775.0,2.0,4075848242,-121.9356,South Bay,/sby/apa/4075848242.html,37.3163,1000.0,Sep,18,2013,060855021011001,06085,Santa Clara,06085502101
1130,san jose north,"**Large Home w/ A Garage And Washer & Dryer In Home, Price Won't Last!",1724.0,1.0,4076316508,-121.89303799999999,South Bay,/sby/apa/4076316508.html,37.385434000000004,732.0,Sep,18,2013,060855043223007,06085,Santa Clara,06085504322
1131,campbell,Coming Available in October Lease Today and Receive $300 Off Move in!,2300.0,2.0,4076299972,,South Bay,/sby/apa/4076299972.html,,,Sep,18,2013,,,,
1132,san jose north,We are here for the most important person of all,2474.0,2.0,4076277870,,South Bay,/sby/apa/4076277870.html,,1151.0,Sep,18,2013,,,,
1133,santa clara,4Bed 2.5Bath- Townhouse for rent 1476sqf - immediate availabilty,2895.0,4.0,4076314247,-121.987369,South Bay,/sby/apa/4076314247.html,37.344941,1476.0,Sep,18,2013,060855054032001,06085,Santa Clara,06085505403
1134,milpitas,Custom 3/2 Remodel in Central Location,2700.0,3.0,4061952275,,South Bay,/sby/apa/4061952275.html,,1650.0,Sep,18,2013,,,,
1135,san jose downtown,Spacious 1bd/1ba Upstairs Unit in Downtown San Jose! New Carpet!,1175.0,1.0,4076310879,,South Bay,/sby/apa/4076310879.html,,,Sep,18,2013,,,,
1136,santa clara,Cozy 1BR w/elegant finishes and large fenced privacy patio! W&D! A/C!,1946.0,1.0,4076306365,-121.94686200000001,South Bay,/sby/apa/4076306365.html,37.350081,700.0,Sep,18,2013,060855056002011,06085,Santa Clara,06085505600
1137,san jose south,5463 Manderston Dr - Gorgeous Executive Home Inside the SCVCC!,3800.0,3.0,4071726916,,South Bay,/sby/apa/4071726916.html,,2213.0,Sep,18,2013,,,,
1138,gilroy,Roomate wanted 2 rooms-$550/month +ba,2550.0,4.0,4076286829,-121.598254,South Bay,/sby/apa/4076286829.html,37.027747999999995,2200.0,Sep,18,2013,060855125032000,06085,Santa Clara,06085512503
1139,santa clara,"3BD/2BA Apartment near Shopping, Dining, and More!",3673.0,3.0,4061546482,-121.95256200000001,South Bay,/sby/apa/4061546482.html,37.40274,1345.0,Sep,18,2013,060855050015003,06085,Santa Clara,06085505001
1140,cupertino,Beautiful and walk to Cupertino Schools. Two bdrm/One bath apartment.,2600.0,2.0,4071193764,,South Bay,/sby/apa/4071193764.html,,960.0,Sep,18,2013,,,,
1141,sunnyvale,Comfort & Style Just Minutes To Downtown Sunnyvale & Mountain View!,2710.0,2.0,4076019943,,South Bay,/sby/apa/4076019943.html,,,Sep,18,2013,,,,
1142,santa clara,Immediately Ready W/ All The Extras!,2618.0,2.0,4076074198,-121.947856,South Bay,/sby/apa/4076074198.html,37.393636,1236.0,Sep,18,2013,060855049011061,06085,Santa Clara,06085504901
1143,sunnyvale,Fully Remodeled 1 BR/1BA apartment with patio in impeccable building!,1650.0,1.0,4076107962,-122.031471,South Bay,/sby/apa/4076107962.html,37.361540999999995,,Sep,18,2013,060855085031010,06085,Santa Clara,06085508503
1144,campbell,One Bedroom with Outstanding Amenities,1699.0,1.0,4076040394,,South Bay,/sby/apa/4076040394.html,,665.0,Sep,18,2013,,,,
1145,san jose north,Score a touchdown with Waterford Place!!,2344.0,2.0,4076048707,,South Bay,/sby/apa/4076048707.html,,1095.0,Sep,18,2013,,,,
1146,campbell,Townhome With In Home Washer ,2550.0,2.0,4076050632,,South Bay,/sby/apa/4076050632.html,,1040.0,Sep,18,2013,,,,
1147,san jose north,1x1 great for entertaining!! Call for our specials!!,1781.0,1.0,4076097254,-121.889132,South Bay,/sby/apa/4076097254.html,37.386524,836.0,Sep,18,2013,060855043222024,06085,Santa Clara,06085504322
1148,san jose north,"Endless Amenities At 121 Tasman! Dog Park, Club 121 Gym + MORE!",2675.0,2.0,4076038679,-121.942672,South Bay,/sby/apa/4076038679.html,37.410227,1053.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008
1149,sunnyvale,The Amenities Of A Resort With The Comforts Of Home,1733.0,,4076092645,-122.02411699999999,South Bay,/sby/apa/4076092645.html,37.366609999999994,,Sep,18,2013,060855085041019,06085,Santa Clara,06085508504
1150,san jose north,Only 1 Left at this Price! Don't Miss Out on 2 Months Free Rent!,1937.0,,4076071653,-121.920433,South Bay,/sby/apa/4076071653.html,37.396073,565.0,Sep,18,2013,060855050061029,06085,Santa Clara,06085505006
1151,sunnyvale,Two Bedroom Two Bathroom Town Home With Washer/Dryer ,2235.0,2.0,4076091681,,South Bay,/sby/apa/4076091681.html,,1020.0,Sep,18,2013,,,,
1152,sunnyvale,Open & Airy Apartment homes W/Garages on Quiet Tree-Lined Street,1924.0,1.0,4076499632,,South Bay,/sby/apa/4076499632.html,,,Sep,18,2013,,,,
1153,sunnyvale,"Huge Floor Plans w/ Garages, Convenient Location.",2244.0,2.0,4076497983,,South Bay,/sby/apa/4076497983.html,,,Sep,18,2013,,,,
1154,campbell,Amazing One Bedroom. Move In Today,2205.0,2.0,4076463064,,South Bay,/sby/apa/4076463064.html,,,Sep,18,2013,,,,
1155,san jose downtown,Convenient Downtown San Jose Location,1700.0,2.0,4076405996,,South Bay,/sby/apa/4076405996.html,,,Sep,18,2013,,,,
1156,willow glen / cambrian,Commercial Building on Lincoln Avenue in Downtown Willow Glen!,3695.0,,4076494425,,South Bay,/sby/apa/4076494425.html,,1200.0,Sep,18,2013,,,,
1157,sunnyvale,Quiet West of El Camino neighborhood.Fitness Center w/ pool and spa,2245.0,2.0,4076492687,,South Bay,/sby/apa/4076492687.html,,,Sep,18,2013,,,,
1158,campbell,Spacious Two Bedroom With Large Backyard,2375.0,2.0,4076466741,,South Bay,/sby/apa/4076466741.html,,,Sep,18,2013,,,,
1159,san jose north,"Upscale, New, Luxurious & PET FRIENDLY! Large Dog? No Problem!",2270.0,1.0,4076475647,-121.942672,South Bay,/sby/apa/4076475647.html,37.410227,778.0,Sep,18,2013,060855050081001,06085,Santa Clara,06085505008
1160,san jose downtown,**Your 3x3 Townhome w/Loft bringing your household out of the dark**,3195.0,3.0,4076490801,,South Bay,/sby/apa/4076490801.html,,1495.0,Sep,18,2013,,,,
1161,milpitas,***5 bed 2 bath single house@milpitas,2850.0,5.0,4051683604,-121.87776699999999,South Bay,/sby/apa/4051683604.html,37.434538,,Sep,18,2013,060855044182018,06085,Santa Clara,06085504418
1162,san jose south,3 Bedroom 2 Bath Blossom Valley Home,2595.0,3.0,4076476761,,South Bay,/sby/apa/4076476761.html,,1134.0,Sep,18,2013,,,,
1163,san jose south,雅房出租 一室一厅一&#21397,600.0,,4063454805,-121.8508,South Bay,/sby/apa/4063454805.html,37.3518,,Sep,18,2013,060855037101002,06085,Santa Clara,06085503710
1164,gilroy,Secure Downtown One Bedroom Condo w/ Elevator,1300.0,1.0,4065686284,-121.570252,South Bay,/sby/apa/4065686284.html,37.009747999999995,704.0,Sep,18,2013,060855126032000,06085,Santa Clara,06085512603
1165,gilroy,Say goodbye to living in an apartment! Single story house on corner lo,1685.0,2.0,4065728009,-121.576124,South Bay,/sby/apa/4065728009.html,37.007872,1150.0,Sep,18,2013,060855125081024,06085,Santa Clara,06085512508
1166,gilroy,4 Bedroom 2 Bath Westside Christopher High District ,2570.0,4.0,4076755256,,South Bay,/sby/apa/4076755256.html,,1800.0,Sep,18,2013,,,,
1167,San Jose/Campbell/Los Gatos,"A Secluded, Beautiful Home for Rent",3495.0,3.0,4076733669,,South Bay,/sby/apa/4076733669.html,,,Sep,18,2013,,,,
1168,san jose north,Very Nice 3BD Home in Quiet Berryessa,2450.0,3.0,4076732333,-121.87973799999999,South Bay,/sby/apa/4076732333.html,37.374790000000004,1400.0,Sep,18,2013,060855043112011,06085,Santa Clara,06085504311
1169,santa clara,1 BR Apt  Fully Equipped Kitchen Featuring Kashmir White Countertops,2241.0,1.0,4076728757,,South Bay,/sby/apa/4076728757.html,,824.0,Sep,18,2013,,,,
1170,San Jose North,Graceful Apartment Living...Perfectly Fit For You...,2284.0,2.0,4076644452,,South Bay,/sby/apa/4076644452.html,,1003.0,Sep,18,2013,,,,
1171,san jose north,Your Home Is Ready & Waiting!,3273.0,2.0,4076711573,-121.95346299999999,South Bay,/sby/apa/4076711573.html,37.414836,1428.0,Sep,18,2013,060855050091033,06085,Santa Clara,06085505009
1172,gilroy,5 Bedrooms Must See!!!!!!!,2695.0,5.0,4076708092,,South Bay,/sby/apa/4076708092.html,,,Sep,18,2013,,,,
1173,milpitas,Last One!  Great Move-In Special!  Call Today - Income Requirements,1925.0,1.0,4076698504,,South Bay,/sby/apa/4076698504.html,,721.0,Sep,18,2013,,,,
1174,gilroy,"LARGE, GREAT WEST GILROY NGHBRHOOD/RESORT POOL/SPA/FITNESS/GE APPS/AC",1695.0,2.0,4075596520,,South Bay,/sby/apa/4075596520.html,,750.0,Sep,18,2013,,,,
1175,san jose west,4 BR 2.5Bath Gorgeous and Spacious Lynbrook Home! *PRICE REDUCTION*,3995.0,4.0,4059338950,,South Bay,/sby/apa/4059338950.html,,2127.0,Sep,18,2013,,,,
1176,mountain view,**Remodeled Condo in Mountain View near Google,2575.0,2.0,4044543267,-122.09306000000001,South Bay,/sby/apa/4044543267.html,37.410068,,Sep,18,2013,060855093031001,06085,Santa Clara,06085509303
1177,san jose north,Not ➊ or ➋ But ⓉⓗⓇⓔⓔ Bedroom + Loft!,3119.0,3.0,4075632155,,South Bay,/sby/apa/4075632155.html,,1204.0,Sep,18,2013,,,,
1178,cupertino,New Kit Cabs/GraniteCtr/GE/Wood Flrs/AC/Spa/Fit/Cupt.Schools SJ Border,2395.0,2.0,4075595294,,South Bay,/sby/apa/4075595294.html,,1050.0,Sep,18,2013,,,,
1179,hollister,"3 Bedroom 2.5 Bath Plus Den, Hollister Townhouse ",1499.0,3.0,4075599661,-121.383881,South Bay,/sby/apa/4075599661.html,36.847387,,Sep,18,2013,060690005012022,06069,San Benito,06069000501
1180,los gatos,"Los Gatos Village Townhouse, Must see. ",3225.0,3.0,4075605994,,South Bay,/sby/apa/4075605994.html,,,Sep,18,2013,,,,
1181,milpitas,Beautifully Remodeled-Spring Valley Apt Homes-Pet Friendly,1695.0,1.0,4065299249,-121.876602,South Bay,/sby/apa/4065299249.html,37.438963,635.0,Sep,18,2013,060855044124003,06085,Santa Clara,06085504412
1182,san jose north,3/2 Single Family House - Ruskin Elem/Sierramont Middle /Piedmont Hi,2450.0,3.0,4075595433,-121.85026599999999,South Bay,/sby/apa/4075595433.html,37.404648,,Sep,18,2013,060855043144007,06085,Santa Clara,06085504314
1183,sunnyvale,2B/1B Moving Can be Hard. We'll Make It Easy at Peartree,2345.0,2.0,4075621185,-122.032164,South Bay,/sby/apa/4075621185.html,37.384733000000004,851.0,Sep,18,2013,060855091021048,06085,Santa Clara,06085509102
1184,san jose west,Large Unit Private Yard Dogs and Cats OK,1650.0,1.0,4075555430,-121.93726799999999,South Bay,/sby/apa/4075555430.html,37.336740999999996,,Sep,18,2013,060855058001006,06085,Santa Clara,06085505800
1185,lower nob hill,MODERN ELEGANCE IN HISTORIC SAN FRANCISCO,2013.0,,4076496579,,SF,/sfc/apa/4076496579.html,,,Sep,18,2013,,,,
1186,bernal heights,"Bernal Beauty, fab kitchen, 31/2 baths!",4875.0,3.0,4055966995,-122.41810500000001,SF,/sfc/apa/4055966995.html,37.734891999999995,1800.0,Sep,18,2013,060750254032016,06075,San Francisco,06075025403
1187,inner sunset / UCSF,1290 20th Ave! 1 Block from GG Park!,2495.0,1.0,4071665584,,SF,/sfc/apa/4071665584.html,,,Sep,18,2013,,,,
1188,russian hill,Updated 1 BR with washer & dryer!,2795.0,1.0,4076527425,-122.42453799999998,SF,/sfc/apa/4076527425.html,37.801303999999995,,Sep,18,2013,060750102002007,06075,San Francisco,06075010200
1189,downtown / civic / van ness,"Beautiful 2 Bedroom Condo,Avail. 10.13",4546.0,2.0,4076526350,,SF,/sfc/apa/4076526350.html,,950.0,Sep,18,2013,,,,
1190,"Upper Market, Lower Haight",THIS IS IT!!1930's Art Deco w VIEWS!!Studio,2195.0,,4076458177,,SF,/sfc/apa/4076458177.html,,,Sep,18,2013,,,,
1191,mission district,"3 BR - Granite Counters, W/D, Large, Bright Layout - Fantastic Area!",5995.0,3.0,4076414837,-122.419858,SF,/sfc/apa/4076414837.html,37.755365999999995,,Sep,18,2013,060750208004003,06075,San Francisco,06075020800
1192,bayview,Bayview Heights Gem!  Views and open layout!,2475.0,2.0,4022964091,-122.396555,SF,/sfc/apa/4022964091.html,37.718309999999995,1373.0,Sep,18,2013,060750610001025,06075,San Francisco,06075061000
1193,mission district,Just a few blocks from the heart of The Mission - FULLY-FURNISHED,2600.0,1.0,4033313840,-122.41748700000001,SF,/sfc/apa/4033313840.html,37.765183,746.0,Sep,18,2013,060750177002038,06075,San Francisco,06075017700
1194,nob hill,THIS IS SAN FRANCISCO!!Stunning renovation w CITY VIEWS!!Sunny w YARD!,2245.0,,4074104885,-122.408902,SF,/sfc/apa/4074104885.html,37.790726,,Sep,17,2013,060750119021001,06075,San Francisco,06075011902
1195,lower nob hill,Nob Hill's newest luxury high rise is on ALL tech transit lines!! ,3350.0,1.0,4074181513,,SF,/sfc/apa/4074181513.html,,698.0,Sep,17,2013,,,,
1196,lower nob hill,STOP SEARCHING!!Quiet and spacious studio in TRENDY NEIGHBORHOOD!HURRY,1895.0,,4074122117,,SF,/sfc/apa/4074122117.html,,,Sep,17,2013,,,,
1197,west portal / forest hill,Spacious Forest Hills Home w/Views-Pets Welcome! Please call for an appointment!,6750.0,5.0,4074255352,,SF,/sfc/apa/4074255352.html,,3800.0,Sep,17,2013,,,,
1198,inner sunset / UCSF,Spacious 2BR 1 1/2 BA Apt. on 9th Ave. near Judah close to UCSF ,2795.0,2.0,4074273707,-122.46608700000002,SF,/sfc/apa/4074273707.html,37.760844,,Sep,17,2013,060750302023001,06075,San Francisco,06075030202
1199,SOMA / south beach,Live it up. Loft style.,3381.0,1.0,4076181728,-122.39666899999999,SF,/sfc/apa/4076181728.html,37.773167,750.0,Sep,18,2013,060750607001036,06075,San Francisco,06075060700
1200,tenderloin,Spacious Studio w/ Balcony at TL ~ J.Wavro,1650.0,,4074752733,-122.41405400000001,SF,/sfc/apa/4074752733.html,37.782794,,Sep,17,2013,060750124012001,06075,San Francisco,06075012401
1201,cole valley / ashbury hts,"Large, Quiet Cole Valley 1BR Near UCSF, available Nov. 1st",2500.0,1.0,4070292925,-122.452197,SF,/sfc/apa/4070292925.html,37.767458000000005,650.0,Sep,17,2013,060750171023003,06075,San Francisco,06075017102
1202,bernal heights,"Beautiful, light-filled 1-bed/1 bath in Bernal Heights",1800.0,1.0,4074739753,-122.414546,SF,/sfc/apa/4074739753.html,37.740347,450.0,Sep,17,2013,060750252003005,06075,San Francisco,06075025200
1203,inner richmond,Top floor remodeled flat at 7th and California!  ~ J.Wavro,4295.0,3.0,4074748435,-122.25,SF,/sfc/apa/4074748435.html,37.5,,Sep,17,2013,060816091002041,06081,San Mateo,06081609100
1204,inner richmond,"New 4bd/2Full Ba, Close to Everything, Shops, Muni,Close to Dwntn",4500.0,4.0,4067139945,-122.4614,SF,/sfc/apa/4067139945.html,37.7812,,Sep,17,2013,060750451003000,06075,San Francisco,06075045100
1205,sunset / parkside,"Refurbished, spacious single family home in 34th & Lawton",3980.0,5.0,4061781371,-122.49266599999999,SF,/sfc/apa/4061781371.html,37.756109,,Sep,17,2013,060750327005005,06075,San Francisco,06075032700
1206,SOMA / south beach,Incredible City Views! 15th floor! Soma Grand! ~ J.Wavro,3600.0,2.0,4074746039,-122.41315800000001,SF,/sfc/apa/4074746039.html,37.777457,,Sep,17,2013,060750176013001,06075,San Francisco,06075017601
1207,russian hill,Remodeled top floor flat w/ 2 parking ~ J.Wavro,8000.0,3.0,4074744519,-122.420501,SF,/sfc/apa/4074744519.html,37.798033000000004,,Sep,17,2013,060750109003004,06075,San Francisco,06075010900
1208,russian hill,Classic SF Apt on Macondray Lane!  ~ J.Wavro,5995.0,3.0,4074742819,-122.415668,SF,/sfc/apa/4074742819.html,37.799151,,Sep,17,2013,060750103003006,06075,San Francisco,06075010300
1209,north beach / telegraph hill,Bright Unit in the Heart of North Beach!,3500.0,2.0,4073771274,-122.412355,SF,/sfc/apa/4073771274.html,37.801196999999995,,Sep,17,2013,060750107001001,06075,San Francisco,06075010700
1210,lower nob hill,Sunny Top Floor Condo/Includes Parking,4075.0,2.0,4073876073,,SF,/sfc/apa/4073876073.html,,,Sep,17,2013,,,,
1211,marina / cow hollow,Furnished 2br/1.5 Marina Home - Short Term Lease ~ J.Wavro,4800.0,2.0,4073872855,-122.426377,SF,/sfc/apa/4073872855.html,37.802071999999995,,Sep,17,2013,060750129012005,06075,San Francisco,06075012901
