POPGROUP,label,GEOIDLONG,GEOID,geodisplay,Population
1,Total population,1400000US06025012302,6025012302,"Census Tract 123.02, Imperial County, California",4756
1,Total population,1400000US06025012400,6025012400,"Census Tract 124, Imperial County, California",1266
1,Total population,1400000US06025940000,6025940000,"Census Tract 9400, Imperial County, California",3052
1,Total population,1400000US06027000100,6027000100,"Census Tract 1, Inyo County, California",2757
1,Total population,1400000US06027000200,6027000200,"Census Tract 2, Inyo County, California",1718
1,Total population,1400000US06027000300,6027000300,"Census Tract 3, Inyo County, California",2457
1,Total population,1400000US06027000400,6027000400,"Census Tract 4, Inyo County, California",5668
1,Total population,1400000US06027000500,6027000500,"Census Tract 5, Inyo County, California",2568
1,Total population,1400000US06027000800,6027000800,"Census Tract 8, Inyo County, California",3378
1,Total population,1400000US06029000101,6029000101,"Census Tract 1.01, Kern County, California",12240
1,Total population,1400000US06029000102,6029000102,"Census Tract 1.02, Kern County, California",3055
1,Total population,1400000US06029000200,6029000200,"Census Tract 2, Kern County, California",7644
1,Total population,1400000US06029000300,6029000300,"Census Tract 3, Kern County, California",4217
1,Total population,1400000US06029000400,6029000400,"Census Tract 4, Kern County, California",4319
1,Total population,1400000US06029000503,6029000503,"Census Tract 5.03, Kern County, California",6347
1,Total population,1400000US06029000504,6029000504,"Census Tract 5.04, Kern County, California",4086
1,Total population,1400000US06029000505,6029000505,"Census Tract 5.05, Kern County, California",3764
1,Total population,1400000US06029000506,6029000506,"Census Tract 5.06, Kern County, California",2795
1,Total population,1400000US06029000507,6029000507,"Census Tract 5.07, Kern County, California",3598
1,Total population,1400000US06029000600,6029000600,"Census Tract 6, Kern County, California",6931
1,Total population,1400000US06029000700,6029000700,"Census Tract 7, Kern County, California",4825
1,Total population,1400000US06029000800,6029000800,"Census Tract 8, Kern County, California",4925
1,Total population,1400000US06029000902,6029000902,"Census Tract 9.02, Kern County, California",3340
1,Total population,1400000US06029000903,6029000903,"Census Tract 9.03, Kern County, California",3653
1,Total population,1400000US06029000904,6029000904,"Census Tract 9.04, Kern County, California",4008
1,Total population,1400000US06029000905,6029000905,"Census Tract 9.05, Kern County, California",2483
1,Total population,1400000US06029000906,6029000906,"Census Tract 9.06, Kern County, California",4355
1,Total population,1400000US06029000907,6029000907,"Census Tract 9.07, Kern County, California",2463
1,Total population,1400000US06029000908,6029000908,"Census Tract 9.08, Kern County, California",5493
1,Total population,1400000US06029000909,6029000909,"Census Tract 9.09, Kern County, California",2406
1,Total population,1400000US06029000910,6029000910,"Census Tract 9.10, Kern County, California",9904
1,Total population,1400000US06029001000,6029001000,"Census Tract 10, Kern County, California",9186
1,Total population,1400000US06029001101,6029001101,"Census Tract 11.01, Kern County, California",4413
1,Total population,1400000US06029001102,6029001102,"Census Tract 11.02, Kern County, California",6682
1,Total population,1400000US06029001103,6029001103,"Census Tract 11.03, Kern County, California",4782
1,Total population,1400000US06029001201,6029001201,"Census Tract 12.01, Kern County, California",2895
1,Total population,1400000US06029001202,6029001202,"Census Tract 12.02, Kern County, California",6264
1,Total population,1400000US06029001300,6029001300,"Census Tract 13, Kern County, California",7559
1,Total population,1400000US06029001400,6029001400,"Census Tract 14, Kern County, California",7766
1,Total population,1400000US06029001500,6029001500,"Census Tract 15, Kern County, California",3147
1,Total population,1400000US06029001600,6029001600,"Census Tract 16, Kern County, California",1390
1,Total population,1400000US06029001700,6029001700,"Census Tract 17, Kern County, California",4287
1,Total population,1400000US06029001801,6029001801,"Census Tract 18.01, Kern County, California",5579
1,Total population,1400000US06029001802,6029001802,"Census Tract 18.02, Kern County, California",5408
1,Total population,1400000US06029001901,6029001901,"Census Tract 19.01, Kern County, California",3434
1,Total population,1400000US06029001902,6029001902,"Census Tract 19.02, Kern County, California",4679
1,Total population,1400000US06029002000,6029002000,"Census Tract 20, Kern County, California",7111
1,Total population,1400000US06029002100,6029002100,"Census Tract 21, Kern County, California",3852
1,Total population,1400000US06029002200,6029002200,"Census Tract 22, Kern County, California",6537
1,Total population,1400000US06029002301,6029002301,"Census Tract 23.01, Kern County, California",9743
1,Total population,1400000US06029002302,6029002302,"Census Tract 23.02, Kern County, California",3378
1,Total population,1400000US06029002400,6029002400,"Census Tract 24, Kern County, California",7478
1,Total population,1400000US06029002500,6029002500,"Census Tract 25, Kern County, California",9122
1,Total population,1400000US06029002600,6029002600,"Census Tract 26, Kern County, California",3539
1,Total population,1400000US06029002700,6029002700,"Census Tract 27, Kern County, California",5370
1,Total population,1400000US06029002804,6029002804,"Census Tract 28.04, Kern County, California",2672
1,Total population,1400000US06029002806,6029002806,"Census Tract 28.06, Kern County, California",2176
1,Total population,1400000US06029002807,6029002807,"Census Tract 28.07, Kern County, California",3894
1,Total population,1400000US06029002808,6029002808,"Census Tract 28.08, Kern County, California",7257
1,Total population,1400000US06029002811,6029002811,"Census Tract 28.11, Kern County, California",3854
1,Total population,1400000US06029002812,6029002812,"Census Tract 28.12, Kern County, California",5215
1,Total population,1400000US06029002813,6029002813,"Census Tract 28.13, Kern County, California",4161
1,Total population,1400000US06029002814,6029002814,"Census Tract 28.14, Kern County, California",4158
1,Total population,1400000US06029002815,6029002815,"Census Tract 28.15, Kern County, California",4282
1,Total population,1400000US06029002816,6029002816,"Census Tract 28.16, Kern County, California",5465
1,Total population,1400000US06029002817,6029002817,"Census Tract 28.17, Kern County, California",5173
1,Total population,1400000US06029002818,6029002818,"Census Tract 28.18, Kern County, California",3761
1,Total population,1400000US06029002819,6029002819,"Census Tract 28.19, Kern County, California",4586
1,Total population,1400000US06029002820,6029002820,"Census Tract 28.20, Kern County, California",6301
1,Total population,1400000US06029002821,6029002821,"Census Tract 28.21, Kern County, California",4897
1,Total population,1400000US06029002900,6029002900,"Census Tract 29, Kern County, California",7449
1,Total population,1400000US06029003000,6029003000,"Census Tract 30, Kern County, California",7374
1,Total population,1400000US06029003103,6029003103,"Census Tract 31.03, Kern County, California",3979
1,Total population,1400000US06029003112,6029003112,"Census Tract 31.12, Kern County, California",5116
1,Total population,1400000US06029003113,6029003113,"Census Tract 31.13, Kern County, California",4784
1,Total population,1400000US06029003114,6029003114,"Census Tract 31.14, Kern County, California",7654
1,Total population,1400000US06029003115,6029003115,"Census Tract 31.15, Kern County, California",5482
1,Total population,1400000US06029003121,6029003121,"Census Tract 31.21, Kern County, California",8264
1,Total population,1400000US06029003122,6029003122,"Census Tract 31.22, Kern County, California",8845
1,Total population,1400000US06029003123,6029003123,"Census Tract 31.23, Kern County, California",15296
1,Total population,1400000US06029003124,6029003124,"Census Tract 31.24, Kern County, California",5414
1,Total population,1400000US06029003202,6029003202,"Census Tract 32.02, Kern County, California",15579
1,Total population,1400000US06029003203,6029003203,"Census Tract 32.03, Kern County, California",2383
1,Total population,1400000US06029003204,6029003204,"Census Tract 32.04, Kern County, California",9386
1,Total population,1400000US06029003205,6029003205,"Census Tract 32.05, Kern County, California",8998
1,Total population,1400000US06029003206,6029003206,"Census Tract 32.06, Kern County, California",12112
1,Total population,1400000US06029003303,6029003303,"Census Tract 33.03, Kern County, California",1471
1,Total population,1400000US06029003304,6029003304,"Census Tract 33.04, Kern County, California",5248
1,Total population,1400000US06029003305,6029003305,"Census Tract 33.05, Kern County, California",3608
1,Total population,1400000US06029003306,6029003306,"Census Tract 33.06, Kern County, California",4897
1,Total population,1400000US06029003400,6029003400,"Census Tract 34, Kern County, California",4318
1,Total population,1400000US06029003500,6029003500,"Census Tract 35, Kern County, California",6156
1,Total population,1400000US06029003600,6029003600,"Census Tract 36, Kern County, California",4531
1,Total population,1400000US06029003700,6029003700,"Census Tract 37, Kern County, California",3953
1,Total population,1400000US06029003803,6029003803,"Census Tract 38.03, Kern County, California",4769
1,Total population,1400000US06029003804,6029003804,"Census Tract 38.04, Kern County, California",15464
1,Total population,1400000US06029003805,6029003805,"Census Tract 38.05, Kern County, California",8774
1,Total population,1400000US06029003806,6029003806,"Census Tract 38.06, Kern County, California",4889
1,Total population,1400000US06029003807,6029003807,"Census Tract 38.07, Kern County, California",3616
1,Total population,1400000US06029003808,6029003808,"Census Tract 38.08, Kern County, California",4439
1,Total population,1400000US06029003809,6029003809,"Census Tract 38.09, Kern County, California",10984
1,Total population,1400000US06029003810,6029003810,"Census Tract 38.10, Kern County, California",2578
1,Total population,1400000US06029003811,6029003811,"Census Tract 38.11, Kern County, California",2661
1,Total population,1400000US06029003812,6029003812,"Census Tract 38.12, Kern County, California",4367
1,Total population,1400000US06029003813,6029003813,"Census Tract 38.13, Kern County, California",7613
1,Total population,1400000US06029003900,6029003900,"Census Tract 39, Kern County, California",2250
1,Total population,1400000US06029004000,6029004000,"Census Tract 40, Kern County, California",7704
1,Total population,1400000US06029004101,6029004101,"Census Tract 41.01, Kern County, California",4917
1,Total population,1400000US06029004102,6029004102,"Census Tract 41.02, Kern County, California",5451
1,Total population,1400000US06029004200,6029004200,"Census Tract 42, Kern County, California",1320
1,Total population,1400000US06029004301,6029004301,"Census Tract 43.01, Kern County, California",7416
1,Total population,1400000US06029004302,6029004302,"Census Tract 43.02, Kern County, California",5710
1,Total population,1400000US06029004401,6029004401,"Census Tract 44.01, Kern County, California",7308
1,Total population,1400000US06029004402,6029004402,"Census Tract 44.02, Kern County, California",5437
1,Total population,1400000US06029004500,6029004500,"Census Tract 45, Kern County, California",3937
1,Total population,1400000US06029004601,6029004601,"Census Tract 46.01, Kern County, California",5363
1,Total population,1400000US06029004603,6029004603,"Census Tract 46.03, Kern County, California",490
1,Total population,1400000US06029004604,6029004604,"Census Tract 46.04, Kern County, California",15845
1,Total population,1400000US06029004701,6029004701,"Census Tract 47.01, Kern County, California",8868
1,Total population,1400000US06029004702,6029004702,"Census Tract 47.02, Kern County, California",4051
1,Total population,1400000US06029004800,6029004800,"Census Tract 48, Kern County, California",9297
1,Total population,1400000US06029004901,6029004901,"Census Tract 49.01, Kern County, California",5733
1,Total population,1400000US06029004902,6029004902,"Census Tract 49.02, Kern County, California",8349
1,Total population,1400000US06029005003,6029005003,"Census Tract 50.03, Kern County, California",3543
1,Total population,1400000US06029005004,6029005004,"Census Tract 50.04, Kern County, California",7219
1,Total population,1400000US06029005103,6029005103,"Census Tract 51.03, Kern County, California",2564
1,Total population,1400000US06029005104,6029005104,"Census Tract 51.04, Kern County, California",3253
1,Total population,1400000US06029005201,6029005201,"Census Tract 52.01, Kern County, California",5397
1,Total population,1400000US06029005203,6029005203,"Census Tract 52.03, Kern County, California",4679
1,Total population,1400000US06029005204,6029005204,"Census Tract 52.04, Kern County, California",6158
1,Total population,1400000US06029005300,6029005300,"Census Tract 53, Kern County, California",2139
1,Total population,1400000US06029005401,6029005401,"Census Tract 54.01, Kern County, California",6099
1,Total population,1400000US06029005402,6029005402,"Census Tract 54.02, Kern County, California",5094
1,Total population,1400000US06029005403,6029005403,"Census Tract 54.03, Kern County, California",8379
1,Total population,1400000US06029005404,6029005404,"Census Tract 54.04, Kern County, California",6672
1,Total population,1400000US06029005501,6029005501,"Census Tract 55.01, Kern County, California",6275
1,Total population,1400000US06029005506,6029005506,"Census Tract 55.06, Kern County, California",5998
1,Total population,1400000US06029005507,6029005507,"Census Tract 55.07, Kern County, California",7198
1,Total population,1400000US06029005508,6029005508,"Census Tract 55.08, Kern County, California",4198
1,Total population,1400000US06029005600,6029005600,"Census Tract 56, Kern County, California",2253
1,Total population,1400000US06029005700,6029005700,"Census Tract 57, Kern County, California",2226
1,Total population,1400000US06029005801,6029005801,"Census Tract 58.01, Kern County, California",5997
1,Total population,1400000US06029005802,6029005802,"Census Tract 58.02, Kern County, California",7379
1,Total population,1400000US06029005900,6029005900,"Census Tract 59, Kern County, California",3589
1,Total population,1400000US06029006002,6029006002,"Census Tract 60.02, Kern County, California",5906
1,Total population,1400000US06029006003,6029006003,"Census Tract 60.03, Kern County, California",5580
1,Total population,1400000US06029006004,6029006004,"Census Tract 60.04, Kern County, California",1601
1,Total population,1400000US06029006006,6029006006,"Census Tract 60.06, Kern County, California",3519
1,Total population,1400000US06029006007,6029006007,"Census Tract 60.07, Kern County, California",5474
1,Total population,1400000US06029006008,6029006008,"Census Tract 60.08, Kern County, California",5956
1,Total population,1400000US06029006100,6029006100,"Census Tract 61, Kern County, California",8264
1,Total population,1400000US06029006201,6029006201,"Census Tract 62.01, Kern County, California",2877
1,Total population,1400000US06029006202,6029006202,"Census Tract 62.02, Kern County, California",6401
1,Total population,1400000US06029006301,6029006301,"Census Tract 63.01, Kern County, California",4004
1,Total population,1400000US06029006303,6029006303,"Census Tract 63.03, Kern County, California",6784
1,Total population,1400000US06029006304,6029006304,"Census Tract 63.04, Kern County, California",3895
1,Total population,1400000US06029006401,6029006401,"Census Tract 64.01, Kern County, California",8320
1,Total population,1400000US06029006403,6029006403,"Census Tract 64.03, Kern County, California",5824
1,Total population,1400000US06029006404,6029006404,"Census Tract 64.04, Kern County, California",3564
1,Total population,1400000US06029006500,6029006500,"Census Tract 65, Kern County, California",5152
1,Total population,1400000US06031000100,6031000100,"Census Tract 1, Kings County, California",3457
1,Total population,1400000US06031000200,6031000200,"Census Tract 2, Kings County, California",2271
1,Total population,1400000US06031000300,6031000300,"Census Tract 3, Kings County, California",7446
1,Total population,1400000US06031000402,6031000402,"Census Tract 4.02, Kings County, California",5280
1,Total population,1400000US06031000403,6031000403,"Census Tract 4.03, Kings County, California",5281
1,Total population,1400000US06031000404,6031000404,"Census Tract 4.04, Kings County, California",9791
1,Total population,1400000US06031000405,6031000405,"Census Tract 4.05, Kings County, California",6281
1,Total population,1400000US06031000500,6031000500,"Census Tract 5, Kings County, California",5476
1,Total population,1400000US06031000601,6031000601,"Census Tract 6.01, Kings County, California",10021
1,Total population,1400000US06031000602,6031000602,"Census Tract 6.02, Kings County, California",5676
1,Total population,1400000US06031000701,6031000701,"Census Tract 7.01, Kings County, California",5321
1,Total population,1400000US06031000702,6031000702,"Census Tract 7.02, Kings County, California",4382
1,Total population,1400000US06031000800,6031000800,"Census Tract 8, Kings County, California",4858
1,Total population,1400000US06031000900,6031000900,"Census Tract 9, Kings County, California",8057
1,Total population,1400000US06031001001,6031001001,"Census Tract 10.01, Kings County, California",4176
1,Total population,1400000US06031001002,6031001002,"Census Tract 10.02, Kings County, California",4424
1,Total population,1400000US06031001003,6031001003,"Census Tract 10.03, Kings County, California",5699
1,Total population,1400000US06031001100,6031001100,"Census Tract 11, Kings County, California",6613
1,Total population,1400000US06031001200,6031001200,"Census Tract 12, Kings County, California",2507
1,Total population,1400000US06031001300,6031001300,"Census Tract 13, Kings County, California",3761
1,Total population,1400000US06031001401,6031001401,"Census Tract 14.01, Kings County, California",3002
1,Total population,1400000US06031001402,6031001402,"Census Tract 14.02, Kings County, California",2384
1,Total population,1400000US06031001500,6031001500,"Census Tract 15, Kings County, California",4619
1,Total population,1400000US06031001601,6031001601,"Census Tract 16.01, Kings County, California",4516
1,Total population,1400000US06031001602,6031001602,"Census Tract 16.02, Kings County, California",12118
1,Total population,1400000US06031001701,6031001701,"Census Tract 17.01, Kings County, California",9142
1,Total population,1400000US06031981800,6031981800,"Census Tract 9818, Kings County, California",6423
1,Total population,1400000US06033000100,6033000100,"Census Tract 1, Lake County, California",3121
1,Total population,1400000US06033000300,6033000300,"Census Tract 3, Lake County, California",3846
1,Total population,1400000US06033000400,6033000400,"Census Tract 4, Lake County, California",5574
1,Total population,1400000US06033000501,6033000501,"Census Tract 5.01, Lake County, California",3222
1,Total population,1400000US06033000502,6033000502,"Census Tract 5.02, Lake County, California",2703
1,Total population,1400000US06033000600,6033000600,"Census Tract 6, Lake County, California",3957
1,Total population,1400000US06033000701,6033000701,"Census Tract 7.01, Lake County, California",4343
1,Total population,1400000US06033000702,6033000702,"Census Tract 7.02, Lake County, California",4029
1,Total population,1400000US06033000801,6033000801,"Census Tract 8.01, Lake County, California",2894
1,Total population,1400000US06033000802,6033000802,"Census Tract 8.02, Lake County, California",4234
1,Total population,1400000US06033000900,6033000900,"Census Tract 9, Lake County, California",6059
1,Total population,1400000US06033001000,6033001000,"Census Tract 10, Lake County, California",6045
1,Total population,1400000US06033001100,6033001100,"Census Tract 11, Lake County, California",3865
1,Total population,1400000US06033001200,6033001200,"Census Tract 12, Lake County, California",3198
1,Total population,1400000US06033001300,6033001300,"Census Tract 13, Lake County, California",7575
1,Total population,1400000US06035040100,6035040100,"Census Tract 401, Lassen County, California",1822
1,Total population,1400000US06035040200,6035040200,"Census Tract 402, Lassen County, California",2534
1,Total population,1400000US06035040302,6035040302,"Census Tract 403.02, Lassen County, California",4422
1,Total population,1400000US06035040303,6035040303,"Census Tract 403.03, Lassen County, California",3616
1,Total population,1400000US06035040304,6035040304,"Census Tract 403.04, Lassen County, California",1939
1,Total population,1400000US06035040305,6035040305,"Census Tract 403.05, Lassen County, California",4146
1,Total population,1400000US06035040400,6035040400,"Census Tract 404, Lassen County, California",9422
1,Total population,1400000US06035040500,6035040500,"Census Tract 405, Lassen County, California",3213
1,Total population,1400000US06035040600,6035040600,"Census Tract 406, Lassen County, California",3781
1,Total population,1400000US06037101110,6037101110,"Census Tract 1011.10, Los Angeles County, California",4731
1,Total population,1400000US06037101122,6037101122,"Census Tract 1011.22, Los Angeles County, California",3664
1,Total population,1400000US06037101210,6037101210,"Census Tract 1012.10, Los Angeles County, California",5990
1,Total population,1400000US06037101220,6037101220,"Census Tract 1012.20, Los Angeles County, California",3363
1,Total population,1400000US06037101300,6037101300,"Census Tract 1013, Los Angeles County, California",4199
1,Total population,1400000US06037101400,6037101400,"Census Tract 1014, Los Angeles County, California",3903
1,Total population,1400000US06037102103,6037102103,"Census Tract 1021.03, Los Angeles County, California",1740
1,Total population,1400000US06037102104,6037102104,"Census Tract 1021.04, Los Angeles County, California",3648
1,Total population,1400000US06037102105,6037102105,"Census Tract 1021.05, Los Angeles County, California",1731
1,Total population,1400000US06037102107,6037102107,"Census Tract 1021.07, Los Angeles County, California",3851
1,Total population,1400000US06037103101,6037103101,"Census Tract 1031.01, Los Angeles County, California",2670
1,Total population,1400000US06037103102,6037103102,"Census Tract 1031.02, Los Angeles County, California",4751
1,Total population,1400000US06037103200,6037103200,"Census Tract 1032, Los Angeles County, California",6150
1,Total population,1400000US06037103300,6037103300,"Census Tract 1033, Los Angeles County, California",3819
1,Total population,1400000US06037103400,6037103400,"Census Tract 1034, Los Angeles County, California",6143
1,Total population,1400000US06037104103,6037104103,"Census Tract 1041.03, Los Angeles County, California",4085
1,Total population,1400000US06037104105,6037104105,"Census Tract 1041.05, Los Angeles County, California",5412
1,Total population,1400000US06037104108,6037104108,"Census Tract 1041.08, Los Angeles County, California",5256
1,Total population,1400000US06037104124,6037104124,"Census Tract 1041.24, Los Angeles County, California",4175
1,Total population,1400000US06037104201,6037104201,"Census Tract 1042.01, Los Angeles County, California",4780
1,Total population,1400000US06037104203,6037104203,"Census Tract 1042.03, Los Angeles County, California",5210
1,Total population,1400000US06037104204,6037104204,"Census Tract 1042.04, Los Angeles County, California",3375
1,Total population,1400000US06037104310,6037104310,"Census Tract 1043.10, Los Angeles County, California",4921
1,Total population,1400000US06037104320,6037104320,"Census Tract 1043.20, Los Angeles County, California",5998
1,Total population,1400000US06037104401,6037104401,"Census Tract 1044.01, Los Angeles County, California",3357
1,Total population,1400000US06037104403,6037104403,"Census Tract 1044.03, Los Angeles County, California",3282
1,Total population,1400000US06037104404,6037104404,"Census Tract 1044.04, Los Angeles County, California",3236
1,Total population,1400000US06037104500,6037104500,"Census Tract 1045, Los Angeles County, California",3293
1,Total population,1400000US06037104610,6037104610,"Census Tract 1046.10, Los Angeles County, California",3672
1,Total population,1400000US06037104620,6037104620,"Census Tract 1046.20, Los Angeles County, California",3539
1,Total population,1400000US06037104701,6037104701,"Census Tract 1047.01, Los Angeles County, California",4208
1,Total population,1400000US06037104703,6037104703,"Census Tract 1047.03, Los Angeles County, California",2397
1,Total population,1400000US06037104704,6037104704,"Census Tract 1047.04, Los Angeles County, California",4219
1,Total population,1400000US06037104810,6037104810,"Census Tract 1048.10, Los Angeles County, California",5328
1,Total population,1400000US06037104821,6037104821,"Census Tract 1048.21, Los Angeles County, California",3514
1,Total population,1400000US06037104822,6037104822,"Census Tract 1048.22, Los Angeles County, California",2277
1,Total population,1400000US06037106010,6037106010,"Census Tract 1060.10, Los Angeles County, California",3152
1,Total population,1400000US06037106020,6037106020,"Census Tract 1060.20, Los Angeles County, California",5557
1,Total population,1400000US06037106111,6037106111,"Census Tract 1061.11, Los Angeles County, California",4334
1,Total population,1400000US06037106112,6037106112,"Census Tract 1061.12, Los Angeles County, California",5969
1,Total population,1400000US06037106113,6037106113,"Census Tract 1061.13, Los Angeles County, California",3493
1,Total population,1400000US06037106114,6037106114,"Census Tract 1061.14, Los Angeles County, California",5880
1,Total population,1400000US06037106403,6037106403,"Census Tract 1064.03, Los Angeles County, California",3825
1,Total population,1400000US06037106405,6037106405,"Census Tract 1064.05, Los Angeles County, California",3966
1,Total population,1400000US06037106406,6037106406,"Census Tract 1064.06, Los Angeles County, California",4962
1,Total population,1400000US06037106407,6037106407,"Census Tract 1064.07, Los Angeles County, California",2933
1,Total population,1400000US06037106408,6037106408,"Census Tract 1064.08, Los Angeles County, California",3463
1,Total population,1400000US06037106510,6037106510,"Census Tract 1065.10, Los Angeles County, California",5108
1,Total population,1400000US06037106520,6037106520,"Census Tract 1065.20, Los Angeles County, California",5837
1,Total population,1400000US06037106603,6037106603,"Census Tract 1066.03, Los Angeles County, California",2979
1,Total population,1400000US06037106604,6037106604,"Census Tract 1066.04, Los Angeles County, California",5020
1,Total population,1400000US06037106641,6037106641,"Census Tract 1066.41, Los Angeles County, California",2317
1,Total population,1400000US06037106642,6037106642,"Census Tract 1066.42, Los Angeles County, California",3236
1,Total population,1400000US06037106643,6037106643,"Census Tract 1066.43, Los Angeles County, California",4320
1,Total population,1400000US06037106645,6037106645,"Census Tract 1066.45, Los Angeles County, California",3389
1,Total population,1400000US06037106646,6037106646,"Census Tract 1066.46, Los Angeles County, California",3237
1,Total population,1400000US06037106648,6037106648,"Census Tract 1066.48, Los Angeles County, California",3890
1,Total population,1400000US06037106649,6037106649,"Census Tract 1066.49, Los Angeles County, California",2853
1,Total population,1400000US06037107010,6037107010,"Census Tract 1070.10, Los Angeles County, California",3247
1,Total population,1400000US06037107020,6037107020,"Census Tract 1070.20, Los Angeles County, California",5404
1,Total population,1400000US06037108101,6037108101,"Census Tract 1081.01, Los Angeles County, California",2230
1,Total population,1400000US06037108102,6037108102,"Census Tract 1081.02, Los Angeles County, California",3430
1,Total population,1400000US06037108103,6037108103,"Census Tract 1081.03, Los Angeles County, California",3256
1,Total population,1400000US06037108104,6037108104,"Census Tract 1081.04, Los Angeles County, California",1698
1,Total population,1400000US06037108201,6037108201,"Census Tract 1082.01, Los Angeles County, California",5551
1,Total population,1400000US06037108202,6037108202,"Census Tract 1082.02, Los Angeles County, California",4895
1,Total population,1400000US06037109100,6037109100,"Census Tract 1091, Los Angeles County, California",2492
1,Total population,1400000US06037109200,6037109200,"Census Tract 1092, Los Angeles County, California",2669
1,Total population,1400000US06037109300,6037109300,"Census Tract 1093, Los Angeles County, California",3085
1,Total population,1400000US06037109400,6037109400,"Census Tract 1094, Los Angeles County, California",3720
1,Total population,1400000US06037109500,6037109500,"Census Tract 1095, Los Angeles County, California",4303
1,Total population,1400000US06037109601,6037109601,"Census Tract 1096.01, Los Angeles County, California",5020
1,Total population,1400000US06037109603,6037109603,"Census Tract 1096.03, Los Angeles County, California",4252
1,Total population,1400000US06037109604,6037109604,"Census Tract 1096.04, Los Angeles County, California",2975
1,Total population,1400000US06037109700,6037109700,"Census Tract 1097, Los Angeles County, California",4493
1,Total population,1400000US06037109800,6037109800,"Census Tract 1098, Los Angeles County, California",4565
1,Total population,1400000US06037111100,6037111100,"Census Tract 1111, Los Angeles County, California",2982
1,Total population,1400000US06037111201,6037111201,"Census Tract 1112.01, Los Angeles County, California",3410
1,Total population,1400000US06037111202,6037111202,"Census Tract 1112.02, Los Angeles County, California",5213
1,Total population,1400000US06037111204,6037111204,"Census Tract 1112.04, Los Angeles County, California",5859
1,Total population,1400000US06037111205,6037111205,"Census Tract 1112.05, Los Angeles County, California",3375
1,Total population,1400000US06037111206,6037111206,"Census Tract 1112.06, Los Angeles County, California",4490
1,Total population,1400000US06037111301,6037111301,"Census Tract 1113.01, Los Angeles County, California",7087
1,Total population,1400000US06037111302,6037111302,"Census Tract 1113.02, Los Angeles County, California",4786
1,Total population,1400000US06037111400,6037111400,"Census Tract 1114, Los Angeles County, California",7560
1,Total population,1400000US06037113101,6037113101,"Census Tract 1131.01, Los Angeles County, California",3558
1,Total population,1400000US06037113102,6037113102,"Census Tract 1131.02, Los Angeles County, California",2828
1,Total population,1400000US06037113211,6037113211,"Census Tract 1132.11, Los Angeles County, California",3787
1,Total population,1400000US06037113212,6037113212,"Census Tract 1132.12, Los Angeles County, California",3069
1,Total population,1400000US06037113213,6037113213,"Census Tract 1132.13, Los Angeles County, California",4316
1,Total population,1400000US06037113231,6037113231,"Census Tract 1132.31, Los Angeles County, California",2125
1,Total population,1400000US06037113232,6037113232,"Census Tract 1132.32, Los Angeles County, California",3894
1,Total population,1400000US06037113233,6037113233,"Census Tract 1132.33, Los Angeles County, California",6655
1,Total population,1400000US06037113234,6037113234,"Census Tract 1132.34, Los Angeles County, California",4667
1,Total population,1400000US06037113235,6037113235,"Census Tract 1132.35, Los Angeles County, California",1602
1,Total population,1400000US06037113237,6037113237,"Census Tract 1132.37, Los Angeles County, California",3661
1,Total population,1400000US06037113301,6037113301,"Census Tract 1133.01, Los Angeles County, California",2201
1,Total population,1400000US06037113303,6037113303,"Census Tract 1133.03, Los Angeles County, California",4006
1,Total population,1400000US06037113321,6037113321,"Census Tract 1133.21, Los Angeles County, California",5473
1,Total population,1400000US06037113322,6037113322,"Census Tract 1133.22, Los Angeles County, California",3947
1,Total population,1400000US06037113401,6037113401,"Census Tract 1134.01, Los Angeles County, California",5543
1,Total population,1400000US06037113421,6037113421,"Census Tract 1134.21, Los Angeles County, California",6109
1,Total population,1400000US06037113422,6037113422,"Census Tract 1134.22, Los Angeles County, California",6057
1,Total population,1400000US06037115101,6037115101,"Census Tract 1151.01, Los Angeles County, California",5046
1,Total population,1400000US06037115103,6037115103,"Census Tract 1151.03, Los Angeles County, California",2776
1,Total population,1400000US06037115104,6037115104,"Census Tract 1151.04, Los Angeles County, California",4444
1,Total population,1400000US06037115201,6037115201,"Census Tract 1152.01, Los Angeles County, California",6437
1,Total population,1400000US06037115202,6037115202,"Census Tract 1152.02, Los Angeles County, California",4828
1,Total population,1400000US06037115301,6037115301,"Census Tract 1153.01, Los Angeles County, California",4156
1,Total population,1400000US06037115302,6037115302,"Census Tract 1153.02, Los Angeles County, California",4351
1,Total population,1400000US06037115401,6037115401,"Census Tract 1154.01, Los Angeles County, California",5776
1,Total population,1400000US06037115403,6037115403,"Census Tract 1154.03, Los Angeles County, California",3188
1,Total population,1400000US06037115404,6037115404,"Census Tract 1154.04, Los Angeles County, California",2913
1,Total population,1400000US06037117101,6037117101,"Census Tract 1171.01, Los Angeles County, California",4796
1,Total population,1400000US06037117102,6037117102,"Census Tract 1171.02, Los Angeles County, California",2631
1,Total population,1400000US06037117201,6037117201,"Census Tract 1172.01, Los Angeles County, California",4352
1,Total population,1400000US06037117202,6037117202,"Census Tract 1172.02, Los Angeles County, California",2471
1,Total population,1400000US06037117301,6037117301,"Census Tract 1173.01, Los Angeles County, California",3851
1,Total population,1400000US06037117302,6037117302,"Census Tract 1173.02, Los Angeles County, California",4914
1,Total population,1400000US06037117303,6037117303,"Census Tract 1173.03, Los Angeles County, California",3512
1,Total population,1400000US06037117404,6037117404,"Census Tract 1174.04, Los Angeles County, California",4279
