SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2000,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006,POPESTIMATE2007,POPESTIMATE2008,POPESTIMATE2009,CENSUS2010POP,POPESTIMATE2010
50,2,3,18,69,Indiana,Huntington County,38078,38068,37877,37992,37875,37768,37650,37601,37447,37244,37205,37124,37109
50,2,3,18,71,Indiana,Jackson County,41397,41428,41343,41335,41403,41417,41683,41725,41693,41705,41798,42376,42587
50,2,3,18,73,Indiana,Jasper County,30192,30334,30417,30664,31133,31503,31763,32419,32894,33155,33278,33478,33529
50,2,3,18,75,Indiana,Jay County,21815,21792,21726,21713,21681,21651,21595,21564,21580,21467,21399,21253,21196
50,2,3,18,77,Indiana,Jefferson County,31712,31706,31887,31871,31779,31787,31998,32287,32140,32586,32558,32428,32394
50,2,3,18,79,Indiana,Jennings County,27561,27747,27932,28131,28012,28202,28352,28320,28502,28480,28546,28525,28500
50,2,3,18,81,Indiana,Johnson County,115181,115756,117843,120447,122202,124192,126769,130512,133933,136933,138584,139654,140009
50,2,3,18,83,Indiana,Knox County,39263,39195,38840,38832,38580,38712,38543,38399,38325,38497,38499,38440,38405
50,2,3,18,85,Indiana,Kosciusko County,74053,74211,74756,74861,75176,75447,75934,76358,76832,77091,77263,77358,77368
50,2,3,18,87,Indiana,LaGrange County,34789,34892,35299,35453,35711,36017,36283,36613,36931,37181,37119,37128,37134
50,2,3,18,89,Indiana,Lake County,484582,484514,484454,484520,485596,487405,489530,491432,493403,495479,495789,496005,495981
50,2,3,18,91,Indiana,LaPorte County,110099,110121,110077,109555,109027,108914,109541,109641,110846,111267,111465,111467,111465
50,2,3,18,93,Indiana,Lawrence County,45912,45915,45965,46039,46178,46106,46233,46165,46300,46233,46138,46134,46124
50,2,3,18,95,Indiana,Madison County,133322,133213,132920,132433,131740,131366,130871,131240,131203,131537,131599,131636,131642
50,2,3,18,97,Indiana,Marion County,860440,860832,865662,866210,868576,870378,873310,878515,883591,889504,898394,903393,904878
50,2,3,18,99,Indiana,Marshall County,45126,45243,45534,45518,45923,46288,46549,46851,46871,47012,47126,47051,47020
50,2,3,18,101,Indiana,Martin County,10367,10360,10311,10341,10309,10361,10323,10344,10334,10304,10300,10334,10338
50,2,3,18,103,Indiana,Miami County,36085,36184,36475,37019,37251,37120,37445,37745,37580,37281,37127,36903,36800
50,2,3,18,105,Indiana,Monroe County,120561,120872,121696,122628,124514,126359,128121,130677,132514,134401,136198,137974,138422
50,2,3,18,107,Indiana,Montgomery County,37629,37601,37793,37782,37634,37795,38105,38040,38172,38204,38180,38124,38096
50,2,3,18,109,Indiana,Morgan County,66705,66838,66884,67266,67729,67795,68037,68308,68354,68964,68583,68894,69061
50,2,3,18,111,Indiana,Newton County,14538,14525,14358,14343,14446,14386,14485,14326,14374,14348,14207,14244,14243
50,2,3,18,113,Indiana,Noble County,46468,46640,47110,46884,46917,46996,47292,47470,47419,47561,47574,47536,47541
50,2,3,18,115,Indiana,Ohio County,5568,5582,5633,5735,5779,5868,5943,6022,5992,6069,6134,6128,6119
50,2,3,18,117,Indiana,Orange County,19301,19316,19373,19439,19622,19624,19744,19666,19868,19837,19931,19840,19800
50,2,3,18,119,Indiana,Owen County,21781,21837,21954,22079,22321,22190,21975,21871,21838,21763,21642,21575,21572
50,2,3,18,121,Indiana,Parke County,17194,17179,17202,17274,17515,17460,17396,17376,17449,17488,17326,17339,17332
50,2,3,18,123,Indiana,Perry County,18887,18865,18893,18903,18963,19148,19260,19202,19379,19340,19331,19338,19327
50,2,3,18,125,Indiana,Pike County,12835,12826,12905,12984,12970,13047,12879,13016,13047,13047,12836,12845,12831
50,2,3,18,127,Indiana,Porter County,146806,147137,148372,149992,151731,153664,156024,158595,160835,162538,163572,164343,164592
50,2,3,18,129,Indiana,Posey County,27078,27070,26933,26908,26736,26664,26488,26348,26229,26080,25941,25910,25903
50,2,3,18,131,Indiana,Pulaski County,13626,13605,13627,13606,13634,13667,13682,13713,13724,13646,13548,13402,13351
50,2,3,18,133,Indiana,Putnam County,36060,36180,36382,36525,37145,37516,37780,37768,38189,38325,38052,37963,37906
50,2,3,18,135,Indiana,Randolph County,27411,27363,27166,26989,26763,26582,26517,26415,26223,26300,26240,26171,26133
50,2,3,18,137,Indiana,Ripley County,26508,26654,27130,27421,27615,27849,28040,28352,28361,28605,28716,28818,28814
50,2,3,18,139,Indiana,Rush County,18258,18194,18145,18034,18090,17869,17826,17723,17756,17543,17461,17392,17358
50,2,3,18,141,Indiana,St. Joseph County,265567,265845,265502,265090,264762,264541,264863,265496,266045,267282,266827,266931,266961
50,2,3,18,143,Indiana,Scott County,22976,23049,23332,23370,23638,23626,23889,23982,24137,24089,24165,24181,24174
50,2,3,18,145,Indiana,Shelby County,43380,43479,43746,43577,43385,43488,43482,43812,44086,44345,44551,44436,44391
50,2,3,18,147,Indiana,Spencer County,20385,20432,20465,20422,20529,20605,20896,20977,21032,20978,20992,20952,20908
50,2,3,18,149,Indiana,Starke County,23567,23525,23217,23361,23336,23310,23394,23362,23260,23379,23343,23363,23372
50,2,3,18,151,Indiana,Steuben County,33233,33339,33556,33496,33789,33718,33926,34044,34004,34055,34194,34185,34165
50,2,3,18,153,Indiana,Sullivan County,21736,21756,21771,21792,21801,21809,21689,21540,21558,21550,21483,21475,21469
50,2,3,18,155,Indiana,Switzerland County,9082,9129,9465,9711,9722,9863,10165,10151,10271,10387,10541,10613,10615
50,2,3,18,157,Indiana,Tippecanoe County,148954,149359,151095,152348,154040,155832,158834,163010,166226,169039,171937,172780,172963
50,2,3,18,159,Indiana,Tipton County,16601,16582,16508,16529,16511,16510,16411,16326,16257,16137,16046,15936,15895
50,2,3,18,161,Indiana,Union County,7341,7343,7323,7366,7293,7291,7378,7432,7467,7428,7466,7516,7520
50,2,3,18,163,Indiana,Vanderburgh County,171941,172052,172449,173067,174239,175113,175769,176822,177789,178053,178995,179703,179833
50,2,3,18,165,Indiana,Vermillion County,16790,16772,16639,16556,16493,16515,16603,16585,16561,16387,16377,16212,16148
50,2,3,18,167,Indiana,Vigo County,105859,105762,105482,105221,105356,104662,105245,106509,106885,106972,107429,107848,107958
50,2,3,18,169,Indiana,Wabash County,34968,34993,34700,34488,34325,34131,33806,33665,33361,33238,33036,32888,32826
50,2,3,18,171,Indiana,Warren County,8415,8435,8553,8598,8589,8609,8626,8625,8554,8602,8533,8508,8501
50,2,3,18,173,Indiana,Warrick County,52380,52531,52780,53317,54439,55171,56066,56746,57754,58435,59197,59689,59835
50,2,3,18,175,Indiana,Washington County,27204,27247,27484,27674,27736,27854,27893,28164,28236,28298,28144,28262,28290
50,2,3,18,177,Indiana,Wayne County,71087,71033,70712,70545,70490,70070,69793,69642,69365,69093,68984,68917,68853
50,2,3,18,179,Indiana,Wells County,27626,27619,27626,27745,27803,27826,27820,27872,27836,27751,27620,27636,27642
50,2,3,18,181,Indiana,White County,25264,25246,25351,25240,25060,24976,24861,24830,24762,24871,24573,24643,24635
50,2,3,18,183,Indiana,Whitley County,30617,30634,30998,31278,31621,31841,32182,32597,32853,33047,33125,33292,33335
40,2,4,19,0,Iowa,Iowa,2926538,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3046355,3049883
50,2,4,19,1,Iowa,Adair County,8252,8223,8132,8059,8050,8019,7932,7924,7871,7747,7676,7682,7675
50,2,4,19,3,Iowa,Adams County,4479,4476,4402,4370,4365,4307,4226,4224,4195,4151,4047,4029,4019
50,2,4,19,5,Iowa,Allamakee County,14687,14674,14333,14289,14345,14324,14371,14378,14335,14325,14263,14330,14355
50,2,4,19,7,Iowa,Appanoose County,13715,13696,13578,13420,13522,13462,13453,13319,13105,12950,12896,12887,12877
50,2,4,19,9,Iowa,Audubon County,6826,6804,6664,6572,6479,6430,6324,6265,6222,6200,6136,6119,6107
50,2,4,19,11,Iowa,Benton County,25312,25326,25532,25829,25946,26181,26265,26137,26066,26097,26117,26076,26073
50,2,4,19,13,Iowa,Black Hawk County,127990,128019,127765,126876,126491,126682,127021,127486,127756,129203,130595,131090,131221
50,2,4,19,15,Iowa,Boone County,26206,26251,26249,26086,26232,26372,26500,26471,26553,26454,26360,26306,26281
50,2,4,19,17,Iowa,Bremer County,23361,23312,23506,23386,23549,23728,23833,24054,24237,24162,24183,24276,24289
50,2,4,19,19,Iowa,Buchanan County,21092,21064,20952,20796,20822,20910,20831,20957,21069,21154,21016,20958,20936
50,2,4,19,21,Iowa,Buena Vista County,20415,20361,20241,20233,20141,20000,19970,19909,19798,19855,20004,20260,20332
50,2,4,19,23,Iowa,Butler County,15307,15299,15065,14926,14939,14985,14965,14931,14961,14957,14699,14867,14911
50,2,4,19,25,Iowa,Calhoun County,11114,11088,10918,10683,10488,10382,10228,10093,9947,9845,9684,9670,9662
50,2,4,19,27,Iowa,Carroll County,21433,21382,21225,21159,21024,20936,20973,20832,20869,20742,20743,20816,20838
50,2,4,19,29,Iowa,Cass County,14689,14675,14488,14242,14275,14142,14002,14021,13988,13935,13949,13956,13952
50,2,4,19,31,Iowa,Cedar County,18181,18199,18126,18150,18224,18248,18213,18332,18321,18460,18458,18499,18501
50,2,4,19,33,Iowa,Cerro Gordo County,46454,46389,45844,45430,45412,44993,44741,44531,44461,44285,44239,44151,44104
50,2,4,19,35,Iowa,Cherokee County,13032,13019,12905,12685,12579,12510,12380,12215,12152,12014,11953,12072,12095
50,2,4,19,37,Iowa,Chickasaw County,13095,13168,13192,12941,12770,12691,12561,12603,12540,12471,12465,12439,12416
50,2,4,19,39,Iowa,Clarke County,9131,9194,9207,9213,9282,9307,9180,9196,9149,9217,9228,9286,9300
50,2,4,19,41,Iowa,Clay County,17369,17360,17256,17086,16985,16960,16848,16812,16725,16697,16708,16667,16650
50,2,4,19,43,Iowa,Clayton County,18667,18611,18529,18369,18357,18358,18269,18272,18259,18209,18185,18129,18087
50,2,4,19,45,Iowa,Clinton County,50159,50120,49889,49659,49585,49498,49475,49487,49342,49303,49147,49116,49093
50,2,4,19,47,Iowa,Crawford County,16945,16944,16960,16981,16953,16941,16920,16868,16931,16881,16944,17096,17132
50,2,4,19,49,Iowa,Dallas County,41109,41446,43204,44960,47118,50387,53042,56158,59164,62144,64489,66135,66616
50,2,4,19,51,Iowa,Davis County,8541,8544,8588,8586,8534,8612,8583,8619,8676,8675,8701,8753,8765
50,2,4,19,53,Iowa,Decatur County,8689,8645,8669,8603,8575,8580,8618,8576,8569,8457,8506,8457,8433
50,2,4,19,55,Iowa,Delaware County,18422,18416,18294,18271,18190,18066,17955,17957,17981,17840,17755,17764,17751
50,2,4,19,57,Iowa,Des Moines County,42359,42253,41820,41138,41047,40562,40332,40192,40206,40235,40379,40325,40318
50,2,4,19,59,Iowa,Dickinson County,16429,16460,16477,16351,16339,16506,16644,16667,16634,16690,16666,16667,16667
50,2,4,19,61,Iowa,Dubuque County,89133,89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93653,93880
50,2,4,19,63,Iowa,Emmet County,11022,10995,10890,10815,10724,10553,10527,10437,10417,10448,10361,10302,10280
50,2,4,19,65,Iowa,Fayette County,22020,22022,21791,21643,21604,21415,21426,21265,21005,20910,20939,20880,20839
50,2,4,19,67,Iowa,Floyd County,16898,16854,16660,16670,16641,16586,16520,16586,16497,16331,16248,16303,16310
50,2,4,19,69,Iowa,Franklin County,10700,10679,10618,10674,10655,10716,10766,10699,10759,10690,10656,10680,10683
50,2,4,19,71,Iowa,Fremont County,8008,7995,7874,7787,7743,7655,7616,7622,7642,7489,7453,7441,7432
50,2,4,19,73,Iowa,Greene County,10372,10341,10150,10105,9996,9932,9800,9611,9548,9415,9329,9336,9335
50,2,4,19,75,Iowa,Grundy County,12370,12368,12319,12372,12348,12383,12406,12436,12317,12359,12447,12453,12447
50,2,4,19,77,Iowa,Guthrie County,11348,11334,11225,11227,11343,11389,11249,11150,11116,11038,10939,10954,10956
50,2,4,19,79,Iowa,Hamilton County,16435,16423,16236,16337,16366,16285,16261,16144,15987,15863,15739,15673,15636
50,2,4,19,81,Iowa,Hancock County,12107,12109,11954,11846,11905,11838,11834,11729,11580,11525,11371,11341,11321
50,2,4,19,83,Iowa,Hardin County,18806,18807,18669,18476,18327,18164,17974,17893,17789,17690,17535,17534,17519
50,2,4,19,85,Iowa,Harrison County,15674,15685,15592,15421,15444,15412,15362,15346,15177,14946,14972,14928,14922
50,2,4,19,87,Iowa,Henry County,20353,20341,20408,20086,20225,20225,20354,20326,20359,20307,20202,20145,20119
50,2,4,19,89,Iowa,Howard County,9951,9934,9908,9860,9808,9792,9760,9664,9636,9625,9568,9566,9559
50,2,4,19,91,Iowa,Humboldt County,10384,10377,10335,10176,10154,10121,10033,10038,9935,9911,9843,9815,9796
50,2,4,19,93,Iowa,Ida County,7839,7804,7704,7636,7571,7457,7369,7247,7228,7215,7090,7089,7078
50,2,4,19,95,Iowa,Iowa County,15680,15729,15868,15911,16062,16108,16297,16391,16308,16337,16406,16355,16321
50,2,4,19,97,Iowa,Jackson County,20295,20297,20267,20142,20148,20146,20124,20092,20015,19919,19841,19848,19845
50,2,4,19,99,Iowa,Jasper County,37229,37252,37377,37552,37703,37645,37482,37288,37167,37103,36879,36842,36815
50,2,4,19,101,Iowa,Jefferson County,16180,16189,16207,16131,16194,16298,16315,16401,16600,16607,16782,16843,16827
50,2,4,19,103,Iowa,Johnson County,110983,111455,113546,114948,116673,118891,120300,122226,124541,127113,129864,130882,131225
50,2,4,19,105,Iowa,Jones County,20227,20259,20254,20283,20406,20613,20605,20678,20803,20848,20562,20638,20649
50,2,4,19,107,Iowa,Keokuk County,11405,11418,11369,11330,11186,11061,10881,10713,10688,10620,10552,10511,10498
50,2,4,19,109,Iowa,Kossuth County,17159,17206,16912,16670,16525,16437,16287,16045,15878,15685,15630,15543,15500
50,2,4,19,111,Iowa,Lee County,38062,37931,37435,36960,36627,36587,36364,36291,36130,35819,35856,35862,35857
50,2,4,19,113,Iowa,Linn County,191728,192365,194359,195987,196920,198314,200395,202709,205840,208558,210217,211226,211501
50,2,4,19,115,Iowa,Louisa County,12188,12174,12184,12225,12230,12115,11862,11904,11892,11830,11416,11387,11375
50,2,4,19,117,Iowa,Lucas County,9412,9369,9386,9360,9384,9508,9462,9331,9280,9137,8948,8898,8885
50,2,4,19,119,Iowa,Lyon County,11763,11748,11684,11670,11702,11692,11677,11604,11536,11545,11557,11581,11578
50,2,4,19,121,Iowa,Madison County,14012,14049,14144,14312,14481,14733,14918,15262,15418,15517,15510,15679,15732
50,2,4,19,123,Iowa,Mahaska County,22319,22299,22407,22394,22156,22240,22454,22298,22388,22483,22364,22381,22376
50,2,4,19,125,Iowa,Marion County,32048,32104,32583,32572,32547,32618,32774,33396,33279,33515,33468,33309,33234
50,2,4,19,127,Iowa,Marshall County,39332,39356,39414,39297,39397,39711,39646,39601,39875,40151,40280,40648,40746
50,2,4,19,129,Iowa,Mills County,14543,14554,14497,14546,14621,14715,14905,15214,15239,15214,15056,15059,15061
50,2,4,19,131,Iowa,Mitchell County,10877,10868,10736,10822,10830,10898,10800,10836,10812,10815,10763,10776,10781
50,2,4,19,133,Iowa,Monona County,10020,10009,9860,9791,9819,9681,9566,9479,9423,9350,9247,9243,9231
50,2,4,19,135,Iowa,Monroe County,8012,8005,7986,7887,7954,7969,7955,7911,7877,7904,7924,7970,7974
50,2,4,19,137,Iowa,Montgomery County,11775,11793,11509,11313,11211,11191,11214,11179,10981,10823,10803,10740,10718
50,2,4,19,139,Iowa,Muscatine County,41723,41791,41760,41757,41654,41758,41894,42145,42325,42515,42783,42745,42738
50,2,4,19,141,Iowa,O'Brien County,15096,15067,14950,14808,14762,14564,14552,14558,14421,14332,14412,14398,14374
50,2,4,19,143,Iowa,Osceola County,7003,6985,6963,6899,6888,6863,6743,6713,6600,6617,6509,6462,6439
50,2,4,19,145,Iowa,Page County,16982,16939,16822,16506,16356,16227,16274,16331,16256,16083,15885,15932,15922
50,2,4,19,147,Iowa,Palo Alto County,10143,10135,10051,9896,9748,9753,9702,9586,9577,9486,9510,9421,9383
50,2,4,19,149,Iowa,Plymouth County,24859,24870,24847,24729,24858,25042,24980,24982,24886,24898,24904,24986,24995
50,2,4,19,151,Iowa,Pocahontas County,8664,8602,8465,8355,8170,8003,7835,7694,7667,7510,7395,7310,7278
50,2,4,19,153,Iowa,Polk County,374258,375627,380108,384355,388277,392164,399030,405990,413024,419495,425737,430640,432260
50,2,4,19,155,Iowa,Pottawattamie County,87825,88022,87953,88447,88821,89762,90198,90867,91239,91781,92395,93158,93359
50,2,4,19,157,Iowa,Poweshiek County,18829,18903,18972,18941,19060,19106,19002,19053,19140,19025,18958,18914,18885
50,2,4,19,159,Iowa,Ringgold County,5469,5465,5415,5339,5332,5335,5304,5230,5201,5164,5119,5131,5129
50,2,4,19,161,Iowa,Sac County,11531,11481,11403,11119,10967,10871,10716,10707,10532,10475,10342,10350,10346
50,2,4,19,163,Iowa,Scott County,158705,158614,158203,158086,158048,158145,158543,159597,160077,161824,163582,165224,165841
50,2,4,19,165,Iowa,Shelby County,13064,13031,12990,12869,12819,12750,12547,12480,12496,12338,12165,12167,12160
50,2,4,19,167,Iowa,Sioux County,31596,31609,31952,32164,32318,32547,32726,33077,33150,33364,33587,33704,33705
50,2,4,19,169,Iowa,Story County,79988,80152,80260,81885,82068,82754,82884,84739,86540,87831,89285,89542,89575
50,2,4,19,171,Iowa,Tama County,18099,18084,18080,18017,18030,18167,18197,18149,18064,17986,17833,17767,17730
50,2,4,19,173,Iowa,Taylor County,6958,6976,6894,6813,6747,6689,6534,6557,6448,6348,6355,6317,6303
50,2,4,19,175,Iowa,Union County,12312,12281,12240,12163,12004,12085,12143,12225,12319,12447,12527,12534,12528
50,2,4,19,177,Iowa,Van Buren County,7800,7793,7716,7722,7672,7665,7638,7660,7690,7699,7628,7570,7548
50,2,4,19,179,Iowa,Wapello County,36067,36007,35947,35796,35750,35709,35855,35776,35458,35381,35481,35625,35667
50,2,4,19,181,Iowa,Warren County,40672,40787,41080,41422,42187,42584,43339,44178,44868,45450,45926,46225,46308
50,2,4,19,183,Iowa,Washington County,20679,20718,21064,21108,21190,21258,21350,21472,21588,21686,21692,21704,21693
50,2,4,19,185,Iowa,Wayne County,6732,6728,6655,6665,6614,6561,6494,6478,6376,6373,6393,6403,6402
50,2,4,19,187,Iowa,Webster County,40230,40234,40045,39654,39377,38922,38562,38534,38393,38273,38316,38013,37915
50,2,4,19,189,Iowa,Winnebago County,11717,11778,11586,11403,11412,11321,11340,11138,10986,10927,10917,10866,10841
50,2,4,19,191,Iowa,Winneshiek County,21291,21265,21258,21183,21006,21040,21060,21012,21078,20980,21025,21056,21059
50,2,4,19,193,Iowa,Woodbury County,103876,103786,103129,102666,102039,101816,100589,100693,100492,100910,101581,102172,102407
50,2,4,19,195,Iowa,Worth County,7904,7894,7797,7795,7734,7731,7742,7649,7655,7632,7610,7598,7594
50,2,4,19,197,Iowa,Wright County,14337,14327,14133,13957,13831,13808,13717,13588,13492,13375,13262,13229,13202
40,2,4,20,0,Kansas,Kansas,2688925,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2853118,2859169
50,2,4,20,1,Kansas,Allen County,14394,14393,14171,14110,13940,13923,13733,13639,13545,13422,13407,13371,13354
50,2,4,20,3,Kansas,Anderson County,8108,8091,8195,8143,8190,8101,8087,8023,8040,8158,8101,8102,8097
50,2,4,20,5,Kansas,Atchison County,16787,16796,16868,16823,16875,16937,16865,16902,16864,16820,16965,16924,16894
50,2,4,20,7,Kansas,Barber County,5307,5292,5158,5088,5049,5004,4984,5003,4927,4844,4882,4861,4844
50,2,4,20,9,Kansas,Barton County,28200,28163,27771,27684,27581,27390,27536,27460,27492,27314,27526,27674,27705
50,2,4,20,11,Kansas,Bourbon County,15380,15366,15368,15200,15187,15110,15002,14990,15038,15127,15157,15173,15172
50,2,4,20,13,Kansas,Brown County,10728,10709,10555,10373,10271,10253,10087,10111,10036,9988,9972,9984,9988
50,2,4,20,15,Kansas,Butler County,59455,59681,59894,60473,61056,61849,62547,63571,64213,64941,65617,65880,65923
50,2,4,20,17,Kansas,Chase County,3030,3019,2966,3008,2942,2996,2962,2949,2840,2810,2779,2790,2794
50,2,4,20,19,Kansas,Chautauqua County,4359,4344,4240,4183,4143,4139,3989,3836,3757,3735,3691,3669,3660
50,2,4,20,21,Kansas,Cherokee County,22601,22554,22338,22185,22138,22124,21750,21855,21896,21720,21658,21603,21569
50,2,4,20,23,Kansas,Cheyenne County,3165,3157,3083,3033,2957,2922,2880,2866,2810,2778,2743,2726,2720
50,2,4,20,25,Kansas,Clark County,2395,2402,2393,2372,2364,2358,2298,2252,2200,2225,2242,2215,2201
50,2,4,20,27,Kansas,Clay County,8845,8827,8730,8607,8493,8447,8444,8458,8527,8618,8500,8535,8553
50,2,4,20,29,Kansas,Cloud County,10271,10238,10090,9948,9886,9739,9741,9560,9525,9541,9545,9533,9518
50,2,4,20,31,Kansas,Coffey County,8871,8932,8828,8784,8795,8694,8622,8652,8542,8563,8566,8601,8610
50,2,4,20,33,Kansas,Comanche County,1967,1955,1984,1956,1910,1905,1931,1842,1841,1902,1878,1891,1895
50,2,4,20,35,Kansas,Cowley County,36307,36342,36103,36680,36300,36317,35928,35787,36148,36284,36195,36311,36285
50,2,4,20,37,Kansas,Crawford County,38248,38262,38434,38330,38631,38656,38638,38855,38922,38997,38966,39134,39185
50,2,4,20,39,Kansas,Decatur County,3472,3460,3450,3381,3302,3239,3128,3107,3043,2992,2980,2961,2952
50,2,4,20,41,Kansas,Dickinson County,19327,19349,19138,19121,19238,19189,19285,19429,19454,19862,19730,19754,19739
50,2,4,20,43,Kansas,Doniphan County,8249,8240,8219,8186,8144,8013,7868,7936,7988,8003,7907,7945,7950
50,2,4,20,45,Kansas,Douglas County,99953,100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,110826,111130
50,2,4,20,47,Kansas,Edwards County,3449,3434,3376,3309,3223,3231,3194,3078,3068,3058,3008,3037,3049
50,2,4,20,49,Kansas,Elk County,3261,3217,3147,3148,3087,3073,3041,2971,2939,2954,2914,2882,2872
50,2,4,20,51,Kansas,Ellis County,27506,27454,27591,27532,27507,27457,27429,27653,27710,28010,28353,28452,28467
50,2,4,20,53,Kansas,Ellsworth County,6524,6536,6477,6419,6440,6437,6404,6465,6503,6471,6432,6497,6511
50,2,4,20,55,Kansas,Finney County,40517,40508,39730,38499,37701,37462,36754,36259,35663,35461,36300,36776,37013
50,2,4,20,57,Kansas,Ford County,32452,32544,32182,31981,32285,32265,32354,32029,32168,32187,33158,33848,34094
50,2,4,20,59,Kansas,Franklin County,24784,24869,25000,25218,25312,25525,25527,25716,25734,25851,25870,25992,26035
50,2,4,20,61,Kansas,Geary County,27849,27845,27821,27679,27532,27149,27099,27708,27951,30276,31537,34362,35212
50,2,4,20,63,Kansas,Gove County,3074,3087,3044,3018,2947,2896,2840,2824,2757,2646,2689,2695,2691
50,2,4,20,65,Kansas,Graham County,2944,2925,2896,2886,2842,2786,2762,2751,2707,2669,2592,2597,2595
50,2,4,20,67,Kansas,Grant County,7905,7880,7789,7901,7770,7722,7687,7707,7756,7674,7731,7829,7852
50,2,4,20,69,Kansas,Gray County,5918,5913,5921,5973,5981,5951,5882,5838,5735,5821,5920,6006,6037
50,2,4,20,71,Kansas,Greeley County,1534,1530,1524,1422,1377,1366,1299,1262,1275,1247,1210,1247,1259
50,2,4,20,73,Kansas,Greenwood County,7663,7647,7653,7567,7493,7415,7222,6944,6957,6817,6724,6689,6677
50,2,4,20,75,Kansas,Hamilton County,2665,2651,2675,2676,2694,2642,2590,2583,2633,2638,2669,2690,2694
50,2,4,20,77,Kansas,Harper County,6537,6511,6436,6307,6308,6261,6166,6049,5998,6063,6025,6034,6028
50,2,4,20,79,Kansas,Harvey County,32885,32894,32961,33254,33422,33549,33566,33659,33823,33994,34547,34684,34726
50,2,4,20,81,Kansas,Haskell County,4307,4302,4246,4194,4214,4238,4250,4182,4184,4153,4188,4256,4274
50,2,4,20,83,Kansas,Hodgeman County,2081,2072,2118,2139,2122,2089,2038,2027,1959,1949,1929,1916,1912
50,2,4,20,85,Kansas,Jackson County,12650,12655,12672,12826,12983,13069,13362,13356,13348,13235,13369,13462,13492
50,2,4,20,87,Kansas,Jefferson County,18450,18553,18640,18741,18835,19042,19159,19005,19049,19072,19037,19126,19132
50,2,4,20,89,Kansas,Jewell County,3789,3747,3603,3491,3421,3349,3271,3264,3200,3137,3077,3077,3075
50,2,4,20,91,Kansas,Johnson County,451541,454539,463554,475239,485689,495396,504441,514813,523879,532175,539396,544179,545876
50,2,4,20,93,Kansas,Kearny County,4525,4497,4489,4371,4249,4231,4147,4052,3928,3909,3941,3977,3998
50,2,4,20,95,Kansas,Kingman County,8675,8685,8597,8472,8544,8439,8249,8119,8011,7892,7885,7858,7840
50,2,4,20,97,Kansas,Kiowa County,3278,3264,3160,3150,3175,3130,3088,3039,2837,2418,2490,2553,2570
50,2,4,20,99,Kansas,Labette County,22821,22733,22436,22214,22100,21911,21913,21929,21928,21786,21759,21607,21555
50,2,4,20,101,Kansas,Lane County,2155,2145,2104,1981,1956,1916,1848,1780,1763,1756,1779,1750,1740
50,2,4,20,103,Kansas,Leavenworth County,68684,68957,69906,70793,70939,71373,71788,72741,73791,74560,75461,76227,76504
50,2,4,20,105,Kansas,Lincoln County,3578,3576,3560,3513,3536,3414,3443,3360,3365,3333,3249,3241,3235
50,2,4,20,107,Kansas,Linn County,9541,9580,9734,9724,9775,9830,10032,10013,9858,9731,9669,9656,9640
50,2,4,20,109,Kansas,Logan County,3051,3059,2992,2984,2925,2905,2881,2808,2798,2779,2729,2756,2758
50,2,4,20,111,Kansas,Lyon County,35934,35967,36049,35826,35868,36034,35936,35832,36018,35591,33777,33690,33654
50,2,4,20,113,Kansas,McPherson County,29560,29572,29489,29237,29239,29276,29375,29174,29250,29095,29222,29180,29151
50,2,4,20,115,Kansas,Marion County,13358,13394,13377,13289,13240,13066,13012,12804,12707,12639,12654,12660,12642
50,2,4,20,117,Kansas,Marshall County,10967,10933,10791,10585,10451,10312,10270,10171,10150,10174,10121,10117,10117
50,2,4,20,119,Kansas,Meade County,4628,4621,4669,4663,4595,4570,4586,4531,4490,4497,4502,4575,4596
50,2,4,20,121,Kansas,Miami County,28340,28536,28770,29072,29437,30158,30758,31180,31962,32131,32445,32787,32860
50,2,4,20,123,Kansas,Mitchell County,6929,6911,6772,6706,6688,6539,6443,6382,6389,6370,6420,6373,6354
50,2,4,20,125,Kansas,Montgomery County,36267,36242,35935,35490,35152,35150,35034,35246,35504,35538,35589,35471,35390
50,2,4,20,127,Kansas,Morris County,6113,6120,6061,5981,5922,5904,5947,5929,5931,5999,5958,5923,5913
50,2,4,20,129,Kansas,Morton County,3494,3482,3393,3387,3403,3326,3300,3285,3256,3227,3226,3233,3228
50,2,4,20,131,Kansas,Nemaha County,10716,10694,10494,10501,10490,10397,10367,10345,10325,10259,10165,10178,10173
50,2,4,20,133,Kansas,Neosho County,16996,16934,16884,16719,16615,16664,16591,16479,16578,16587,16568,16512,16480
50,2,4,20,135,Kansas,Ness County,3452,3448,3391,3352,3274,3219,3177,3135,3150,3127,3085,3107,3104
50,2,4,20,137,Kansas,Norton County,5950,5962,5863,5845,5852,5789,5765,5748,5698,5702,5640,5671,5674
50,2,4,20,139,Kansas,Osage County,16713,16756,16657,16689,16722,16843,16869,16633,16468,16439,16297,16295,16291
