neighborhood,title,price,bedrooms,pid,longitude,date,link,latitude,sqft,sourcepage
 (richmond / seacliff),Deluxe jumbo flat for rent,$5300,   / 4br - 1950ft² -    ,4043834130,-122.479770,Sep  3 2013,/sfc/apa/4043834130.html,37.776515,   / 4br - 1950ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (marina / cow hollow),MARINA STUDIO!,$2095,      ,4036413649,-122.430103,Sep  3 2013,/sfc/apa/4036413649.html,37.801599,      ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (lower pac hts),"Great Location, Very Convenient, 24HR Doorman/Security, Gym, Remodeled",$3450,   / 2br - 811ft² -    ,4032640842,-122.431205,Sep  3 2013,/sfc/apa/4032640842.html,37.784568,   / 2br - 811ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (nob hill),Paint... Check! Curtains...Check! Customize your Apartment!,$2785,   / 1br - 614ft² -    ,4043827220,-122.416257,Sep  3 2013,/sfc/apa/4043827220.html,37.788251,   / 1br - 614ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment within Walking Distance to Whole Foods Mark,$5200,   / 3br - 1500ft² -    ,4025348794,-122.456145,Sep  3 2013,/sfc/apa/4025348794.html,37.722762,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (marina / cow hollow),MARINA DISTRICT ONE BEDROOM!!!,$2695,   / 1br -    ,4036443585,-122.438151,Sep  3 2013,/sfc/apa/4036443585.html,37.804976,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Brick & Timber Loft in heart of South Beach ,$5500,   / 2br -    ,4000203069,,Sep  4 2013,/sfc/apa/4000203069.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (noe valley),Prime Noe location - 2bd+den single family home w style ~ J.Wavro,$7900,   / 2br -    ,4046670246,-122.432331,Sep  4 2013,/sfc/apa/4046670246.html,37.756227,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (russian hill),"Exceptional, Top Floor, View Flat w/ In-Unit Laundry",$8000,   / 5br -    ,4046650850,,Sep  4 2013,/sfc/apa/4046650850.html,,   / 5br -    ,http://sfbay.craigslist.org/sfc/apa/
 (potrero hill),"Amazing 3bed/2bath + Parking, Balconies, and Great Views. ",$5645,   / 3br - 1456ft² -    ,4046630170,,Sep  4 2013,/sfc/apa/4046630170.html,,   / 3br - 1456ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (potrero hill),"Beautiful Top Floor 2bed/2bath w/ Views, Den, Balcony and Parking!!",$5385,   / 2br - 1465ft² -    ,4046627781,,Sep  4 2013,/sfc/apa/4046627781.html,,   / 2br - 1465ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (downtown / civic / van ness),NEMA - Brand New One Bedroom Apartments - Now Leasing!,$3480,   / 1br - 851ft² -    ,4046579711,-122.417182,Sep  4 2013,/sfc/apa/4046579711.html,37.776287,   / 1br - 851ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (potrero hill),Amazing 4th floor unit overlooking the Bay!,$5185,   / 2br - 1418ft² -    ,4046632615,,Sep  4 2013,/sfc/apa/4046632615.html,,   / 2br - 1418ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (Marina/Cow Hollow),Luxury 2 bedroom 2.5 bath end-unit townhome ,$5900,   / 1350ft² -    ,3985085046,,Sep  4 2013,/sfc/apa/3985085046.html,,   / 1350ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower nob hill),Live in the Height of Luxury Today!,$2196,      ,4045896713,,Sep  4 2013,/sfc/apa/4045896713.html,,      ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (financial district),"Apply Today, Walk In Closets, Huge Windows, Incredible Bay Views!",$3005,   / 527ft² -    ,4045896470,-122.392314,Sep  4 2013,/sfc/apa/4045896470.html,37.791474,   / 527ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (richmond / seacliff),2 bedrooms + living room + full kitchen + bathroom on 20th Avenue,$2700,   / 2br -    ,4026746179,-122.479169,Sep  4 2013,/sfc/apa/4026746179.html,37.777075,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (glen park),Georgous 3bd/2bth House in the Heart of Glen Park,$4200,   / 3br -    ,4045854695,-122.439934,Sep  4 2013,/sfc/apa/4045854695.html,37.734857,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower nob hill),"Large Remodeled 1BD in Polk Gulch | OPEN HOUSE Thurs, Fri & Sat ",$2499,   / 1br -    ,4045888507,-122.421491,Sep  4 2013,/sfc/apa/4045888507.html,37.790388,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (nob hill),Your Perfect Studio!,$2225,   / 371ft² -    ,4045845760,-122.416257,Sep  4 2013,/sfc/apa/4045845760.html,37.788251,   / 371ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (russian hill),Charming & Large 1+bd/1+bth with Parking ,$3995,   / 1br -    ,4045847797,-122.421258,Sep  4 2013,/sfc/apa/4045847797.html,37.801758,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),"Luxury 2 Bedroom Townhouse, PARKING INCLUDED!!!",$4400,   / 2br - 1420ft² -    ,3997946444,,Sep  4 2013,/sfc/apa/3997946444.html,,   / 2br - 1420ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (inner sunset / UCSF),All the Space you need and a Grand View!,$2905,   / 1br - 767ft² -    ,4046332828,-122.462864,Sep  4 2013,/sfc/apa/4046332828.html,37.759540,   / 1br - 767ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (mission district),"Edwardian Charm Fireplace Private yard &Laundry ~ Fruit Trees,2car Gar",$4650,   / 2br -    ,4046331052,-122.408825,Sep  4 2013,/sfc/apa/4046331052.html,37.749601,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (glen park),Lovely big townhouse in Glen Park with private elevator,$4500,   / 3br -    ,4046271026,-122.435189,Sep  4 2013,/sfc/apa/4046271026.html,37.731650,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (russian hill),AMAZING Alcatraz/Bay/City VIEWS w/parking,$3400,   / 1br -    ,4046325704,-122.424796,Sep  4 2013,/sfc/apa/4046325704.html,37.805308,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),Sunny Garden Suite with Private Patio & Pet Friendly!,$2995,   / 1br - 420ft² -    ,4027078978,,Sep  4 2013,/sfc/apa/4027078978.html,,   / 1br - 420ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),"Modern Loft Bldg, Private Patio, Top of the Line! CALL FOR APPT",$2995,   / 1br - 410ft² -    ,4006192776,-122.413319,Sep  4 2013,/sfc/apa/4006192776.html,37.774157,   / 1br - 410ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),"Top Floor, Corner Unit, Private Balcony Terrace - APPT ONLY",$3095,   / 1br - 475ft² -    ,4012755172,-122.413319,Sep  4 2013,/sfc/apa/4012755172.html,37.774157,   / 1br - 475ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (pacific heights),#132 Beautiful Mansion in Pacific Heights,$10500,   / 3br - 3900ft² -    ,4044035516,-122.427260,Sep  3 2013,/sfc/apa/4044035516.html,37.789743,   / 3br - 3900ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),Luxury Living at THE PALMS cozy condo in EXCELLENT location *PICS*,$3000,   / 1br -    ,4023654101,-122.461928,Sep  3 2013,/sfc/apa/4023654101.html,37.778165,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (nob hill),Chill in your very own Lobby. @Ava,$3635,   / 2br - 929ft² -    ,4044004635,-122.416257,Sep  3 2013,/sfc/apa/4044004635.html,37.788251,   / 2br - 929ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (laurel hts / presidio),Beautiful Views at the Presidio Landmark! 2X2 ready to see!,$6020,   / 2br - 1500ft² -    ,4004727120,-122.474653,Sep  3 2013,/sfc/apa/4004727120.html,37.788607,   / 2br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (russian hill),#248 Quiet Alley  (Int'l Executive Relocation) Furnished,$3700,   / 1br -    ,4044006650,-122.418953,Sep  3 2013,/sfc/apa/4044006650.html,37.798727,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (downtown / civic / van ness),Concrete conversion loft in heart of SF. 100 Walk/Transit Score!,$3100,   / 1br -    ,3982583323,,Sep  3 2013,/sfc/apa/3982583323.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),"Spacious, stand-alone Live/Work loft with 3-car parking!",$9000,   / 2br - 3000ft² -    ,3982625395,-122.412169,Sep  3 2013,/sfc/apa/3982625395.html,37.774926,   / 2br - 3000ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),ID#882: Remodeled 3BR/2.5BA House-Like 2-Level Condo w/Parking,$8500,   / 3br -    ,4044511861,-122.424652,Sep  3 2013,/sfc/apa/4044511861.html,37.792824,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (russian hill),ID#1062: Russian Hill Top Flr 2-Level 2+BR/1.5BA Condo w/Deck & Views,$5500,   / 2br -    ,4024179876,-122.421375,Sep  3 2013,/sfc/apa/4024179876.html,37.797923,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (financial district),ID#54: Financial Dist Golden Gateway 3BR/2.5BA VU Condo w/Rf Dk & Pkg,$8000,   / 3br -    ,4044513918,-122.398429,Sep  3 2013,/sfc/apa/4044513918.html,37.797567,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (russian hill),ID#1328: Short-Term FURN Top Floor 3BR/2BA View Unit w/Parking,$8000,   / 3br -    ,4044515568,-122.411645,Sep  3 2013,/sfc/apa/4044515568.html,37.795924,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (pacific heights),GREAT STUDIO AVAILABLE IN PAC HEIGHTS! CALL TODAY!,$2495,      ,4044482220,-122.426874,Sep  3 2013,/sfc/apa/4044482220.html,37.787906,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),LUXURIOUS Two Bedroom and Two Baths for Rent,$5500,   / 2br - 1120ft² -    ,4044470437,,Sep  3 2013,/sfc/apa/4044470437.html,,   / 2br - 1120ft² -    ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (castro / upper market),STUDIO AVAILABLE IN GORGEOUS ART DECO BUILDING! CALL NOW!,$2395,      ,4044497877,-122.425371,Sep  3 2013,/sfc/apa/4044497877.html,37.770839,      ,http://sfbay.craigslist.org/sfc/apa/index500.html
 (SOMA / south beach),Modern High-Tech 24th Floor Metropolitan Condo Furn. 6-Mo Min -ReLISTO,$4395,   / 1br - 775ft² -    ,4044747702,-122.393572,Sep  3 2013,/sfc/apa/4044747702.html,37.786573,   / 1br - 775ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (north beach / telegraph hill),1-Bedroom in Heart of Telegraph Hill **Available Now**,$2650,   / 1br - 700ft² -    ,4039512218,-122.409444,Sep  3 2013,/sfc/apa/4039512218.html,37.804708,   / 1br - 700ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (north beach / telegraph hill),Light and Roomy 2-Bedroom with Roof Access! *Available Now*,$3650,   / 2br - 800ft² -    ,4039533754,-122.409444,Sep  3 2013,/sfc/apa/4039533754.html,37.804708,   / 2br - 800ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (inner richmond),STUNNING  BRIGHT 2 BDRM 1.5 BTH with PKG/Storage,$2800,   / 2br -    ,4044803428,-122.458859,Sep  3 2013,/sfc/apa/4044803428.html,37.781257,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (sunset / parkside),Large Beautiful One Bedroom Garden Apt,$1920,   / 1br -    ,4044795887,-122.469798,Sep  3 2013,/sfc/apa/4044795887.html,37.714282,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (twin peaks / diamond hts),Weds Night OPEN HOUSE One bedroom,$2550,   / 1br - 875ft² -    ,4044772819,,Sep  3 2013,/sfc/apa/4044772819.html,,   / 1br - 875ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (SOMA / south beach),Upscale living.  Move-In Special !,$4098,   / 2br - 1113ft² -    ,4016818880,-122.389717,Sep  3 2013,/sfc/apa/4016818880.html,37.772931,   / 2br - 1113ft² -    ,http://sfbay.craigslist.org/sfc/apa/index400.html
 (marina / cow hollow),Marina XL-Studio ,$1725,      ,4045511834,-122.427135,Sep  4 2013,/sfc/apa/4045511834.html,37.801901,      ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (potrero hill),"Modern 1 bed/1 bath with fireplace, easy street parking",$2195,   / 1br - 550ft² -    ,4045511709,-122.402315,Sep  4 2013,/sfc/apa/4045511709.html,37.751961,   / 1br - 550ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (SOMA / south beach),Brand new Junior 1 Bedrooms,$2099,   / 1br -    ,4045499423,-122.413034,Sep  4 2013,/sfc/apa/4045499423.html,37.777555,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (richmond / seacliff),2 Bdrms 2514 Balboa St/26th Ave Open Wedn 9/4 12pm-1pm; 5:30pm-7pm,$1850,   / 2br -    ,4045497650,-122.485864,Sep  4 2013,/sfc/apa/4045497650.html,37.776244,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (ingleside / SFSU / CCSF),"Move in September 15, 2013",$2000,   / 2br - 940ft² -    ,4006336468,-122.484684,Sep  4 2013,/sfc/apa/4006336468.html,37.685633,   / 2br - 940ft² -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (bayview),Top Floor! Pano Views!Candlestick Point condo ~ J.Wavro,$3195,   / 2br -    ,4045485370,-122.416172,Sep  4 2013,/sfc/apa/4045485370.html,37.734856,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (laurel hts / presidio),"Great Space, Great Location! - 4 bed 3 bath flat ~ J.Wavro",$9500,   / 4br -    ,4045479953,-122.452126,Sep  4 2013,/sfc/apa/4045479953.html,37.788437,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index300.html
 (russian hill),ID#1395: Furnished 4BR/2BA Russian Hill VIEW Flat w/Pkg,$12000,   / 4br -    ,4044293211,-122.420724,Sep  3 2013,/sfc/apa/4044293211.html,37.802799,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (hayes valley),Work. Live. Play. Brand NEW 2x2! Now Pre-Leasing for Fall Move Ins!,$4150,   / 2br - 1017ft² -    ,4044288747,-122.424061,Sep  3 2013,/sfc/apa/4044288747.html,37.771429,   / 2br - 1017ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (noe valley),Contemporary 2BR/2BA Garden Flat Open Weds 9/4 From 3 - 6 PM,$3850,   / 2br - 850ft² -    ,4044306807,-122.440616,Sep  3 2013,/sfc/apa/4044306807.html,37.750902,   / 2br - 850ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (twin peaks / diamond hts),2 Bed 2 Bath... You Can't Go Wrong!,$3745,   / 2br - 995ft² -    ,4044305644,-122.439516,Sep  3 2013,/sfc/apa/4044305644.html,37.744623,   / 2br - 995ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (nob hill), Upscal Nob Hill one bedroom with parking ~ J.Wavro,$3200,   / 1br -    ,4044305389,-122.414470,Sep  3 2013,/sfc/apa/4044305389.html,37.793223,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),Studio apartment w/ beautiful architecture & a lot of light ,$2000,      ,4044259451,-122.441754,Sep  3 2013,/sfc/apa/4044259451.html,37.802985,      ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (marina / cow hollow),"ID#499: 4++BR/6.5BA Cow Hollow HOUSE w/Decks, Garden & 3+Car Garage",$13000,   / 4br - 4350ft² -    ,4044282171,-122.441582,Sep  3 2013,/sfc/apa/4044282171.html,37.798224,   / 4br - 4350ft² -    ,http://sfbay.craigslist.org/sfc/apa/index600.html
 (noe valley),"Beautifully Renovated Large Unit w/ Hardwood Floors, Backyard & Deck",$2795,   / 1br -    ,4043794854,-122.423650,Sep  3 2013,/sfc/apa/4043794854.html,37.743883,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment within Walking Distance to Whole Foods Mark,$5200,   / 3br - 1500ft² -    ,4002732343,,Sep  3 2013,/sfc/apa/4002732343.html,,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (pacific heights),"Gorgeous, elegant condo in Pac Heights! Rentals In SF",$7995,   / 3br -    ,4036545089,-122.445562,Sep  3 2013,/sfc/apa/4036545089.html,37.791973,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (laurel hts / presidio),"Lovely 1920's studio, hdwd floors - Rentals In SF",$1795,      ,4030079620,-122.446333,Sep  3 2013,/sfc/apa/4030079620.html,37.784894,      ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Furnished Luxury Apartment Walking Distance to Whole Foods Market,$5200,   / 3br - 1500ft² -    ,4008518692,-122.456145,Sep  3 2013,/sfc/apa/4008518692.html,37.722762,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),Commuters Dream Location ,$3298,   / 1br - 782ft² -    ,4043801798,-122.389884,Sep  3 2013,/sfc/apa/4043801798.html,37.774107,   / 1br - 782ft² -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (SOMA / south beach),"BEACON 16fl Penthouse Unit, Panoramic SF City view+ Hardwood floor! ",$3400,   / 1br -    ,4043813735,-122.393184,Sep  3 2013,/sfc/apa/4043813735.html,37.777028,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (sunset / parkside),One car parking for small car included! Rentals In SF,$1695,   / 1br -    ,4020356205,-122.499846,Sep  3 2013,/sfc/apa/4020356205.html,37.762559,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index800.html
 (ingleside / SFSU / CCSF),Sunny One-Bedroom on Ocean Avenue!,$2695,   / 1br - 871ft² -    ,4043535703,,Sep  3 2013,/sfc/apa/4043535703.html,,   / 1br - 871ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (ingleside / SFSU / CCSF)," 2 3bdrm's Aprt,10min walktoGlenParkBart, 2mintofrwy,Near CCSF,SFSU",$3180,   / 3br -    ,4034122269,-122.428594,Sep  3 2013,/sfc/apa/4034122269.html,37.733746,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (potrero hill),1 Bedroom 1 Bath w/ View corner of 18th & Pennsylvania,$3295,   / 1br -    ,4009549771,-122.393613,Sep  3 2013,/sfc/apa/4009549771.html,37.762756,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),"18 Lansing Street - Furnished, 3-6 month lease terms",$4500,   / 1br - 1200ft² -    ,4034101684,-122.393599,Sep  3 2013,/sfc/apa/4034101684.html,37.786350,   / 1br - 1200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (castro / upper market),"OPEN HOUSE SATURDAY 11-12pm  High End Finishes, View, Convenient",$3400,   / 2br - 900ft² -    ,4043576793,-122.438293,Sep  3 2013,/sfc/apa/4043576793.html,37.768018,   / 2br - 900ft² -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),"The Infinity: 301 Main Street - Furnished, 6-12 months, avail Oct 1",$6900,   / 2br -    ,4034108214,,Sep  3 2013,/sfc/apa/4034108214.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (SOMA / south beach),Portside II: 403 Main Street #416 | Open Sat 9/7 12-1p,$3700,   / 1br -    ,3991788656,-122.390280,Sep  3 2013,/sfc/apa/3991788656.html,37.788104,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index900.html
 (russian hill),Live high in the skies,$6500,   / 1br -    ,4046624081,-122.415572,Sep  4 2013,/sfc/apa/4046624081.html,37.798680,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (mission district),2 bedroom 2 bath - Full Floor Flat  ~ J.Wavro,$4995,   / 2br -    ,4046643262,-122.418403,Sep  4 2013,/sfc/apa/4046643262.html,37.766760,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (noe valley),Beautiful 2BR home in quiet Noe Valley neighborhood,$4495,   / 2br -    ,4046642417,,Sep  4 2013,/sfc/apa/4046642417.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/
 (lower pac hts),"Large Junior 1br w/ Panoramic City Views, Pkg ~ J.Wavro",$2995,   / 1br -    ,4046639493,-122.425047,Sep  4 2013,/sfc/apa/4046639493.html,37.787130,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (russian hill),50 Vara Bl 269 1bed/1bath,$2700,   / 1br - 907ft² -    ,4046604692,-122.417218,Sep  4 2013,/sfc/apa/4046604692.html,37.798472,   / 1br - 907ft² -    ,http://sfbay.craigslist.org/sfc/apa/
 (downtown / civic / van ness),Bright Corner Unit Studio in Nob Hill!,$1950,      ,4026802026,-122.411942,Sep  4 2013,/sfc/apa/4026802026.html,37.789757,      ,http://sfbay.craigslist.org/sfc/apa/
 (haight ashbury),"Wonderfully 1 bedroom, 1 bath in Haight-Ashbury!",$2895,   / 1br -    ,4029676067,-122.446289,Sep  4 2013,/sfc/apa/4029676067.html,37.767230,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/
 (richmond / seacliff),"LOCATION!! Edwardian 24th ave Cal/ hdwd, w/d,  pkng  Great Space!",$7500,   / 3br - 1500ft² -    ,4045856520,-122.483847,Sep  4 2013,/sfc/apa/4045856520.html,37.782366,   / 3br - 1500ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (downtown / civic / van ness),Roomy 1 bedroom in a 4 year old building in downtown! ,$2908,   / 1br -    ,4045882301,,Sep  4 2013,/sfc/apa/4045882301.html,,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (lower pac hts),Post III: Studio with W/D a Must See!,$2721,   / 567ft² -    ,4045881920,-122.435632,Sep  4 2013,/sfc/apa/4045881920.html,37.784927,   / 567ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Luxury 1 Bedroom Apartment  -PARKING INCLUDED!!,$3300,   / 1br - 916ft² -    ,4020972745,-122.403878,Sep  4 2013,/sfc/apa/4020972745.html,37.770063,   / 1br - 916ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (cole valley / ashbury hts),"Stylish & Sleek 2-Level Condo w/ Pkg, Private Deck, and Yard",$6995,   / 4br -    ,3986520437,-122.454217,Sep  4 2013,/sfc/apa/3986520437.html,37.764311,   / 4br -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (potrero hill),Unique Artist Style Live/Work Modern Loft In Potrero Hill! ,$3418,   / 1120ft² -    ,4045869997,-122.393730,Sep  4 2013,/sfc/apa/4045869997.html,37.764021,   / 1120ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (SOMA / south beach),Luxury 1 Bedroom Apartment w/ DEN & PATIO!!  - INCLUDES PARKING!!!,$3300,   / 1br - 900ft² -    ,4004545075,-122.403878,Sep  4 2013,/sfc/apa/4004545075.html,37.770063,   / 1br - 900ft² -    ,http://sfbay.craigslist.org/sfc/apa/index200.html
 (mission district),Beautiful Sunny Victorian w/ High Ceilings H/W  Original Detail,$2450,   / 1br - 700ft² -    ,4046305484,-122.419860,Sep  4 2013,/sfc/apa/4046305484.html,37.748916,   / 1br - 700ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (mission district),Large 2BR/2.5BA Duplex Overlooking Dolores Park,$4075,   / 2br -    ,3983451927,-122.428431,Sep  4 2013,/sfc/apa/3983451927.html,37.762088,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (hayes valley),"Studio: Bright, Sunny, & Spacious",$1755,   / 1br - 400ft² -    ,4046296512,-122.416700,Sep  4 2013,/sfc/apa/4046296512.html,37.781300,   / 1br - 400ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),large two bedroom-bay views-brand new,$5215,   / 2br - 1135ft² -    ,4046265016,-122.390215,Sep  4 2013,/sfc/apa/4046265016.html,37.776723,   / 2br - 1135ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (ingleside / SFSU / CCSF),3 Bedrooms and 2 Bathroom CLOSE TO SF STATE,$3600,   / 3br - 1100ft² -    ,4046272718,-122.455127,Sep  4 2013,/sfc/apa/4046272718.html,37.721849,   / 3br - 1100ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),Come in before the Summer Sizzle arrives. Easy Access to Bart Highways,$2955,   / 1br -    ,4046270606,-122.397100,Sep  4 2013,/sfc/apa/4046270606.html,37.762100,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (SOMA / south beach),City & Bridge Views at the Brannan,$7000,   / 3br - 1495ft² -    ,4046241248,-122.392077,Sep  4 2013,/sfc/apa/4046241248.html,37.781846,   / 3br - 1495ft² -    ,http://sfbay.craigslist.org/sfc/apa/index100.html
 (laurel hts / presidio),Elegant and spacious remodeled Art Deco flat in Presidio Heights!,$7000,   / 2br -    ,4006549512,,Sep  3 2013,/sfc/apa/4006549512.html,,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (financial district),2 Bedroom + Loft Den/Office w/ pvt decks & VIEWS - G.G. Commons!,$7800,   / 2br -    ,4036694000,-122.398593,Sep  3 2013,/sfc/apa/4036694000.html,37.798373,   / 2br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (bayview),3 BR/2BA Plus Office/Playroom 2 Story Victorian Apt,$2900,   / 3br -    ,4043986720,-122.388378,Sep  3 2013,/sfc/apa/4043986720.html,37.731599,   / 3br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (SOMA / south beach),"Rare, ultra-modern conversion loft avail for short term rental!",$17500,   / 2br - 4200ft² -    ,3984433325,-122.409337,Sep  3 2013,/sfc/apa/3984433325.html,37.778017,   / 2br - 4200ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (north beach / telegraph hill),Charming Apartment on dead end st with 2 roof decks!,$2500,   / 1br -    ,4016642460,-122.407192,Sep  3 2013,/sfc/apa/4016642460.html,37.801001,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (laurel hts / presidio),Live in Luxury at the Presidio Landmark! 1x1 available for 10/26 move!,$2889,   / 1br - 450ft² -    ,4004722456,-122.474653,Sep  3 2013,/sfc/apa/4004722456.html,37.788624,   / 1br - 450ft² -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
 (pacific heights),#133 Enjoy a Victorian Mansion (Int'l Executive Relocation) Furnished,$4000,   / 1br -    ,4043974380,-122.427260,Sep  3 2013,/sfc/apa/4043974380.html,37.789743,   / 1br -    ,http://sfbay.craigslist.org/sfc/apa/index700.html
