SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,NPOPCHG_2016,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,NATURALINC2016,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,INTERNATIONALMIG2016,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,DOMESTICMIG2016,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,NETMIG2016,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,GQESTIMATES2016,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RBIRTH2016,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RDEATH2016,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RNATURALINC2016,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RINTERNATIONALMIG2016,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RDOMESTICMIG2016,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015,RNETMIG2016
050,2,3,18,143,Indiana,Scott County,24181,24181,24174,23925,23769,23804,23661,23707,23730,-7,-249,-156,35,-143,46,23,64,289,283,281,279,266,267,90,296,301,299,287,298,306,-26,-7,-18,-18,-8,-32,-39,0,1,2,1,3,3,3,24,-252,-141,48,-137,58,55,24,-251,-139,49,-134,61,58,-5,9,1,4,-1,17,4,312,312,312,312,312,312,312,312,12.016881848,11.867320837,11.813423581,11.75603076,11.231210944,11.257035647,12.30794819,12.622132763,12.57015534,12.093121247,12.582334065,12.901321753,-0.291066342,-0.754811926,-0.75673176,-0.337090488,-1.351123121,-1.644286106,0.041580906,0.0838679918,0.0420406533,0.1264089329,0.1266677926,0.1264835466,-10.47838832,-5.912693421,2.017951359,-5.772674602,2.448910657,2.318865021,-10.43680742,-5.828825429,2.0599920123,-5.646265669,2.5755784496,2.4453485676
050,2,3,18,145,Indiana,Shelby County,44436,44393,44321,44349,44345,44422,44487,44442,44324,-72,28,-4,77,65,-45,-118,132,538,515,470,516,519,516,135,472,420,433,429,416,436,-3,66,95,37,87,103,80,9,53,8,11,17,18,19,-80,-91,-106,27,-40,-135,-185,-71,-38,-98,38,-23,-117,-166,2,0,-1,2,1,-31,-32,683,683,683,683,683,683,683,683,12.134882147,11.612961418,10.589520881,11.607373832,11.672232905,11.626073046,10.646216308,9.4707646515,9.7558777474,9.6503166159,9.3557782051,9.8235811009,1.4886658396,2.1421967664,0.8336431331,1.9570572158,2.3164546998,1.8024919451,1.1954437803,0.1803955172,0.2478398504,0.382413479,0.4048173262,0.428091837,-2.052554415,-2.390240603,0.6083341782,-0.899796421,-3.036129946,-4.168262623,-0.857110635,-2.209845085,0.8561740286,-0.517382942,-2.63131262,-3.740170786
050,2,3,18,147,Indiana,Spencer County,20952,20952,20880,21049,20866,20824,20818,20727,20648,-72,169,-183,-42,-6,-91,-79,49,235,234,206,218,271,245,56,187,184,207,149,218,236,-7,48,50,-1,69,53,9,0,3,0,-2,-1,-1,-1,-56,64,-235,-44,-71,-159,-93,-56,67,-235,-46,-72,-160,-94,-9,54,2,5,-3,16,6,368,368,368,368,368,368,368,368,11.209425457,11.165453895,9.8824658191,10.470198357,13.046094596,11.842900302,8.9198406831,8.779673148,9.9304389542,7.156236492,10.494644362,11.407854985,2.2895847743,2.3857807467,-0.047973135,3.3139618654,2.5514502347,0.4350453172,0.1430990484,0,-0.09594627,-0.048028433,-0.04814057,-0.048338369,3.052779699,-11.21316951,-2.110817942,-3.410018731,-7.654350704,-4.495468278,3.1958787474,-11.21316951,-2.206764212,-3.458047164,-7.702491275,-4.543806647
050,2,3,18,149,Indiana,Starke County,23363,23363,23358,23206,23195,23189,23011,22940,23009,-5,-152,-11,-6,-178,-71,69,62,271,266,253,253,266,249,81,265,274,247,302,271,283,-19,6,-8,6,-49,-5,-34,0,0,2,2,2,2,2,14,-167,-1,-12,-120,-78,105,14,-167,1,-10,-118,-76,107,0,9,-4,-2,-11,10,-4,16,16,16,16,16,16,16,16,11.63989348,11.465270145,10.908934115,10.952380952,11.577549999,10.838103114,11.382183661,11.8100903,10.650224215,13.073593074,11.795173119,12.318004744,0.2577098187,-0.344820155,0.2587099,-2.121212121,-0.21762312,-1.47990163,0,0.0862050387,0.0862366333,0.0865800866,0.0870492481,0.0870530371,-7.172923288,-0.043102519,-0.5174198,-5.194805195,-3.394920676,4.5702844458,-7.172923288,0.0431025193,-0.431183167,-5.108225108,-3.307871428,4.6573374829
050,2,3,18,151,Indiana,Steuben County,34185,34183,34135,34070,34164,34346,34427,34343,34116,-48,-65,94,182,81,-84,-227,84,366,356,379,384,368,366,63,292,284,313,310,320,322,21,74,72,66,74,48,44,1,5,10,24,25,28,28,-69,-132,15,100,-11,-123,-305,-68,-127,25,124,14,-95,-277,-1,-12,-3,-8,-7,-37,6,1300,1300,1300,1300,1302,1303,1304,1304,10.732351001,10.434680658,11.064078237,11.167173164,10.702341137,10.692531296,8.5624221098,8.3242958056,9.1373522114,9.0151658354,9.3063835975,9.4070903753,2.1699288908,2.1103848521,1.9267260254,2.1520073285,1.3959575396,1.2854409208,0.1466168169,0.2931090072,0.7006276456,0.7270295029,0.8143085648,0.8180078587,-3.870683967,0.4396635109,2.9192818567,-0.319892981,-3.577141195,-8.910442747,-3.724067151,0.7327725181,3.6199095023,0.4071365216,-2.762832631,-8.092434888
050,2,3,18,153,Indiana,Sullivan County,21475,21475,21409,21234,21216,21172,21013,20927,20802,-66,-175,-18,-44,-159,-86,-125,53,227,244,240,246,241,243,94,239,231,221,240,225,204,-41,-12,13,19,6,16,39,0,3,0,0,2,2,2,-26,-158,-29,-59,-170,-93,-181,-26,-155,-29,-59,-168,-91,-179,1,-8,-2,-4,3,-11,15,2298,2263,2244,2208,2232,2220,2183,2176,10.646530497,11.495877503,11.323959611,11.662913358,11.492608488,11.646576721,11.209342682,10.883392226,10.427479475,11.378452056,10.729613734,9.7773730499,-0.562812185,0.6124852768,0.8964801359,0.2844613014,0.7629947544,1.8692036713,0.1407030462,0,0,0.0948204338,0.0953743443,0.0958565985,-7.410360434,-1.36631331,-2.783806738,-8.059736873,-4.43490701,-8.675022167,-7.269657388,-1.36631331,-2.783806738,-7.964916439,-4.339532666,-8.579165568
050,2,3,18,155,Indiana,Switzerland County,10613,10613,10625,10561,10395,10517,10470,10509,10527,12,-64,-166,122,-47,39,18,34,126,126,112,135,133,125,14,109,112,88,110,105,111,20,17,14,24,25,28,14,1,2,2,2,5,5,5,-5,-79,-186,94,-78,19,-1,-4,-77,-184,96,-73,24,4,-4,-4,4,2,1,-13,0,107,107,107,107,107,107,107,107,11.894647409,12.025195648,10.711553175,12.865106971,12.679346013,11.884388667,10.289814028,10.689062798,8.416220352,10.482679754,10.01001001,10.553337136,1.6048333805,1.3361328498,2.2953328233,2.3824272168,2.6693360027,1.3310515307,0.1888039271,0.1908761214,0.1912777353,0.4764854434,0.4766671433,0.4753755467,-7.457755121,-17.75147929,8.9900535578,-7.433172917,1.8113351447,-0.095075109,-7.268951194,-17.56060317,9.181331293,-6.956687473,2.288002288,0.3803004373
050,2,3,18,157,Indiana,Tippecanoe County,172780,172803,173046,175513,178430,181242,183515,185741,188059,243,2467,2917,2812,2273,2226,2318,555,2132,2277,2300,2210,2388,2356,234,1082,1154,1114,1114,1150,1138,321,1050,1123,1186,1096,1238,1218,279,1267,1482,1536,1685,1746,1716,-369,193,338,62,-457,-781,-530,-90,1460,1820,1598,1228,965,1186,12,-43,-26,28,-51,23,-86,14463,14461,14459,14464,14469,14480,14471,14476,12.23322307,12.866478501,12.78943037,12.117656412,12.934116169,12.605671482,6.208418087,6.5208239745,6.1945327965,6.1081761282,6.228741036,6.0888175495,6.0248049828,6.3456545263,6.5948975733,6.0094802841,6.7053751327,6.5168539326,7.2699313459,8.3742297489,8.5411152383,9.2390276266,9.4568537817,9.1813804173,1.1074165349,1.909912048,0.3447585578,-2.505777819,-4.230127608,-2.835741038,8.3773478808,10.284141797,8.8858737961,6.7332498074,5.2267261737,6.3456393793
050,2,3,18,159,Indiana,Tipton County,15936,15936,15883,15855,15728,15582,15452,15292,15182,-53,-28,-127,-146,-130,-160,-110,40,153,147,132,170,140,156,54,164,179,180,169,170,165,-14,-11,-32,-48,1,-30,-9,0,0,-1,-1,-2,-2,-2,-40,-12,-96,-64,-123,-139,-96,-40,-12,-97,-65,-125,-141,-98,1,-5,2,-33,-6,11,-3,205,205,205,205,205,205,205,205,9.6414392841,9.30880537,8.431810923,10.955725978,9.1074681239,10.238235873,10.334614658,11.335211981,11.497923986,10.891280531,11.059068436,10.828903327,-0.693175373,-2.026406611,-3.066113063,0.0644454469,-1.951600312,-0.590667454,0,-0.063325207,-0.063877355,-0.128890894,-0.130106687,-0.131259434,-0.756191316,-6.079219833,-4.088150751,-7.926789972,-9.04241478,-6.300452845,-0.756191316,-6.14254504,-4.152028106,-8.055680866,-9.172521468,-6.431712279
050,2,3,18,161,Indiana,Union County,7516,7516,7533,7475,7334,7288,7224,7195,7212,17,-58,-141,-46,-64,-29,17,19,80,72,63,76,82,79,8,73,59,77,76,66,67,11,7,13,-14,0,16,12,0,0,0,0,0,0,0,8,-69,-158,-35,-70,-50,-10,8,-69,-158,-35,-70,-50,-10,-2,4,4,3,6,5,15,67,67,67,67,67,67,67,67,10.66098081,9.723816598,8.6171522364,10.474090408,11.373881684,10.966891095,9.7281449893,7.96812749,10.532074956,10.474090408,9.1545876968,9.3010342195,0.9328358209,1.755689108,-1.914922719,0,2.2192939871,1.6658568751,0,0,0,0,0,0,-9.195095949,-21.33837531,-4.787306798,-9.647188534,-6.93529371,-1.388214063,-9.195095949,-21.33837531,-4.787306798,-9.647188534,-6.93529371,-1.388214063
050,2,3,18,163,Indiana,Vanderburgh County,179703,179703,179857,180372,181031,181693,182073,181941,181721,154,515,659,662,380,-132,-220,629,2245,2321,2312,2234,2246,2188,478,1815,1853,1965,1941,1890,1887,151,430,468,347,293,356,301,29,152,188,160,184,189,186,-20,46,9,139,11,-684,-601,9,198,197,299,195,-495,-415,-6,-113,-6,16,-108,7,-106,7531,7531,7531,7537,7543,7545,7546,7549,12.464293547,12.844387014,12.747984694,12.282621246,12.340184718,12.033151663,10.07692329,10.254480455,10.834684223,10.671695541,10.384215992,10.377768367,2.3873702561,2.5899065586,1.9133004709,1.610925705,1.9559687265,1.6553832955,0.8439076254,1.0403898141,0.8822134736,1.0116393506,1.0384215992,1.0229278836,0.2553930972,0.0498058954,0.7664229552,0.0604784394,-3.758097216,-3.305266979,1.0993007226,1.0901957095,1.6486364288,1.07211779,-2.719675617,-2.282339095
050,2,3,18,165,Indiana,Vermillion County,16212,16212,16139,16103,15941,15858,15684,15634,15645,-73,-36,-162,-83,-174,-50,11,34,181,153,165,157,149,146,67,237,216,182,206,213,200,-33,-56,-63,-17,-49,-64,-54,0,0,1,2,2,2,2,-39,24,-99,-61,-124,-2,59,-39,24,-98,-59,-122,0,61,-1,-4,-1,-7,-3,14,4,209,209,209,209,209,209,209,209,11.22759134,9.5493696168,10.377684833,9.9549806607,9.5152947187,9.3353368074,14.701321258,13.481462988,11.446900846,13.061949147,13.602401175,12.788132613,-3.473729917,-3.932093372,-1.069216013,-3.106968486,-4.087106456,-3.452795805,0,0.0624141805,0.1257901192,0.1268150403,0.1277220768,0.1278813261,1.4887413932,-6.17900387,-3.836598635,-7.862532496,-0.127722077,3.7724991208,1.4887413932,-6.116589689,-3.710808516,-7.735717456,0,3.9003804469
050,2,3,18,167,Indiana,Vigo County,107848,107848,107899,108296,108528,108226,108100,107708,107931,51,397,232,-302,-126,-392,223,330,1324,1264,1267,1337,1284,1291,321,1138,1085,1201,1110,1137,1160,9,186,179,66,227,147,131,43,160,169,163,180,187,182,3,98,-107,-590,-519,-774,-250,46,258,62,-427,-339,-587,-68,-4,-47,-9,59,-14,48,160,9545,9549,9516,9510,9519,9527,9503,9510,12.248201855,11.659225916,11.690672375,12.360973716,11.899466192,11.97371533,10.527533014,10.008117183,11.081687074,10.262289323,10.537144128,10.758721753,1.7206688406,1.6511087334,0.6089853013,2.098684393,1.3623220641,1.2149935772,1.4801452393,1.558868022,1.5040091532,1.6641550253,1.7330219454,1.6880063439,0.906588959,-0.986975612,-5.443959512,-4.798313656,-7.173042705,-2.318690033,2.3867341983,0.5718924104,-3.939950358,-3.134158631,-5.440020759,-0.630683689
050,2,3,18,169,Indiana,Wabash County,32888,32888,32856,32587,32437,32354,32255,32075,31762,-32,-269,-150,-83,-99,-180,-313,81,367,352,342,333,336,318,87,410,416,447,411,401,411,-6,-43,-64,-105,-78,-65,-93,2,14,19,13,14,16,16,-28,-234,-105,-14,-45,-168,-259,-26,-220,-86,-1,-31,-152,-243,0,-6,0,23,10,37,23,1839,1839,1839,1838,1837,1838,1842,1841,11.215867243,10.826771654,10.557021809,10.308161402,10.446137106,9.9628741952,12.529987928,12.795275591,13.798212715,12.722685694,12.4669672,12.87654495,-1.314120685,-1.968503937,-3.241190906,-2.414524292,-2.020830095,-2.913670755,0.4278532463,0.5843996063,0.4012903027,0.433376155,0.4974351003,0.5012766891,-7.151261403,-3.229576772,-0.432158787,-1.392994784,-5.223068553,-8.114416404,-6.723408157,-2.645177165,-0.030868485,-0.959618629,-4.725633453,-7.613139715
050,2,3,18,171,Indiana,Warren County,8508,8508,8502,8480,8391,8378,8330,8280,8166,-6,-22,-89,-13,-48,-50,-114,24,96,114,76,87,93,86,4,71,72,72,77,87,85,20,25,42,4,10,6,1,0,2,1,2,2,2,2,-22,-54,-133,-20,-66,-66,-126,-22,-52,-132,-18,-64,-64,-124,-4,5,1,1,6,8,9,84,84,84,84,84,84,84,84,11.3060888,13.514314504,9.0643449222,10.414172851,11.19807345,10.458470145,8.3617948416,8.535356529,8.5872741368,9.2171414891,10.475617098,10.336860027,2.9442939583,4.9789579752,0.4770707854,1.1970313622,0.7224563516,0.121610118,0.2355435167,0.1185466185,0.2385353927,0.2394062724,0.2408187839,0.2432202359,-6.35967495,-15.76670025,-2.385353927,-7.900406991,-7.947019868,-15.32287486,-6.124131433,-15.64815364,-2.146818534,-7.661000718,-7.706201084,-15.07965463
050,2,3,18,173,Indiana,Warrick County,59689,59689,59850,60231,60458,61054,61229,61894,62498,161,381,227,596,175,665,604,165,662,639,647,617,678,671,128,499,464,574,482,584,609,37,163,175,73,135,94,62,14,51,64,74,83,88,86,112,147,-4,465,-59,452,400,126,198,60,539,24,540,486,-2,20,-8,-16,16,31,56,726,726,726,726,726,726,727,727,11.025890857,10.589200341,10.649153993,10.091345485,11.013376867,10.788475143,8.3110567034,7.6891845984,9.4476265719,7.883352551,9.4864485108,9.7916264712,2.7148341536,2.9000157429,1.2015274212,2.2079929344,1.5269283562,0.9968486719,0.849426637,1.060577186,1.2179867009,1.3575067671,1.4294648441,1.3827255772,2.4483473655,-0.066286074,7.65356508,-0.96497469,7.3422512447,6.4312817545,3.2977740025,0.9942911119,8.8715517809,0.3925320772,8.7717160888,7.8140073317
050,2,3,18,175,Indiana,Washington County,28262,28262,28282,28182,27911,27791,27869,27721,27670,20,-100,-271,-120,78,-148,-51,71,297,304,309,346,296,308,52,302,303,290,291,298,293,19,-5,1,19,55,-2,15,2,12,1,0,0,0,0,5,-100,-277,-142,27,-153,-59,7,-88,-276,-142,27,-153,-59,-6,-7,4,3,-4,7,-7,261,261,261,261,261,261,261,261,10.519977331,10.839142139,11.094754228,12.432626662,10.649397374,11.120940225,10.697081326,10.803487066,10.412552512,10.456342077,10.721352761,10.579335993,-0.177103995,0.0356550728,0.6822017163,1.976284585,-0.071955388,0.5416042317,0.4250495891,0.0356550728,0,0,0,0,-3.542079909,-9.876455173,-5.098560195,0.970176069,-5.504587156,-2.130309978,-3.11703032,-9.8408001,-5.098560195,0.970176069,-5.504587156,-2.130309978
050,2,3,18,177,Indiana,Wayne County,68917,69003,68902,68663,68304,67854,67406,66984,66568,-101,-239,-359,-450,-448,-422,-416,172,845,815,802,731,785,734,194,734,819,832,870,877,889,-22,111,-4,-30,-139,-92,-155,2,-10,7,1,7,9,8,-81,-333,-371,-408,-279,-349,-228,-79,-343,-364,-407,-272,-340,-220,0,-7,9,-13,-37,10,-41,2700,2699,2699,2698,2700,2704,2705,2706,12.285101588,11.900676805,11.780431557,10.808812657,11.682416846,10.991973164,10.671319013,11.959085035,12.22109608,12.864113559,13.051566337,13.313166407,1.6137825755,-0.05840823,-0.440664522,-2.055300902,-1.36914949,-2.321193243,-0.145385818,0.102214402,0.0146888174,0.103504362,0.1339385371,0.1198035222,-4.841347727,-5.417363306,-5.993037501,-4.125388141,-5.193838827,-3.414400383,-4.986733544,-5.315148904,-5.978348683,-4.021883779,-5.05990029,-3.294596861
050,2,3,18,179,Indiana,Wells County,27636,27636,27678,27747,27713,27744,27839,27937,27949,42,69,-34,31,95,98,12,98,330,369,336,340,326,331,44,259,267,283,276,276,247,54,71,102,53,64,50,84,3,13,15,18,19,20,20,-13,-26,-154,-58,31,9,-74,-10,-13,-139,-40,50,29,-54,-2,11,3,18,-19,19,-18,472,472,472,472,472,472,472,472,11.907983762,13.306887847,12.117496439,12.233956426,11.689615605,11.845542712,9.3459630131,9.6285611251,10.206105631,9.9310940395,9.8967297762,8.8394231113,2.5620207488,3.678326722,1.9113908073,2.302862386,1.792885829,3.0061196006,0.4691023906,0.5409304003,0.6491515949,0.6836622708,0.7171543316,0.7157427621,-0.938204781,-5.55355211,-2.091710695,1.1154489682,0.3227194492,-2.64824822,-0.469102391,-5.012621709,-1.4425591,1.799111239,1.0398737808,-1.932505458
050,2,3,18,181,Indiana,White County,24643,24643,24683,24518,24390,24328,24383,24224,23999,40,-165,-128,-62,55,-159,-225,76,286,295,285,291,272,278,34,269,240,299,252,289,293,42,17,55,-14,39,-17,-15,4,5,-1,2,5,5,6,-2,-209,-183,-38,21,-153,-206,2,-204,-184,-36,26,-148,-200,-4,22,1,-12,-10,6,-10,307,307,307,307,307,307,307,307,11.625779964,12.0634661,11.699987684,11.948019954,11.19180365,11.529767953,10.934737099,9.8143453014,12.274723921,10.34673893,11.891291378,12.151877735,0.691042865,2.2491207982,-0.574736237,1.6012810248,-0.699487728,-0.622109782,0.2032479015,-0.040893105,0.0821051767,0.2052924391,0.2057316847,0.2488439127,-8.495762281,-7.483438292,-1.559998358,0.8622282441,-6.295389553,-8.543641001,-8.29251438,-7.524331398,-1.477893181,1.0675206832,-6.089657868,-8.294797089
050,2,3,18,183,Indiana,Whitley County,33292,33291,33347,33305,33283,33232,33413,33395,33449,56,-42,-22,-51,181,-18,54,111,389,369,360,411,402,411,63,319,309,278,311,301,298,48,70,60,82,100,101,113,2,14,11,12,12,14,14,8,-109,-95,-143,71,-87,-67,10,-95,-84,-131,83,-73,-53,-2,-17,2,-2,-2,-46,-6,436,436,436,436,436,436,436,436,11.672567965,11.083078032,10.824626024,12.334008553,12.034486888,12.297289211,9.5721058633,9.2809515228,8.3590167631,9.3330332358,9.0108968986,8.916282688,2.1004621017,1.8021265093,2.4656092611,3.000975317,3.0235899892,3.3810065226,0.4200924203,0.33038986,0.3608208675,0.360117038,0.4191114837,0.4188857639,-3.270719558,-2.853366973,-4.299782004,2.1306924751,-2.604478506,-2.004667584,-2.850627138,-2.522977113,-3.938961137,2.4908095131,-2.185367022,-1.58578182
040,2,4,19,000,Iowa,Iowa,3046355,3046869,3050738,3065223,3076310,3091930,3108030,3121997,3134693,3869,14485,11087,15620,16100,13967,12696,9966,37851,38469,38805,39458,39563,39349,6868,28208,28048,29141,28926,28486,28739,3098,9643,10421,9664,10532,11077,10610,1009,4811,4984,5580,6165,6441,6336,-145,237,-4316,617,5,-3689,-3392,864,5048,668,6197,6170,2752,2944,-93,-206,-2,-241,-602,138,-858,98630,98630,100255,99882,99600,100038,100428,100516,12.377776771,12.5274911,12.582195245,12.728469216,12.700747525,12.578216277,9.2243884485,9.133875858,9.4487244335,9.3310279421,9.1447436745,9.1866466135,3.1533883228,3.3936152423,3.1334708118,3.3974412738,3.5560038504,3.3915696638,1.5732605228,1.6230475355,1.8092681219,1.9887225079,2.0677277964,2.0253520632,0.0775021293,-1.405512272,0.2000570665,0.0016129136,-1.18426453,-1.084279387,1.650762652,0.2175352636,2.0093251884,1.9903354215,0.8834632659,0.9410726758
050,2,4,19,001,Iowa,Adair County,7682,7682,7665,7565,7493,7440,7416,7211,7092,-17,-100,-72,-53,-24,-205,-119,10,66,80,68,72,65,68,16,116,104,118,102,119,99,-6,-50,-24,-50,-30,-54,-31,0,0,0,0,0,0,0,-7,-67,-49,-7,10,-153,-84,-7,-67,-49,-7,10,-153,-84,-4,17,1,4,-4,2,-4,151,151,151,158,163,163,154,154,8.6671043992,10.625581086,9.1073461461,9.6930533118,8.8876734805,9.5084947214,15.23309258,13.813255412,15.803924195,13.731825525,16.271279141,13.843249668,-6.565988181,-3.187674326,-6.696578049,-4.038772213,-7.383605661,-4.334754947,0,0,0,0,0,0,-8.798424163,-6.508168415,-0.937520927,1.3462574044,-20.92021604,-11.7457876,-8.798424163,-6.508168415,-0.937520927,1.3462574044,-20.92021604,-11.7457876
050,2,4,19,003,Iowa,Adams County,4029,4029,4026,3996,3905,3890,3865,3758,3693,-3,-30,-91,-15,-25,-107,-65,16,32,51,54,52,44,41,20,45,52,53,47,44,44,-4,-13,-1,1,5,0,-3,0,0,0,0,0,0,0,1,-13,-88,0,-28,-89,-72,1,-13,-88,0,-28,-89,-72,0,-4,-2,-16,-2,-18,10,114,114,110,113,101,104,84,84,7.9780603341,12.909758258,13.855035279,13.410702772,11.544011544,11.005234197,11.219147345,13.162890773,13.598460552,12.121212121,11.544011544,11.810495236,-3.241087011,-0.253132515,0.2565747274,1.2894906512,0,-0.805261039,0,0,0,0,0,0,-3.241087011,-22.27566131,0,-7.221147647,-23.35038699,-19.32626493,-3.241087011,-22.27566131,0,-7.221147647,-23.35038699,-19.32626493
050,2,4,19,005,Iowa,Allamakee County,14330,14328,14350,14204,14134,14043,14064,13882,13884,22,-146,-70,-91,21,-182,2,50,159,162,199,173,184,176,21,170,155,169,154,163,180,29,-11,7,30,19,21,-4,6,11,16,14,16,17,17,-9,-139,-95,-131,-12,-223,-9,-3,-128,-79,-117,4,-206,8,-4,-7,2,-4,-2,3,-2,332,332,313,309,252,298,300,300,11.136793444,11.433410968,14.124995564,12.310100687,13.168253059,12.677375207,11.907263431,10.939374691,11.995599248,10.958124311,11.665354612,12.965497371,-0.770469987,0.4940362764,2.1293963161,1.351976376,1.502898447,-0.288122164,0.7704699867,1.1292257746,0.9937182809,1.1385064219,1.2166320761,1.2245191961,-9.735938923,-6.704778037,-9.298363914,-0.853879816,-15.95935018,-0.648274869,-8.965468936,-5.575552262,-8.304645633,0.2846266055,-14.7427181,0.5762443276
050,2,4,19,007,Iowa,Appanoose County,12887,12887,12859,12863,12702,12645,12649,12551,12462,-28,4,-161,-57,4,-98,-89,30,154,170,136,153,139,137,59,153,167,175,168,174,187,-29,1,3,-39,-15,-35,-50,0,-4,-1,4,5,5,5,2,6,-163,-26,19,-63,-39,2,2,-164,-22,24,-58,-34,-1,1,0,4,-5,-5,-5,126,126,142,127,125,126,126,126,11.974185522,13.299432818,10.731052985,12.097730687,11.031746032,10.954303762,11.896431071,13.064736945,13.808340238,13.283782715,13.80952381,14.952224843,0.0777544514,0.2346958733,-3.077287253,-1.186052028,-2.777777778,-3.997921081,-0.311017806,-0.078231958,0.3156192054,0.395350676,0.3968253968,0.3997921081,0.4665267087,-12.75180911,-2.051524835,1.502332569,-5,-3.118378443,0.1555089029,-12.83004107,-1.73590563,1.897683245,-4.603174603,-2.718586335
050,2,4,19,009,Iowa,Audubon County,6119,6119,6112,6019,5883,5882,5785,5738,5678,-7,-93,-136,-1,-97,-47,-60,15,61,54,59,62,73,66,31,83,95,68,81,64,64,-16,-22,-41,-9,-19,9,2,0,0,1,1,1,1,1,11,-73,-97,6,-81,-35,-58,11,-73,-96,7,-80,-34,-57,-2,2,1,1,2,-22,-5,136,136,148,137,138,137,118,117,10.05687907,9.0741051924,10.029749256,10.628267764,12.670311551,11.562718991,13.68395021,15.963703579,11.559711007,13.885317562,11.108218346,11.212333567,-3.62707114,-6.889598387,-1.529961751,-3.257049799,1.5620932049,0.350385424,0,0.168038985,0.1699957501,0.1714236736,0.1735659117,0.175192712,-12.03528151,-16.29978155,1.0199745006,-13.88531756,-6.074806908,-10.1611773,-12.03528151,-16.13174256,1.1899702507,-13.71389389,-5.901240996,-9.985984583
050,2,4,19,011,Iowa,Benton County,26076,26076,26055,26121,25855,25724,25658,25663,25699,-21,66,-266,-131,-66,5,36,73,290,250,289,276,317,300,86,224,193,243,209,243,239,-13,66,57,46,67,74,61,0,5,9,7,8,9,9,-8,-3,-336,-181,-134,-92,-38,-8,2,-327,-174,-126,-83,-29,0,-2,4,-3,-7,14,4,313,313,309,318,306,290,298,297,11.116222018,9.6198245344,11.206111014,10.743061773,12.353617428,11.681788092,8.5863232137,7.4265045406,9.4224393649,8.1351446032,9.4698076811,9.3064911802,2.529898804,2.1933199938,1.7836716493,2.6079171694,2.8838097465,2.3752969121,0.1916590003,0.3463136832,0.2714282945,0.3113930949,0.3507336178,0.3504536428,-0.1149954,-12.92904417,-7.018360185,-5.215834339,-3.585276982,-1.479693158,0.0766636001,-12.58273049,-6.746931891,-4.904441244,-3.234543364,-1.129239516
050,2,4,19,013,Iowa,Black Hawk County,131090,131090,131176,131460,131761,132780,133161,133499,132904,86,284,301,1019,381,338,-595,427,1661,1653,1754,1729,1764,1768,327,1139,1168,1198,1221,1139,1189,100,522,485,556,508,625,579,26,181,215,268,294,306,304,-34,-334,-387,164,-328,-580,-1401,-8,-153,-172,432,-34,-274,-1097,-6,-85,-12,31,-93,-13,-77,5967,5967,5831,5625,5555,5509,5502,5506,12.648684872,12.559788163,13.26070439,13.002884098,13.230330758,13.273123801,8.6736014865,8.8746718537,9.057197183,9.182487845,8.5427135678,8.9263259047,3.9750833854,3.6851163091,4.2035072068,3.8203962533,4.6876171904,4.3467978964,1.378333511,1.6336082607,2.0261509558,2.2110167293,2.2950573764,2.2822565812,-2.543444158,-2.940494869,1.2398834207,-2.466712542,-4.350108753,-10.51789957,-1.165110647,-1.306886609,3.2660343765,-0.255695812,-2.055051376,-8.235642992
